Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Star Wars: Episode VII - The Force Awakens,https://www.imdb.com/title/tt2488496/?ref_=sr_t_1,2015,2h 18m,PG-13,7.8,990K
2. Jurassic World,https://www.imdb.com/title/tt0369610/?ref_=sr_t_2,2015,2h 4m,PG-13,6.9,694K
3. Avengers: Age of Ultron,https://www.imdb.com/title/tt2395427/?ref_=sr_t_3,2015,2h 21m,PG-13,7.3,946K
4. Inside Out,https://www.imdb.com/title/tt2096673/?ref_=sr_t_4,2015,1h 35m,PG,8.1,848K
5. Furious 7,https://www.imdb.com/title/tt2820852/?ref_=sr_t_5,2015,2h 17m,PG-13,7.1,423K
6. Minions,https://www.imdb.com/title/tt2293640/?ref_=sr_t_6,2015,1h 31m,PG,6.4,269K
7. The Hunger Games: Mockingjay - Part 2,https://www.imdb.com/title/tt1951266/?ref_=sr_t_7,2015,2h 17m,PG-13,6.6,387K
8. The Martian,https://www.imdb.com/title/tt3659388/?ref_=sr_t_8,2015,2h 24m,PG-13,8.0,954K
9. Cinderella,https://www.imdb.com/title/tt1661199/?ref_=sr_t_9,2015,1h 45m,PG,6.9,195K
10. Spectre,https://www.imdb.com/title/tt2379713/?ref_=sr_t_10,2015,2h 28m,PG-13,6.8,476K
11. Mission: Impossible - Rogue Nation,https://www.imdb.com/title/tt2381249/?ref_=sr_t_11,2015,2h 11m,PG-13,7.4,420K
12. Pitch Perfect 2,https://www.imdb.com/title/tt2848292/?ref_=sr_t_12,2015,1h 55m,PG-13,6.4,173K
13. The Revenant,https://www.imdb.com/title/tt1663202/?ref_=sr_t_13,2015,2h 36m,R,8.0,898K
14. Ant-Man,https://www.imdb.com/title/tt0478970/?ref_=sr_t_14,2015,1h 57m,PG-13,7.2,741K
15. Home,https://www.imdb.com/title/tt2224026/?ref_=sr_t_15,2015,1h 34m,PG,6.5,115K
16. Hotel Transylvania 2,https://www.imdb.com/title/tt2510894/?ref_=sr_t_16,2015,1h 29m,PG,6.6,149K
17. Fifty Shades of Grey,https://www.imdb.com/title/tt2322441/?ref_=sr_t_17,2015,2h 5m,R,4.2,343K
18. The SpongeBob Movie: Sponge Out of Water,https://www.imdb.com/title/tt2279373/?ref_=sr_t_18,2015,1h 32m,PG,6.0,63K
19. Straight Outta Compton,https://www.imdb.com/title/tt1398426/?ref_=sr_t_19,2015,2h 27m,R,7.8,224K
20. San Andreas,https://www.imdb.com/title/tt2126355/?ref_=sr_t_20,2015,1h 54m,PG-13,6.1,263K
21. Mad Max: Fury Road,https://www.imdb.com/title/tt1392190/?ref_=sr_t_21,2015,2h,R,8.1,1.1M
22. Daddy's Home,https://www.imdb.com/title/tt1528854/?ref_=sr_t_22,2015,1h 36m,PG-13,6.2,133K
23. The Divergent Series: Insurgent,https://www.imdb.com/title/tt2908446/?ref_=sr_t_23,2015,1h 59m,PG-13,6.2,261K
24. The Peanuts Movie,https://www.imdb.com/title/tt2452042/?ref_=sr_t_24,2015,1h 28m,G,7.0,51K
25. The Good Dinosaur,https://www.imdb.com/title/tt1979388/?ref_=sr_t_25,2015,1h 33m,PG,6.7,132K
26. Spy,https://www.imdb.com/title/tt3079380/?ref_=sr_t_26,2015,2h,R,7.0,265K
27. Trainwreck,https://www.imdb.com/title/tt3152624/?ref_=sr_t_27,2015,2h 5m,R,6.2,144K
28. Creed,https://www.imdb.com/title/tt3076658/?ref_=sr_t_28,2015,2h 13m,PG-13,7.6,318K
29. Tomorrowland,https://www.imdb.com/title/tt1964418/?ref_=sr_t_29,2015,2h 10m,PG,6.4,194K
30. Get Hard,https://www.imdb.com/title/tt2561572/?ref_=sr_t_30,2015,1h 40m,R,6.0,150K
31. Terminator Genisys,https://www.imdb.com/title/tt1340138/?ref_=sr_t_31,2015,2h 6m,PG-13,6.3,298K
32. Sisters,https://www.imdb.com/title/tt1850457/?ref_=sr_t_32,2015,1h 58m,R,6.0,71K
33. Alvin and the Chipmunks: The Road Chip,https://www.imdb.com/title/tt2974918/?ref_=sr_t_33,2015,1h 32m,PG,4.9,24K
34. Maze Runner: The Scorch Trials,https://www.imdb.com/title/tt4046784/?ref_=sr_t_34,2015,2h 11m,PG-13,6.3,287K
35. Ted 2,https://www.imdb.com/title/tt2637276/?ref_=sr_t_35,2015,1h 55m,R,6.3,242K
36. Goosebumps,https://www.imdb.com/title/tt1051904/?ref_=sr_t_36,2015,1h 43m,PG,6.3,98K
37. Pixels,https://www.imdb.com/title/tt2120120/?ref_=sr_t_37,2015,1h 45m,PG-13,5.6,166K
38. The Intern,https://www.imdb.com/title/tt2361509/?ref_=sr_t_38,2015,2h 1m,PG-13,7.1,287K
39. Bridge of Spies,https://www.imdb.com/title/tt3682448/?ref_=sr_t_39,2015,2h 22m,PG-13,7.6,333K
40. Paul Blart: Mall Cop 2,https://www.imdb.com/title/tt3450650/?ref_=sr_t_40,2015,1h 34m,PG,4.4,42K
41. The Big Short,https://www.imdb.com/title/tt1596363/?ref_=sr_t_41,2015,2h 10m,R,7.8,501K
42. War Room,https://www.imdb.com/title/tt3832914/?ref_=sr_t_42,2015,2h,PG,6.5,17K
43. Magic Mike XXL,https://www.imdb.com/title/tt2268016/?ref_=sr_t_43,2015,1h 55m,R,5.6,62K
44. The Visit,https://www.imdb.com/title/tt3567288/?ref_=sr_t_44,2015,1h 34m,PG-13,6.3,161K
45. The Wedding Ringer,https://www.imdb.com/title/tt0884732/?ref_=sr_t_45,2015,1h 41m,R,6.6,82K
46. Black Mass,https://www.imdb.com/title/tt1355683/?ref_=sr_t_46,2015,2h 3m,R,6.8,196K
47. Vacation,https://www.imdb.com/title/tt1524930/?ref_=sr_t_47,2015,1h 39m,R,6.2,125K
