Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Grease,https://www.imdb.com/title/tt0077631/?ref_=sr_t_1,1978,1h 50m,PG,7.2,309K,6000000.0,396271103.0,190071103.0,8941717.0,['Randal Kleiser'],"['Jim Jacobs', 'Warren Casey', 'Bronte Woodard']","['John Travolta', 'Olivia Newton-John', 'Stockard Channing']","['Feel-Good Romance', 'Pop Musical', 'Rock Musical', 'Romantic Comedy', 'Teen Comedy', 'Teen Romance', 'Comedy', 'Musical', 'Romance']",['United States'],"['Los Angeles River Basin - Between 1st & 4th Street Bridges, Downtown, Los Angeles, California, USA']","['Paramount Pictures', 'Robert Stigwood Organization (RSO)', 'Allan Carr Production']",['English'],0,10,1,1978
2. National Lampoon's Animal House,https://www.imdb.com/title/tt0077975/?ref_=sr_t_2,1978,1h 49m,R,7.4,132K,3000000.0,141607219.0,141600000.0,276538.0,['John Landis'],"['Harold Ramis', 'Douglas Kenney', 'Chris Miller']","['John Belushi', 'Karen Allen', 'Tom Hulce']","['Slapstick', 'Comedy']",['United States'],"['751 East 11th Street, Eugene, Oregon, USA']","['Universal Pictures', 'Oregon Film Factory', 'Stage III Productions']","['English', 'Italian']",0,0,0,1978
3. Superman,https://www.imdb.com/title/tt0078346/?ref_=sr_t_3,1978,2h 23m,PG,7.4,193K,55000000.0,300478449.0,134478449.0,7465343.0,['Richard Donner'],"['Jerry Siegel', 'Joe Shuster', 'Mario Puzo']","['Christopher Reeve', 'Margot Kidder', 'Gene Hackman']","['Sci-Fi Epic', 'Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']","['United States', 'United Kingdom', 'Switzerland', 'Panama']","['Range Road 264, Blackie, Calgary, Alberta, Canada']","['Dovemead Films', 'Film Export A.G.', 'International Film Production']",['English'],0,23,3,1978
4. Every Which Way But Loose,https://www.imdb.com/title/tt0077523/?ref_=sr_t_4,1978,1h 54m,PG,6.3,31K,5000000.0,85196485.0,85196485.0,10272294.0,['James Fargo'],['Jeremy Joe Kronsberg'],"['Clint Eastwood', 'Sondra Locke', 'Geoffrey Lewis']","['Action', 'Comedy']",['United States'],"['Palomino Nightclub - 6907 Lankershim Boulevard, North Hollywood, Los Angeles, California, USA']","['Warner Bros.', 'The Malpaso Company']",['English'],0,4,0,1978
5. Jaws 2,https://www.imdb.com/title/tt0077766/?ref_=sr_t_5,1978,1h 56m,PG,5.8,87K,20000000.0,187884007.0,81766007.0,9866023.0,['Jeannot Szwarc'],"['Peter Benchley', 'Carl Gottlieb', 'Howard Sackler']","['Roy Scheider', 'Lorraine Gary', 'Murray Hamilton']","['Monster Horror', 'Sea Adventure', 'Survival', 'Teen Horror', 'Adventure', 'Horror', 'Thriller']",['United States'],"['Okaloosa Island, Florida, USA']","['Universal Pictures', 'Zanuck/Brown Productions']",['English'],0,0,0,1978
6. Heaven Can Wait,https://www.imdb.com/title/tt0077663/?ref_=sr_t_6,1978,1h 41m,PG,6.9,24K,6000000.0,81640278.0,81640278.0,3652486.0,"['Warren Beatty', 'Buck Henry']","['Elaine May', 'Warren Beatty', 'Harry Segall']","['Warren Beatty', 'James Mason', 'Julie Christie']","['Body Swap Comedy', 'Football', 'High-Concept Comedy', 'Supernatural Fantasy', 'Comedy', 'Fantasy', 'Romance', 'Sport']",['United States'],"['Topanga Canyon, Woodland Hills, Los Angeles, California, USA']",['Paramount Pictures'],['English'],0,14,0,1978
7. Hooper,https://www.imdb.com/title/tt0077696/?ref_=sr_t_7,1978,1h 39m,PG,6.4,8.2K,6000000.0,78000000.0,78000000.0,,['Hal Needham'],"['Thomas Rickman', 'Bill Kerby', 'Walt Green']","['Burt Reynolds', 'Jan-Michael Vincent', 'Sally Field']","['Action', 'Comedy']",['United States'],"['Tuscaloosa, Alabama, USA']","['Warner Bros.', 'Lawrence Gordon Productions']","['English', 'Spanish']",0,0,1,1978
8. Revenge of the Pink Panther,https://www.imdb.com/title/tt0078163/?ref_=sr_t_8,1978,1h 39m,PG,6.6,24K,12000000.0,49579269.0,49579269.0,,['Blake Edwards'],"['Frank Waldman', 'Ron Clark', 'Blake Edwards']","['Peter Sellers', 'Herbert Lom', 'Burt Kwouk']","['Bumbling Detective', 'Farce', 'Slapstick', 'Comedy', 'Crime', 'Mystery']","['United Kingdom', 'United States']","['Antibes, Alpes-Maritimes, France']","['Jewel Productions', 'Sellers-Edwards productions', 'Pimlico Films']","['English', 'Latin']",0,0,0,1978
9. The Deer Hunter,https://www.imdb.com/title/tt0077416/?ref_=sr_t_9,1978,3h 3m,R,8.1,371K,15000000.0,49080126.0,48979328.0,,['Michael Cimino'],"['Michael Cimino', 'Deric Washburn', 'Louis Garfinkle']","['Robert De Niro', 'Christopher Walken', 'John Cazale']","['Epic', 'War Epic', 'Drama', 'War']","['United States', 'United Kingdom']","['St. Theodosius Russian Orthodox Church - 733 Starkweather Avenue, Cleveland, Ohio, USA']",['EMI Films'],"['English', 'Vietnamese', 'French', 'Russian', 'Cantonese']",0,27,0,1978
10. Halloween,https://www.imdb.com/title/tt0077651/?ref_=sr_t_10,1978,1h 31m,R,7.7,319K,325000.0,47173315.0,47160000.0,,['John Carpenter'],"['John Carpenter', 'Debra Hill']","['Donald Pleasence', 'Jamie Lee Curtis', 'Tony Moran']","['B-Horror', 'Slasher Horror', 'Teen Horror', 'Horror', 'Thriller']",['United States'],"['Meridian Avenue & Mission Street, South Pasadena, California, USA']","['Compass International Pictures', 'Falcon International Pictures', 'Falcon International Productions']",['English'],0,3,0,1978
11. Foul Play,https://www.imdb.com/title/tt0077578/?ref_=sr_t_11,1978,1h 56m,PG,6.8,18K,5000000.0,44999621.0,44999621.0,,['Colin Higgins'],['Colin Higgins'],"['Goldie Hawn', 'Chevy Chase', 'Burgess Meredith']","['Bumbling Detective', 'Farce', 'Parody', 'Comedy', 'Mystery', 'Thriller']",['United States'],"['430 Vallejo Street, Telegraph Hill, San Francisco, California, USA']","['Paramount Pictures', 'Miller-Milkis Productions', 'Shelburne Associates']",['English'],0,0,1,1978
