Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. The Exorcist,https://www.imdb.com/title/tt0070047/?ref_=sr_t_1,1973,2h 2m,R,8.1,470K
2. The Sting,https://www.imdb.com/title/tt0070735/?ref_=sr_t_2,1973,2h 9m,PG,8.3,286K
3. American Graffiti,https://www.imdb.com/title/tt0069704/?ref_=sr_t_3,1973,1h 50m,PG,7.4,101K
4. Papillon,https://www.imdb.com/title/tt0070511/?ref_=sr_t_4,1973,2h 31m,R,8.0,141K
5. The Way We Were,https://www.imdb.com/title/tt0070903/?ref_=sr_t_5,1973,1h 58m,PG,7.0,28K
6. Magnum Force,https://www.imdb.com/title/tt0070355/?ref_=sr_t_6,1973,2h 4m,R,7.2,69K
7. Live and Let Die,https://www.imdb.com/title/tt0070328/?ref_=sr_t_7,1973,2h 1m,PG,6.7,118K
8. Serpico,https://www.imdb.com/title/tt0070666/?ref_=sr_t_8,1973,2h 10m,R,7.7,139K
9. Sleeper,https://www.imdb.com/title/tt0070707/?ref_=sr_t_9,1973,1h 29m,PG,7.1,45K
10. High Plains Drifter,https://www.imdb.com/title/tt0068699/?ref_=sr_t_10,1973,1h 45m,R,7.4,66K
11. Battle for the Planet of the Apes,https://www.imdb.com/title/tt0069768/?ref_=sr_t_11,1973,1h 33m,G,5.4,36K
12. The Day of the Dolphin,https://www.imdb.com/title/tt0069946/?ref_=sr_t_12,1973,1h 44m,PG,6.0,3.6K
13. The Wicker Man,https://www.imdb.com/title/tt0070917/?ref_=sr_t_13,1973,1h 28m,R,7.5,98K
14. Amarcord,https://www.imdb.com/title/tt0071129/?ref_=sr_t_14,1973,2h 3m,R,7.8,48K
15. A Bigger Splash,https://www.imdb.com/title/tt0071219/?ref_=sr_t_15,1973,1h 46m,Not Rated,5.8,661
16. The Holy Mountain,https://www.imdb.com/title/tt0071615/?ref_=sr_t_16,1973,1h 54m,R,7.7,50K
17. The Mother and the Whore,https://www.imdb.com/title/tt0070359/?ref_=sr_t_17,1973,3h 30m,Not Rated,7.7,7K
18. Mean Streets,https://www.imdb.com/title/tt0070379/?ref_=sr_t_18,1973,1h 52m,R,7.2,123K
