Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Independence Day,https://www.imdb.com/title/tt0116629/?ref_=sr_t_1,1996,2h 25m,PG-13,7.0,620K,75000000.0,817400891.0,306169268.0,50228264.0,['Roland Emmerich'],"['Dean Devlin', 'Roland Emmerich']","['Will Smith', 'Bill Pullman', 'Jeff Goldblum']","['Action Epic', 'Alien Invasion', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Sci-Fi']",['United States'],"['Bonneville Salt Flats, Utah, USA']","['Twentieth Century Fox', 'Centropolis Entertainment']",['English'],0,35,0,1996
2. Twister,https://www.imdb.com/title/tt0117998/?ref_=sr_t_2,1996,1h 53m,PG-13,6.5,241K,92000000.0,494580615.0,241830615.0,41059405.0,['Jan de Bont'],"['Michael Crichton', 'Anne-Marie Martin']","['Helen Hunt', 'Bill Paxton', 'Jami Gertz']","['Disaster', 'Survival', 'Action', 'Adventure', 'Thriller']",['United States'],"['Ames, Iowa, USA']","['Warner Bros.', 'Universal Pictures', 'Amblin Entertainment']",['English'],0,17,2,1996
3. Mission: Impossible,https://www.imdb.com/title/tt0117060/?ref_=sr_t_3,1996,1h 50m,PG-13,7.2,482K,80000000.0,457696391.0,180981856.0,45436830.0,['Brian De Palma'],"['Bruce Geller', 'David Koepp', 'Steven Zaillian']","['Tom Cruise', 'Jon Voight', 'Emmanuelle Béart']","['Spy', 'Urban Adventure', 'Action', 'Adventure', 'Thriller']",['United States'],"['Charles Bridge, Old Town, Prague, Czech Republic']","['Paramount Pictures', 'Cruise/Wagner Productions']","['English', 'French', 'Czech']",0,17,0,1996
4. Jerry Maguire,https://www.imdb.com/title/tt0116695/?ref_=sr_t_4,1996,2h 19m,R,7.3,294K,50000000.0,273552592.0,153952592.0,17084296.0,['Cameron Crowe'],['Cameron Crowe'],"['Tom Cruise', 'Cuba Gooding Jr.', 'Renée Zellweger']","['Feel-Good Romance', 'Football', 'Romantic Comedy', 'Workplace Drama', 'Comedy', 'Drama', 'Romance', 'Sport']",['United States'],"[""Paco's Tacos - 4141 S. Centinela Avenue, Culver City, California, USA""]","['TriStar Pictures', 'Gracie Films']","['English', 'American Sign Language']",0,41,0,1996
5. Ransom,https://www.imdb.com/title/tt0117438/?ref_=sr_t_5,1996,2h 1m,R,6.7,138K,80000000.0,309492681.0,136492681.0,34216088.0,['Ron Howard'],"['Cyril Hume', 'Richard Maibaum', 'Richard Price']","['Mel Gibson', 'Gary Sinise', 'Rene Russo']","['Action', 'Crime', 'Drama', 'Thriller']",['United States'],"['Fair Lawn, New Jersey, USA']","['Touchstone Pictures', 'Imagine Entertainment', 'Ransom Productions']",['English'],0,5,0,1996
6. 101 Dalmatians,https://www.imdb.com/title/tt0115433/?ref_=sr_t_6,1996,1h 43m,G,5.8,120K,75000000.0,320689294.0,136189294.0,33504025.0,['Stephen Herek'],"['Dodie Smith', 'John Hughes']","['Glenn Close', 'Jeff Daniels', 'Joely Richardson']","['Animal Adventure', 'Urban Adventure', 'Adventure', 'Comedy', 'Crime', 'Family']","['United States', 'United Kingdom']","['Minster Court, Mincing Lane, City of London, England, UK']","['Walt Disney Pictures', 'Great Oaks Entertainment', 'Wizzer Productions']","['English', 'Spanish']",0,10,1,1996
7. The Rock,https://www.imdb.com/title/tt0117500/?ref_=sr_t_7,1996,2h 16m,R,7.4,366K,75000000.0,335062621.0,134069511.0,25069525.0,['Michael Bay'],"['David Weisberg', 'Douglas Cook', 'Mark Rosner']","['Sean Connery', 'Nicolas Cage', 'Ed Harris']","['Action', 'Adventure', 'Thriller']",['United States'],"['Alcatraz Island, San Francisco Bay, California, USA']","['Hollywood Pictures', 'Don Simpson/Jerry Bruckheimer Films']",['English'],0,10,1,1996
8. The Nutty Professor,https://www.imdb.com/title/tt0117218/?ref_=sr_t_8,1996,1h 35m,PG-13,5.7,126K,54000000.0,273961019.0,128814019.0,25411725.0,['Tom Shadyac'],"['Jerry Lewis', 'Bill Richmond', 'David Sheffield']","['Eddie Murphy', 'Jada Pinkett Smith', 'James Coburn']","['Slapstick', 'Comedy', 'Romance', 'Sci-Fi']",['United States'],"['Biltmore Hotel - 506 S. Grand Avenue, Downtown, Los Angeles, California, USA']",['Imagine Entertainment'],['English'],0,12,0,1996
9. The Birdcage,https://www.imdb.com/title/tt0115685/?ref_=sr_t_9,1996,1h 57m,R,7.2,105K,31000000.0,185260553.0,124060553.0,18275828.0,['Mike Nichols'],"['Jean Poiret', 'Francis Veber', 'Édouard Molinaro']","['Robin Williams', 'Nathan Lane', 'Gene Hackman']","['Farce', 'Comedy']",['United States'],"['Carlyle Hotel - 1250 Ocean Drive, Miami Beach, Florida, USA']",['United Artists'],['English'],0,25,1,1996
10. A Time to Kill,https://www.imdb.com/title/tt0117913/?ref_=sr_t_10,1996,2h 29m,R,7.5,187K,40000000.0,152266007.0,108766007.0,14823159.0,['Joel Schumacher'],"['John Grisham', 'Akiva Goldsman']","['Matthew McConaughey', 'Sandra Bullock', 'Samuel L. Jackson']","['Legal Thriller', 'Crime', 'Drama', 'Thriller']",['United States'],"['London, Ontario, Canada']","['New Regency Productions', 'Warner Bros.']",['English'],0,12,0,1996
11. The First Wives Club,https://www.imdb.com/title/tt0116313/?ref_=sr_t_11,1996,1h 43m,PG,6.4,56K,26000000.0,181489203.0,105489203.0,18913411.0,['Hugh Wilson'],"['Olivia Goldsmith', 'Robert Harling']","['Goldie Hawn', 'Bette Midler', 'Diane Keaton']","['Farce', 'Comedy']",['United States'],"['Robbins & Appleton Building, 1 Bond Street, New York City, New York, USA']","['Paramount Pictures', 'Scott Rudin Productions']","['English', 'Italian', 'French']",0,8,1,1996
12. Phenomenon,https://www.imdb.com/title/tt0117333/?ref_=sr_t_12,1996,2h 3m,PG,6.4,86K,32000000.0,152036382.0,104636382.0,16158901.0,['Jon Turteltaub'],['Gerald Di Pego'],"['John Travolta', 'Kyra Sedgwick', 'Forest Whitaker']","['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",['United States'],"['Auburn, California, USA']",['Touchstone Pictures'],"['English', 'Spanish', 'Portuguese']",0,8,0,1996
13. Scream,https://www.imdb.com/title/tt0117571/?ref_=sr_t_13,1996,1h 51m,R,7.4,409K,14000000.0,173046663.0,103046663.0,6354586.0,['Wes Craven'],['Kevin Williamson'],"['Neve Campbell', 'Courteney Cox', 'David Arquette']","['Dark Comedy', 'Slasher Horror', 'Suspense Mystery', 'Teen Horror', 'Whodunnit', 'Horror', 'Mystery']",['United States'],"['1820 Calistoga Road, Santa Rosa, California, USA']","['Dimension Films', 'Woods Entertainment']",['English'],0,11,0,1996
14. Eraser,https://www.imdb.com/title/tt0116213/?ref_=sr_t_14,1996,1h 55m,R,6.2,120K,100000000.0,242295562.0,101295562.0,24566446.0,['Chuck Russell'],"['Tony Puryear', 'Walon Green', 'Michael S. Chernuchin']","['Arnold Schwarzenegger', 'Vanessa Williams', 'James Caan']","['Conspiracy Thriller', 'Spy', 'Action', 'Crime', 'Thriller']",['United States'],"['Santa Clarita, California, USA']","['Kopelson Entertainment', 'Sprockets Music', 'Warner Bros.']","['English', 'Russian']",0,2,1,1996
15. The Hunchback of Notre Dame,https://www.imdb.com/title/tt0116583/?ref_=sr_t_15,1996,1h 31m,G,7.0,176K,100000000.0,325338851.0,100138851.0,21037414.0,"['Gary Trousdale', 'Kirk Wise']","['Tab Murphy', 'Victor Hugo', 'Irene Mecchi']","['Demi Moore', 'Jason Alexander', 'Mary Kay Bergman']","['Hand-Drawn Animation', 'Animation', 'Drama', 'Family', 'Musical', 'Romance']",['United States'],"['Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA']","['Walt Disney Pictures', 'Walt Disney Animation Studios', 'Walt Disney Feature Animation']","['English', 'Latin']",0,26,1,1996
16. Michael,https://www.imdb.com/title/tt0117038/?ref_=sr_t_16,1996,1h 45m,PG,5.7,46K,,119718203.0,95318203.0,17435711.0,['Nora Ephron'],"['Peter Dexter', 'Jim Quinlan', 'Nora Ephron']","['John Travolta', 'Andie MacDowell', 'William Hurt']","['Comedy', 'Drama', 'Fantasy']",['United States'],"['Gruene Hall - 1281 Gruene Road, New Braunfels, Texas, USA']","['Turner Pictures (I)', 'Alphaville Films']","['English', 'Portuguese']",0,0,0,1996
17. Star Trek: First Contact,https://www.imdb.com/title/tt0117731/?ref_=sr_t_17,1996,1h 51m,PG-13,7.6,134K,45000000.0,146027888.0,92027888.0,30716131.0,['Jonathan Frakes'],"['Gene Roddenberry', 'Rick Berman', 'Brannon Braga']","['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner']","['Time Travel', 'Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",['United States'],"['Titan Missile Museum - 1580 W. Duval Mine Road, Green Valley, Arizona, USA']",['Paramount Pictures'],['English'],0,21,1,1996
18. Space Jam,https://www.imdb.com/title/tt0117705/?ref_=sr_t_18,1996,1h 28m,PG,6.5,219K,80000000.0,230594962.0,90594962.0,27528529.0,['Joe Pytka'],"['Leo Benvenuti', 'Steve Rudnick', 'Timothy Harris']","['Michael Jordan', 'Wayne Knight', 'Theresa Randle']","['Animal Adventure', 'Basketball', 'Hand-Drawn Animation', 'High-Concept Comedy', 'Satire', 'Slapstick', 'Space Sci-Fi', 'Adventure', 'Animation', 'Comedy']",['United States'],"['Hoover Metropolitan Stadium, Hoover, Alabama, USA']","['Warner Bros.', 'Northern Lights Entertainment', 'Courtside Seats Productions']",['English'],0,8,0,1996
19. The English Patient,https://www.imdb.com/title/tt0116209/?ref_=sr_t_19,1996,2h 42m,R,7.4,207K,27000000.0,231976425.0,78676425.0,278439.0,['Anthony Minghella'],"['Michael Ondaatje', 'Anthony Minghella']","['Ralph Fiennes', 'Juliette Binoche', 'Willem Dafoe']","['Desert Adventure', 'Period Drama', 'Romantic Epic', 'Steamy Romance', 'Tragedy', 'Tragic Romance', 'Drama', 'Romance', 'War']","['United States', 'United Kingdom']","['Mahdia, Tunisia']","['Miramax', 'Tiger Moth Productions']","['English', 'German', 'Italian', 'Arabic']",0,78,0,1996
20. Broken Arrow,https://www.imdb.com/title/tt0115759/?ref_=sr_t_20,1996,1h 48m,R,6.1,107K,50000000.0,150270147.0,70770147.0,15583510.0,['John Woo'],['Graham Yost'],"['John Travolta', 'Christian Slater', 'Samantha Mathis']","['Dark Comedy', 'Action', 'Adventure', 'Thriller']",['United States'],"['Marble Canyon, Arizona, USA']","['Twentieth Century Fox', 'Mark Gordon Productions', 'WCG Entertainment Productions']",['English'],0,3,0,1996
21. Beavis and Butt-Head Do America,https://www.imdb.com/title/tt0115641/?ref_=sr_t_21,1996,1h 21m,PG-13,6.8,61K,12000000.0,63118386.0,63118386.0,20114233.0,"['Geoffrey Johnson', 'Mike Judge', 'Mike de Seve']","['Mike Judge', 'Joe Stillman', 'Brian Mulroney']","['Mike Judge', 'Bruce Willis', 'Demi Moore']","['Adult Animation', 'Buddy Comedy', 'Dark Comedy', 'Parody', 'Road Trip', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Music']",['United States'],[],"['Paramount Pictures', 'MTV Films', 'MTV Productions']",['English'],0,4,0,1996
