Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Butch Cassidy and the Sundance Kid,https://www.imdb.com/title/tt0064115/?ref_=sr_t_1,1969,1h 50m,PG,8.0,230K,6000000.0,102311848.0,102308889.0,,['George Roy Hill'],['William Goldman'],"['Paul Newman', 'Robert Redford', 'Katharine Ross']","['Biography', 'Crime', 'Drama', 'Western']","['United States', 'Mexico']","['Zion National Park, Utah, USA']","['Campanile Productions', 'George Roy Hill-Paul Monash Production', 'Newman-Foreman Company']","['English', 'Spanish']",0,15,0,1969
2. The Love Bug,https://www.imdb.com/title/tt0064603/?ref_=sr_t_2,1969,1h 48m,G,6.5,18K,,51264022.0,51264000.0,,['Robert Stevenson'],"['Bill Walsh', 'Don DaGradi', 'Gordon Buford']","['Dean Jones', 'Michele Lee', 'David Tomlinson']","['Motorsport', 'Comedy', 'Family', 'Sport']",['United States'],"['1000 block, Lombard Street, San Francisco, California, USA']",['Walt Disney Productions'],"['English', 'Cantonese', 'Spanish']",0,2,0,1969
3. Midnight Cowboy,https://www.imdb.com/title/tt0064665/?ref_=sr_t_3,1969,1h 53m,R,7.8,124K,3600000.0,44802577.0,44785053.0,,['John Schlesinger'],"['Waldo Salt', 'James Leo Herlihy']","['Dustin Hoffman', 'Jon Voight', 'Sylvia Miles']",['Drama'],['United States'],"['Calvary Cemetery - 4902 Laurel Hill Boulevard, Queens, New York City, New York, USA']","['Jerome Hellman Productions', 'Florin Productions']","['English', 'Italian']",0,16,0,1969
4. On Her Majesty's Secret Service,https://www.imdb.com/title/tt0064757/?ref_=sr_t_4,1969,2h 22m,PG,6.7,102K,7000000.0,22828813.0,22774493.0,,['Peter R. Hunt'],"['Simon Raven', 'Richard Maibaum', 'Ian Fleming']","['George Lazenby', 'Diana Rigg', 'Telly Savalas']","['Spy', 'Tragedy', 'Action', 'Adventure', 'Thriller']",['United Kingdom'],"['Piz Gloria Revolving Restaurant, Piz Gloria, Kanton Bern, Switzerland']",['Eon Productions'],"['English', 'German', 'French']",0,4,0,1969
5. Paint Your Wagon,https://www.imdb.com/title/tt0064782/?ref_=sr_t_5,1969,2h 44m,PG-13,6.6,15K,20000000.0,14500000.0,14500000.0,,['Joshua Logan'],"['Alan Jay Lerner', 'Paddy Chayefsky']","['Lee Marvin', 'Clint Eastwood', 'Jean Seberg']","['Classical Western', 'Comedy', 'Drama', 'Musical', 'Romance', 'Western']",['United States'],"['Baker, Oregon, USA']","['Alan Jay Lerner Productions', 'The Malpaso Company']",['English'],0,3,1,1969
6. Satyricon,https://www.imdb.com/title/tt0064940/?ref_=sr_t_6,1969,2h 9m,R,6.8,18K,3000000.0,1138108.0,1135943.0,,['Federico Fellini'],"['Petronius', 'Federico Fellini', 'Bernardino Zapponi']","['Martin Potter', 'Hiram Keller', 'Max Born']","['Dark Comedy', 'Drama', 'Fantasy']","['Italy', 'France']","['Cinecittà Studios, Cinecittà, Rome, Lazio, Italy']",['Produzioni Europee Associate (PEA)'],"['Italian', 'Latin']",0,8,1,1969
7. Army of Shadows,https://www.imdb.com/title/tt0064040/?ref_=sr_t_7,1969,2h 25m,Not Rated,8.1,27K,,931732.0,861983.0,12620.0,['Jean-Pierre Melville'],"['Joseph Kessel', 'Jean-Pierre Melville']","['Lino Ventura', 'Paul Meurisse', 'Jean-Pierre Cassel']","['Drama', 'War']","['France', 'Italy']","[""Bunker de l'armée, Saint-Cyr-l'Ecole, Yvelines, France""]","['Les Films Corona', 'Fono Roma']","['French', 'German', 'English']",0,0,0,1969
8. The Wild Bunch,https://www.imdb.com/title/tt0065214/?ref_=sr_t_8,1969,2h 15m,R,7.9,92K,6244087.0,640561.0,638641.0,,['Sam Peckinpah'],"['Walon Green', 'Sam Peckinpah', 'Roy N. Sickner']","['William Holden', 'Ernest Borgnine', 'Robert Ryan']","['Western Epic', 'Action', 'Adventure', 'Drama', 'Western']",['United States'],"['La Loma, Durango, Mexico']",['Warner Bros./Seven Arts'],"['English', 'Spanish', 'German']",0,8,2,1969
"9. Hello, Dolly!",https://www.imdb.com/title/tt0064418/?ref_=sr_t_9,1969,2h 26m,G,7.0,17K,25000000.0,403127.0,400881.0,221204.0,['Gene Kelly'],"['Michael Stewart', 'Thornton Wilder', 'Ernest Lehman']","['Barbra Streisand', 'Walter Matthau', 'Michael Crawford']","['Pop Musical', 'Romantic Comedy', 'Adventure', 'Comedy', 'Musical', 'Romance']",['United States'],"['United States Military Academy, West Point, New York, USA']","['Chenault Productions', 'Twentieth Century Fox']",['English'],0,13,0,1969
10. True Grit,https://www.imdb.com/title/tt0065126/?ref_=sr_t_10,1969,2h 8m,G,7.4,53K,,276418.0,276418.0,157788.0,['Henry Hathaway'],"['Charles Portis', 'Marguerite Roberts']","['John Wayne', 'Kim Darby', 'Glen Campbell']","['Adventure', 'Drama', 'Western']",['United States'],"['Buckskin Joe Frontier Town & Railway - 1193 Fremont County Road 3A, Canon City, Colorado, USA']",['Wallis-Hazen'],['English'],0,7,0,1969
11. The Swimming Pool,https://www.imdb.com/title/tt0064816/?ref_=sr_t_11,1969,2h 2m,16+,7.1,14K,,217693.0,211467.0,3867.0,['Jacques Deray'],"['Alain Page', 'Jean-Claude Carrière', 'Jacques Deray']","['Alain Delon', 'Romy Schneider', 'Maurice Ronet']","['Psychological Drama', 'Crime', 'Drama', 'Romance']","['France', 'Italy']","['Ramatuelle, Var, France']","['Société Nouvelle de Cinématographie (SNC)', 'Tritone Cinematografica']","['French', 'English']",0,0,0,1969
12. Easy Rider,https://www.imdb.com/title/tt0064276/?ref_=sr_t_12,1969,1h 35m,R,7.2,119K,360000.0,124600.0,123276.0,74448.0,['Dennis Hopper'],"['Peter Fonda', 'Dennis Hopper', 'Terry Southern']","['Peter Fonda', 'Dennis Hopper', 'Jack Nicholson']","['Quest', 'Road Trip', 'Tragedy', 'Adventure', 'Drama']",['United States'],"['Las Vegas, New Mexico, USA']","['Pando Company Inc.', 'Raybert Productions']","['English', 'Spanish', 'Greek, Ancient (to 1453)']",0,14,2,1969
13. Z,https://www.imdb.com/title/tt0065234/?ref_=sr_t_13,1969,2h 7m,M/PG,8.1,32K,,83305.0,83305.0,10144.0,['Costa-Gavras'],"['Vassilis Vassilikos', 'Jorge Semprún', 'Costa-Gavras']","['Yves Montand', 'Irene Papas', 'Jean-Louis Trintignant']","['Political Thriller', 'Crime', 'Drama', 'Thriller']","['France', 'Algeria']","['St. George Hotel, 24 Avenue Soudoni Boudjemaa, Algiers, Algeria']","['Valoria Films', 'Reggane Films', ""Office National pour le Commerce et l'Industrie Cinématographique (ONCIC)""]","['French', 'Russian', 'English']",0,13,0,1969
14. Mississippi Mermaid,https://www.imdb.com/title/tt0064990/?ref_=sr_t_14,1969,2h 3m,R,6.9,7.6K,8000000.0,33725.0,33725.0,11206.0,['François Truffaut'],"['Cornell Woolrich', 'François Truffaut']","['Catherine Deneuve', 'Jean-Paul Belmondo', 'Nelly Borgeaud']","['Crime', 'Drama', 'Romance']","['France', 'Italy']","['Le Tampon, Réunion']","['Les Films du Carrosse', 'Les Productions Artistes Associés', 'Produzioni Associate Delphos']",['French'],0,0,0,1969
"15. Float Like a Butterfly, Sting Like a Bee",https://www.imdb.com/title/tt0219935/?ref_=sr_t_15,1969,1h 34m,Not Rated,7.6,712,,20073.0,20073.0,5093.0,['William Klein'],['William Klein'],"['Muhammad Ali', 'Sonny Liston', 'Angelo Dundee']","['Biography', 'Documentary', 'Sport']",['France'],[],"['Delpire Productions', 'Films Paris-New York']","['French', 'English']",0,0,0,1969
16. The Sorrow and the Pity,https://www.imdb.com/title/tt0066904/?ref_=sr_t_16,1969,4h 11m,PG,8.1,4.2K,,13082.0,13082.0,5224.0,['Marcel Ophüls'],"['André Harris', 'Marcel Ophüls']","['Helmut Tausend', 'Marcel Verdier', 'Alexis Grave']","['Documentary', 'History', 'War']","['Switzerland', 'West Germany']","['Clermont-Ferrand, Puy-de-Dôme, France']","['Télévision Rencontre', 'Société Suisse de Radiodiffusion et Télévision (SSR)', 'Norddeutscher Rundfunk (NDR)']",['French'],0,2,1,1969
17. Duet for Cannibals,https://www.imdb.com/title/tt0062916/?ref_=sr_t_17,1969,1h 45m,,6.5,287,,12962.0,12962.0,,['Susan Sontag'],['Susan Sontag'],"['Adriana Asti', 'Lars Ekborg', 'Gösta Ekman']",['Drama'],['Sweden'],[],['Sandrews'],['Swedish'],0,0,0,1969
18. Love Is Colder Than Death,https://www.imdb.com/title/tt0064588/?ref_=sr_t_18,1969,1h 28m,Not Rated,6.5,3.6K,95000.0,8148.0,8144.0,11623.0,['Rainer Werner Fassbinder'],['Rainer Werner Fassbinder'],"['Ulli Lommel', 'Hanna Schygulla', 'Katrin Schaake']","['Comedy', 'Crime']",['West Germany'],"['Ostbahnhof, Orleansplatz, Munich, Bavaria, Germany']",['Antiteater-X-Film'],"['German', 'English']",0,0,0,1969
19. Katzelmacher,https://www.imdb.com/title/tt0064536/?ref_=sr_t_19,1969,1h 28m,Not Rated,6.8,3.2K,80000.0,8148.0,8144.0,11623.0,['Rainer Werner Fassbinder'],['Rainer Werner Fassbinder'],"['Hanna Schygulla', 'Lilith Ungerer', 'Rudolf Waldemar Brem']",['Drama'],['West Germany'],"['Hildegardstraße, Lehel, Munich, Bavaria, Germany']",['Antiteater-X-Film'],['German'],0,2,0,1969
20. The Italian Job,https://www.imdb.com/title/tt0064505/?ref_=sr_t_20,1969,1h 39m,G,7.2,52K,3000000.0,122108.0,,,['Peter Collinson'],['Troy Kennedy Martin'],"['Michael Caine', 'Noël Coward', 'Benny Hill']","['Caper', 'Car Action', 'Action', 'Comedy', 'Crime', 'Thriller']",['United Kingdom'],"['Kilmainham Jail, Dublin, County Dublin, Ireland']",['Oakhurst Productions'],"['English', 'Italian']",0,0,0,1969
21. Battle of Britain,https://www.imdb.com/title/tt0064072/?ref_=sr_t_21,1969,2h 12m,G,6.9,25K,17000000.0,2723.0,,,['Guy Hamilton'],"['James Kennaway', 'Wilfred Greatorex', 'Derek Dempster']","['Michael Caine', 'Trevor Howard', 'Harry Andrews']","['Historical Epic', 'War Epic', 'Action', 'Drama', 'History', 'War']",['United Kingdom'],"['The Jackdaw Pub, Denton, Barham, Kent, England, UK']",['Spitfire Productions'],"['English', 'German', 'Polish', 'French']",0,0,1,1969
22. Support Your Local Sheriff!,https://www.imdb.com/title/tt0065051/?ref_=sr_t_22,1969,1h 32m,G,7.4,13K,750000.0,,,,['Burt Kennedy'],['William Bowers'],"['James Garner', 'Joan Hackett', 'Walter Brennan']","['Dark Comedy', 'Comedy', 'Western']",['United States'],"['Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA']","['Cherokee Productions', 'Three Pictures']",['English'],0,3,0,1969
23. My Night at Maud's,https://www.imdb.com/title/tt0064612/?ref_=sr_t_23,1969,1h 45m,GP,7.8,15K,,11088.0,,,['Éric Rohmer'],['Éric Rohmer'],"['Jean-Louis Trintignant', 'Françoise Fabian', 'Marie-Christine Barrault']","['Comedy', 'Drama', 'Romance']",['France'],"['Clermont-Ferrand, Puy-de-Dôme, France']","['Compagnie Française de Distribution Cinématographique (CFDC)', 'Union Générale Cinématographique (UGC)', 'Sirius']",['French'],0,6,2,1969
