Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Rain Man,https://www.imdb.com/title/tt0095953/?ref_=sr_t_1,1988,2h 13m,R,8.0,557K,25000000.0,354825435.0,172825435.0,7005719.0,['Barry Levinson'],"['Barry Morrow', 'Ron Bass']","['Dustin Hoffman', 'Tom Cruise', 'Valeria Golino']","['Road Trip', 'Drama']",['United States'],"['Santa Ana Regional Transportation Center - 1000 E. Santa Ana Boulevard, Santa Ana, California, USA']","['United Artists', 'The Guber-Peters Company', 'Star Partners II Ltd.']","['English', 'Italian']",0,26,0,1988
2. Who Framed Roger Rabbit,https://www.imdb.com/title/tt0096438/?ref_=sr_t_2,1988,1h 44m,PG,7.7,223K,70000000.0,329803958.0,156452370.0,11226239.0,['Robert Zemeckis'],"['Jeffrey Price', 'Peter S. Seaman', 'Gary K. Wolf']","['Bob Hoskins', 'Christopher Lloyd', 'Joanna Cassidy']","['Adult Animation', 'Buddy Comedy', 'Hand-Drawn Animation', 'High-Concept Comedy', 'Parody', 'Slapstick', 'Adventure', 'Animation', 'Comedy', 'Crime']",['United States'],"['3280 Hyperion Avenue, Los Angeles, California, USA']","['Touchstone Pictures', 'Amblin Entertainment', 'Silver Screen Partners III']",['English'],0,22,0,1988
3. Coming to America,https://www.imdb.com/title/tt0094898/?ref_=sr_t_3,1988,1h 57m,R,7.1,230K,30000000.0,288752301.0,128152301.0,21404420.0,['John Landis'],"['Eddie Murphy', 'David Sheffield', 'Barry W. Blaustein']","['Eddie Murphy', 'Paul Bates', 'Garcelle Beauvais']","['Romantic Comedy', 'Comedy', 'Romance']",['United States'],"['392 S 5th Street, Brooklyn, New York, USA']","['Paramount Pictures', 'Eddie Murphy Productions']",['English'],0,5,2,1988
4. Big,https://www.imdb.com/title/tt0094737/?ref_=sr_t_4,1988,1h 44m,PG,7.3,247K,18000000.0,151927281.0,115227281.0,8216190.0,['Penny Marshall'],"['Gary Ross', 'Anne Spielberg']","['Tom Hanks', 'Elizabeth Perkins', 'Robert Loggia']","['Body Swap Comedy', 'Coming-of-Age', 'High-Concept Comedy', 'Comedy', 'Drama', 'Fantasy', 'Romance']",['United States'],"['Rye Playland, Rye, New York, USA']","['Twentieth Century Fox', 'Gracie Films', 'American Entertainment Partners II L.P.']","['English', 'Spanish']",0,14,2,1988
5. Twins,https://www.imdb.com/title/tt0096320/?ref_=sr_t_5,1988,1h 47m,PG,6.2,141K,15000000.0,216614388.0,111938388.0,11174980.0,['Ivan Reitman'],"['William Davies', 'William Osborne', 'Timothy Harris']","['Arnold Schwarzenegger', 'Danny DeVito', 'Kelly Preston']","['Buddy Comedy', 'High-Concept Comedy', 'Comedy', 'Crime']",['United States'],"['Rio Grande Gorge Bridge, Taos, New Mexico, USA']",['Universal Pictures'],['English'],0,0,0,1988
6. Crocodile Dundee II,https://www.imdb.com/title/tt0092493/?ref_=sr_t_6,1988,1h 51m,PG,5.7,62K,14000000.0,239606210.0,109306210.0,24462976.0,['John Cornell'],"['Paul Hogan', 'Brett Hogan']","['Paul Hogan', 'Linda Kozlowski', 'John Meillon']","['Action', 'Adventure', 'Comedy']",['Australia'],"['Vanderbilt Museum, Centerpoint, Long Island, New York, USA']","['Paramount Pictures', 'Rimfire Films']","['English', 'Spanish', 'Japanese']",0,0,0,1988
7. Die Hard,https://www.imdb.com/title/tt0095016/?ref_=sr_t_7,1988,2h 12m,R,8.2,977K,28000000.0,143651650.0,85892546.0,601851.0,['John McTiernan'],"['Roderick Thorp', 'Jeb Stuart', 'Steven E. de Souza']","['Bruce Willis', 'Alan Rickman', 'Bonnie Bedelia']","['Disaster', 'One-Person Army Action', 'Action', 'Holiday', 'Thriller']",['United States'],"['Fox Plaza - 2121 Avenue of the Stars, Century City, Los Angeles, California, USA']","['Twentieth Century Fox', 'Gordon Company', 'Silver Pictures']","['English', 'German', 'Italian', 'Japanese']",0,8,4,1988
8. The Naked Gun: From the Files of Police Squad!,https://www.imdb.com/title/tt0095705/?ref_=sr_t_8,1988,1h 25m,PG-13,7.6,191K,12000000.0,78756177.0,78756177.0,9331746.0,['David Zucker'],"['Jerry Zucker', 'Jim Abrahams', 'David Zucker']","['Leslie Nielsen', 'Priscilla Presley', 'O.J. Simpson']","['Parody', 'Slapstick', 'Comedy', 'Crime']",['United States'],"['Dodger Stadium - 1000 Vin Scully Avenue, Chavez Ravine, Elysian Park, Los Angeles, California, USA']",['Paramount Pictures'],['English'],0,0,0,1988
9. Cocktail,https://www.imdb.com/title/tt0094889/?ref_=sr_t_9,1988,1h 44m,R,5.9,94K,20000000.0,171504781.0,78222753.0,11789466.0,['Roger Donaldson'],['Heywood Gould'],"['Tom Cruise', 'Bryan Brown', 'Elisabeth Shue']","['Comedy', 'Drama', 'Romance']",['United States'],"[""Dunn's River Falls, Ocho Rios, St. Ann, Jamaica""]","['Touchstone Pictures', 'Silver Screen Partners III', 'Interscope Communications']","['English', 'Spanish Sign Language']",0,6,0,1988
10. Beetlejuice,https://www.imdb.com/title/tt0094721/?ref_=sr_t_10,1988,1h 32m,PG,7.5,396K,15000000.0,74852535.0,74664632.0,8030897.0,['Tim Burton'],"['Michael McDowell', 'Larry Wilson', 'Warren Skaaren']","['Alec Baldwin', 'Geena Davis', 'Michael Keaton']","['Dark Comedy', 'Dark Fantasy', 'Quirky Comedy', 'Slapstick', 'Supernatural Fantasy', 'Comedy', 'Fantasy']",['United States'],"['East Corinth, Vermont, USA']",['The Geffen Company'],['English'],0,11,0,1988
