Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Barbie,https://www.imdb.com/title/tt1517268/?ref_=sr_t_1,2023,1h 54m,PG-13,6.8,585K,100000000.0,1446938421.0,636238421.0,162022044.0,['Greta Gerwig'],"['Greta Gerwig', 'Noah Baumbach']","['Margot Robbie', 'Ryan Gosling', 'Issa Rae']","['High-Concept Comedy', 'Quirky Comedy', 'Satire', 'Adventure', 'Comedy', 'Fantasy']","['United States', 'United Kingdom']","['Venice Beach, Venice, Los Angeles, California, USA']","['Warner Bros.', 'Heyday Films', 'LuckyChap']","['English', 'Spanish']",0,433,0,2023
2. The Super Mario Bros. Movie,https://www.imdb.com/title/tt6718170/?ref_=sr_t_2,2023,1h 32m,PG,7.0,257K,100000000.0,1360847665.0,574934330.0,146361865.0,"['Aaron Horvath', 'Michael Jelenic', 'Pierre Leduc']",['Matthew Fogel'],"['Chris Pratt', 'Anya Taylor-Joy', 'Charlie Day']","['Adventure Epic', 'Computer Animation', 'Fantasy Epic', 'Quest', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['United States', 'Japan']","['Paris, France']","['Universal Pictures', 'Nintendo', 'Illumination Entertainment']",['English'],0,48,0,2023
3. Spider-Man: Across the Spider-Verse,https://www.imdb.com/title/tt9362722/?ref_=sr_t_3,2023,2h 20m,PG,8.5,428K,150000000.0,690824738.0,381593754.0,120663589.0,"['Joaquim Dos Santos', 'Kemp Powers', 'Justin K. Thompson']","['Phil Lord', 'Christopher Miller', 'Dave Callaham']","['Shameik Moore', 'Hailee Steinfeld', 'Brian Tyree Henry']","['Computer Animation', 'Superhero', 'Supernatural Fantasy', 'Teen Adventure', 'Urban Adventure', 'Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",['United States'],[],"['Columbia Pictures', 'Marvel Entertainment', 'Avi Arad Productions']",['English'],0,164,1,2023
4. Guardians of the Galaxy Vol. 3,https://www.imdb.com/title/tt6791350/?ref_=sr_t_4,2023,2h 30m,PG-13,7.9,411K,250000000.0,845555777.0,358995815.0,118414021.0,['James Gunn'],"['James Gunn', 'Jim Starlin', 'Stan Lee']","['Chris Pratt', 'Chukwudi Iwuji', 'Bradley Cooper']","['Space Sci-Fi', 'Superhero', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']","['United States', 'New Zealand', 'France', 'Canada']","['Atlanta, Georgia, USA']","['Marvel Studios', 'Film New Zealand', 'Marvel Entertainment']","['English', 'Russian']",0,88,1,2023
5. Oppenheimer,https://www.imdb.com/title/tt15398776/?ref_=sr_t_5,2023,3h,R,8.3,834K,100000000.0,975594978.0,329862540.0,82455420.0,['Christopher Nolan'],"['Christopher Nolan', 'Kai Bird', 'Martin Sherwin']","['Cillian Murphy', 'Emily Blunt', 'Matt Damon']","['Docudrama', 'Epic', 'Historical Epic', 'Period Drama', 'Psychological Drama', 'Biography', 'Drama', 'History']","['United States', 'United Kingdom']","['Los Alamos, New Mexico, USA']","['Universal Pictures', 'Atlas Entertainment', 'Gadget Films']","['English', 'German', 'Italian', 'Dutch']",0,369,0,2023
6. The Little Mermaid,https://www.imdb.com/title/tt5971474/?ref_=sr_t_6,2023,2h 15m,PG,7.2,163K,355100000.0,569626289.0,298172056.0,95578040.0,['Rob Marshall'],"['David Magee', 'Hans Christian Andersen', 'John Musker']","['Halle Bailey', 'Jonah Hauer-King', 'Melissa McCarthy']","['Fairy Tale', 'Feel-Good Romance', 'Sea Adventure', 'Teen Romance', 'Adventure', 'Family', 'Fantasy', 'Musical', 'Romance']",['United States'],"['Sardinia, Italy']","['Walt Disney Pictures', 'Lucamar Productions', 'Marc Platt Productions']",['English'],0,31,0,2023
7. Wonka,https://www.imdb.com/title/tt6166392/?ref_=sr_t_7,2023,1h 56m,PG,7.0,169K,125000000.0,634402312.0,218402312.0,39005800.0,['Paul King'],"['Roald Dahl', 'Paul King', 'Simon Farnaby']","['Timothée Chalamet', 'Gustave Die', 'Murray McArthur']","['Supernatural Fantasy', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']","['United States', 'United Kingdom', 'Canada']","['Bath, Somerset, England, UK']","['Warner Bros.', 'Village Roadshow Pictures', 'The Roald Dahl Story Company']","['English', 'Latin', 'French']",0,42,1,2023
8. Ant-Man and the Wasp: Quantumania,https://www.imdb.com/title/tt10954600/?ref_=sr_t_8,2023,2h 4m,PG-13,6.0,244K,200000000.0,476071180.0,214504909.0,106109650.0,['Peyton Reed'],"['Jeff Loveness', 'Stan Lee', 'Larry Lieber']","['Paul Rudd', 'Evangeline Lilly', 'Michael Douglas']","['Superhero', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']","['United States', 'Australia', 'Canada']","['Nevsehir, Turkey']","['Marvel Studios', ""Lightnin' Production Rentals"", 'Québec Production Services Tax Credit']",['English'],0,0,0,2023
9. John Wick: Chapter 4,https://www.imdb.com/title/tt10366206/?ref_=sr_t_9,2023,2h 49m,R,7.6,363K,100000000.0,440180275.0,187131806.0,73817950.0,['Chad Stahelski'],"['Shay Hatten', 'Michael Finch', 'Derek Kolstad']","['Keanu Reeves', 'Laurence Fishburne', 'George Georgiou']","['Action Epic', 'Gun Fu', 'One-Person Army Action', 'Action', 'Crime', 'Thriller']","['United States', 'Germany']","['Wadi Rum Desert, Jordan']","['Lionsgate', 'Thunder Road Pictures', '87Eleven Entertainment']","['English', 'Japanese', 'Russian', 'French', 'Spanish', 'German', 'Latin', 'Cantonese', 'Arabic']",0,47,0,2023
10. Sound of Freedom,https://www.imdb.com/title/tt7599146/?ref_=sr_t_10,2023,2h 11m,PG-13,7.6,126K,14600000.0,250570396.0,184178046.0,19680879.0,['Alejandro Monteverde'],"['Rod Barr', 'Alejandro Monteverde']","['Jim Caviezel', 'Mira Sorvino', 'Bill Camp']","['Docudrama', 'True Crime', 'Biography', 'Crime', 'Drama', 'History', 'Thriller']","['Mexico', 'United States']","['Cartagena, Colombia']","['2521 Entertainment', 'Metanoia', 'Santa Fe Films']","['English', 'Spanish']",0,4,0,2023
