Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Barbie,https://www.imdb.com/title/tt1517268/?ref_=sr_t_1,2023,1h 54m,PG-13,6.8,585K
2. The Super Mario Bros. Movie,https://www.imdb.com/title/tt6718170/?ref_=sr_t_2,2023,1h 32m,PG,7.0,257K
3. Spider-Man: Across the Spider-Verse,https://www.imdb.com/title/tt9362722/?ref_=sr_t_3,2023,2h 20m,PG,8.5,428K
4. Guardians of the Galaxy Vol. 3,https://www.imdb.com/title/tt6791350/?ref_=sr_t_4,2023,2h 30m,PG-13,7.9,411K
5. Oppenheimer,https://www.imdb.com/title/tt15398776/?ref_=sr_t_5,2023,3h,R,8.3,834K
6. The Little Mermaid,https://www.imdb.com/title/tt5971474/?ref_=sr_t_6,2023,2h 15m,PG,7.2,163K
7. Wonka,https://www.imdb.com/title/tt6166392/?ref_=sr_t_7,2023,1h 56m,PG,7.0,169K
8. Ant-Man and the Wasp: Quantumania,https://www.imdb.com/title/tt10954600/?ref_=sr_t_8,2023,2h 4m,PG-13,6.0,244K
9. John Wick: Chapter 4,https://www.imdb.com/title/tt10366206/?ref_=sr_t_9,2023,2h 49m,R,7.6,363K
10. Sound of Freedom,https://www.imdb.com/title/tt7599146/?ref_=sr_t_10,2023,2h 11m,PG-13,7.6,126K
11. Taylor Swift: The Eras Tour,https://www.imdb.com/title/tt28814949/?ref_=sr_t_11,2023,2h 49m,PG-13,8.0,24K
12. Indiana Jones and the Dial of Destiny,https://www.imdb.com/title/tt1462764/?ref_=sr_t_12,2023,2h 34m,PG-13,6.5,214K
13. Mission: Impossible - Dead Reckoning Part One,https://www.imdb.com/title/tt9603212/?ref_=sr_t_13,2023,2h 43m,PG-13,7.7,273K
14. The Hunger Games: The Ballad of Songbirds & Snakes,https://www.imdb.com/title/tt10545296/?ref_=sr_t_14,2023,2h 37m,PG-13,6.7,150K
15. Transformers: Rise of the Beasts,https://www.imdb.com/title/tt5090568/?ref_=sr_t_15,2023,2h 7m,PG-13,6.0,117K
16. Creed III,https://www.imdb.com/title/tt11145118/?ref_=sr_t_16,2023,1h 56m,PG-13,6.7,98K
17. Elemental,https://www.imdb.com/title/tt15789038/?ref_=sr_t_17,2023,1h 41m,PG,7.0,144K
18. Fast X,https://www.imdb.com/title/tt5433140/?ref_=sr_t_18,2023,2h 21m,PG-13,5.7,129K
19. Five Nights at Freddy's,https://www.imdb.com/title/tt4589218/?ref_=sr_t_19,2023,1h 49m,PG-13,5.4,108K
