Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. E.T. the Extra-Terrestrial,https://www.imdb.com/title/tt0083866/?ref_=sr_t_1,1982,1h 55m,PG,7.9,448K
2. Tootsie,https://www.imdb.com/title/tt0084805/?ref_=sr_t_2,1982,1h 56m,PG,7.4,117K
3. An Officer and a Gentleman,https://www.imdb.com/title/tt0084434/?ref_=sr_t_3,1982,2h 4m,R,7.1,64K
4. Rocky III,https://www.imdb.com/title/tt0084602/?ref_=sr_t_4,1982,1h 39m,PG,6.8,217K
5. Star Trek II: The Wrath of Khan,https://www.imdb.com/title/tt0084726/?ref_=sr_t_5,1982,1h 53m,PG,7.7,131K
6. 48 Hrs.,https://www.imdb.com/title/tt0083511/?ref_=sr_t_6,1982,1h 36m,R,6.9,88K
7. Poltergeist,https://www.imdb.com/title/tt0084516/?ref_=sr_t_7,1982,1h 54m,PG,7.3,186K
8. The Best Little Whorehouse in Texas,https://www.imdb.com/title/tt0083642/?ref_=sr_t_8,1982,1h 54m,R,6.1,14K
9. Annie,https://www.imdb.com/title/tt0083564/?ref_=sr_t_9,1982,2h 7m,PG,6.6,51K
10. The Verdict,https://www.imdb.com/title/tt0084855/?ref_=sr_t_10,1982,2h 9m,R,7.7,48K
11. Gandhi,https://www.imdb.com/title/tt0083987/?ref_=sr_t_11,1982,3h 11m,PG,8.0,242K
12. First Blood,https://www.imdb.com/title/tt0083944/?ref_=sr_t_12,1982,1h 33m,R,7.7,284K
13. The Toy,https://www.imdb.com/title/tt0084809/?ref_=sr_t_13,1982,1h 42m,PG,5.8,15K
14. Firefox,https://www.imdb.com/title/tt0083943/?ref_=sr_t_14,1982,2h 16m,PG,5.9,30K
15. The Dark Crystal,https://www.imdb.com/title/tt0083791/?ref_=sr_t_15,1982,1h 33m,PG,7.1,74K
16. Conan the Barbarian,https://www.imdb.com/title/tt0082198/?ref_=sr_t_16,1982,2h 9m,R,6.9,166K
17. The Sword and the Sorcerer,https://www.imdb.com/title/tt0084749/?ref_=sr_t_17,1982,1h 39m,R,5.5,8K
18. Best Friends,https://www.imdb.com/title/tt0083641/?ref_=sr_t_18,1982,1h 56m,PG,5.5,3.3K
19. Friday the 13th: Part 3,https://www.imdb.com/title/tt0083972/?ref_=sr_t_19,1982,1h 35m,R,5.6,63K
20. Richard Pryor: Live on the Sunset Strip,https://www.imdb.com/title/tt0084597/?ref_=sr_t_20,1982,1h 22m,R,7.6,4.5K
21. Tron,https://www.imdb.com/title/tt0084827/?ref_=sr_t_21,1982,1h 36m,PG,6.7,132K
22. Blade Runner,https://www.imdb.com/title/tt0083658/?ref_=sr_t_22,1982,1h 57m,R,8.1,843K
23. Young Doctors in Love,https://www.imdb.com/title/tt0084938/?ref_=sr_t_23,1982,1h 36m,R,5.5,3.5K
24. Sophie's Choice,https://www.imdb.com/title/tt0084707/?ref_=sr_t_24,1982,2h 30m,R,7.5,54K
25. The World According to Garp,https://www.imdb.com/title/tt0084917/?ref_=sr_t_25,1982,2h 16m,R,7.1,30K
26. Victor/Victoria,https://www.imdb.com/title/tt0084865/?ref_=sr_t_26,1982,2h 14m,PG,7.6,24K
27. Airplane II: The Sequel,https://www.imdb.com/title/tt0083530/?ref_=sr_t_27,1982,1h 25m,PG,6.2,58K
28. Fast Times at Ridgemont High,https://www.imdb.com/title/tt0083929/?ref_=sr_t_28,1982,1h 30m,R,7.1,119K
29. Some Kind of Hero,https://www.imdb.com/title/tt0083107/?ref_=sr_t_29,1982,1h 37m,R,5.8,1.8K
30. Pink Floyd: The Wall,https://www.imdb.com/title/tt0084503/?ref_=sr_t_30,1982,1h 35m,R,8.0,87K
31. Things Are Tough All Over,https://www.imdb.com/title/tt0084788/?ref_=sr_t_31,1982,1h 30m,R,5.8,3.8K
32. Night Shift,https://www.imdb.com/title/tt0084412/?ref_=sr_t_32,1982,1h 46m,R,6.5,19K
33. Creepshow,https://www.imdb.com/title/tt0083767/?ref_=sr_t_33,1982,2h,R,6.8,55K
34. The Man from Snowy River,https://www.imdb.com/title/tt0084296/?ref_=sr_t_34,1982,1h 42m,PG,7.2,10K
35. Six Pack,https://www.imdb.com/title/tt0084690/?ref_=sr_t_35,1982,1h 48m,PG,6.0,3.5K
36. My Favorite Year,https://www.imdb.com/title/tt0084370/?ref_=sr_t_36,1982,1h 32m,PG,7.3,11K
37. The Thing,https://www.imdb.com/title/tt0084787/?ref_=sr_t_37,1982,1h 49m,R,8.2,488K
38. Deathtrap,https://www.imdb.com/title/tt0083806/?ref_=sr_t_38,1982,1h 56m,PG,7.0,16K
39. Dead Men Don't Wear Plaid,https://www.imdb.com/title/tt0083798/?ref_=sr_t_39,1982,1h 28m,PG,6.8,24K
40. Zapped!,https://www.imdb.com/title/tt0084945/?ref_=sr_t_40,1982,1h 38m,R,4.9,8.1K
41. They Call Me Bruce,https://www.imdb.com/title/tt0084786/?ref_=sr_t_41,1982,1h 27m,PG,5.6,1.9K
42. Death Wish II,https://www.imdb.com/title/tt0082250/?ref_=sr_t_42,1982,1h 29m,R,6.0,19K
43. Kiss Me Goodbye,https://www.imdb.com/title/tt0084210/?ref_=sr_t_43,1982,1h 41m,PG,5.9,2.5K
44. Grease 2,https://www.imdb.com/title/tt0084021/?ref_=sr_t_44,1982,1h 55m,PG,4.6,39K
45. The Secret of NIMH,https://www.imdb.com/title/tt0084649/?ref_=sr_t_45,1982,1h 22m,G,7.5,47K
46. Halloween III: Season of the Witch,https://www.imdb.com/title/tt0085636/?ref_=sr_t_46,1982,1h 38m,R,5.2,64K
47. Diner,https://www.imdb.com/title/tt0083833/?ref_=sr_t_47,1982,1h 50m,R,7.0,23K
48. The Beastmaster,https://www.imdb.com/title/tt0083630/?ref_=sr_t_48,1982,1h 58m,PG,6.2,26K
49. Missing,https://www.imdb.com/title/tt0084335/?ref_=sr_t_49,1982,2h 2m,PG,7.7,24K
50. The Entity,https://www.imdb.com/title/tt0082334/?ref_=sr_t_50,1982,2h 5m,R,6.7,19K
51. Visiting Hours,https://www.imdb.com/title/tt0083296/?ref_=sr_t_51,1982,1h 43m,R,5.7,5K
52. Vice Squad,https://www.imdb.com/title/tt0084861/?ref_=sr_t_52,1982,1h 37m,R,6.4,3.1K
53. Author! Author!,https://www.imdb.com/title/tt0083598/?ref_=sr_t_53,1982,1h 50m,PG,6.2,5.9K
54. Amityville II: The Possession,https://www.imdb.com/title/tt0083550/?ref_=sr_t_54,1982,1h 44m,R,5.6,13K
55. Monsignor,https://www.imdb.com/title/tt0084351/?ref_=sr_t_55,1982,2h 1m,R,5.1,1K
56. Making Love,https://www.imdb.com/title/tt0084293/?ref_=sr_t_56,1982,1h 53m,R,6.9,3K
57. The Seduction,https://www.imdb.com/title/tt0084652/?ref_=sr_t_57,1982,1h 44m,R,5.0,1.5K
58. The House on Sorority Row,https://www.imdb.com/title/tt0085694/?ref_=sr_t_58,1982,1h 31m,R,5.9,10K
59. Silent Rage,https://www.imdb.com/title/tt0084684/?ref_=sr_t_59,1982,1h 43m,R,5.4,7K
60. Savannah Smiles,https://www.imdb.com/title/tt0084633/?ref_=sr_t_60,1982,1h 45m,PG,7.1,2.3K
61. The Year of Living Dangerously,https://www.imdb.com/title/tt0086617/?ref_=sr_t_61,1982,1h 55m,PG,7.1,24K
62. Class Reunion,https://www.imdb.com/title/tt0084395/?ref_=sr_t_62,1982,1h 24m,R,4.6,2.5K
63. Hanky Panky,https://www.imdb.com/title/tt0084049/?ref_=sr_t_63,1982,1h 50m,PG,5.6,3.2K
64. Shoot the Moon,https://www.imdb.com/title/tt0084675/?ref_=sr_t_64,1982,2h 4m,R,6.8,3.1K
65. A Midsummer Night's Sex Comedy,https://www.imdb.com/title/tt0084329/?ref_=sr_t_65,1982,1h 28m,PG,6.6,21K
66. Trail of the Pink Panther,https://www.imdb.com/title/tt0084814/?ref_=sr_t_66,1982,1h 36m,PG,4.8,12K
