Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Back to the Future,https://www.imdb.com/title/tt0088763/?ref_=sr_t_1,1985,1h 56m,PG,8.5,1.4M
2. Rambo: First Blood Part II,https://www.imdb.com/title/tt0089880/?ref_=sr_t_2,1985,1h 36m,R,6.5,187K
3. Rocky IV,https://www.imdb.com/title/tt0089927/?ref_=sr_t_3,1985,1h 31m,PG,6.9,232K
4. The Color Purple,https://www.imdb.com/title/tt0088939/?ref_=sr_t_4,1985,2h 34m,PG-13,7.7,100K
5. Out of Africa,https://www.imdb.com/title/tt0089755/?ref_=sr_t_5,1985,2h 41m,PG,7.1,88K
6. Cocoon,https://www.imdb.com/title/tt0088933/?ref_=sr_t_6,1985,1h 57m,PG-13,6.7,70K
7. The Jewel of the Nile,https://www.imdb.com/title/tt0089370/?ref_=sr_t_7,1985,1h 46m,PG,6.1,64K
8. Witness,https://www.imdb.com/title/tt0090329/?ref_=sr_t_8,1985,1h 52m,R,7.4,108K
9. The Goonies,https://www.imdb.com/title/tt0089218/?ref_=sr_t_9,1985,1h 54m,PG,7.7,308K
10. Spies Like Us,https://www.imdb.com/title/tt0090056/?ref_=sr_t_10,1985,1h 42m,PG,6.4,54K
11. Police Academy 2: Their First Assignment,https://www.imdb.com/title/tt0089822/?ref_=sr_t_11,1985,1h 27m,PG-13,5.8,61K
12. Fletch,https://www.imdb.com/title/tt0089155/?ref_=sr_t_12,1985,1h 38m,PG,6.9,59K
13. A View to a Kill,https://www.imdb.com/title/tt0090264/?ref_=sr_t_13,1985,2h 11m,PG,6.3,107K
14. National Lampoon's European Vacation,https://www.imdb.com/title/tt0089670/?ref_=sr_t_14,1985,1h 35m,PG-13,6.2,73K
15. Mask,https://www.imdb.com/title/tt0089560/?ref_=sr_t_15,1985,2h,PG-13,7.2,33K
16. The Breakfast Club,https://www.imdb.com/title/tt0088847/?ref_=sr_t_16,1985,1h 37m,R,7.8,450K
17. White Nights,https://www.imdb.com/title/tt0090319/?ref_=sr_t_17,1985,2h 16m,PG-13,6.7,8.5K
18. Pale Rider,https://www.imdb.com/title/tt0089767/?ref_=sr_t_18,1985,1h 55m,R,7.3,67K
19. Pee-wee's Big Adventure,https://www.imdb.com/title/tt0089791/?ref_=sr_t_19,1985,1h 31m,PG,7.0,61K
20. Brewster's Millions,https://www.imdb.com/title/tt0088850/?ref_=sr_t_20,1985,1h 42m,PG,6.5,44K
21. Jagged Edge,https://www.imdb.com/title/tt0089360/?ref_=sr_t_21,1985,1h 48m,R,6.5,18K
22. St. Elmo's Fire,https://www.imdb.com/title/tt0090060/?ref_=sr_t_22,1985,1h 50m,R,6.4,49K
23. Mad Max Beyond Thunderdome,https://www.imdb.com/title/tt0089530/?ref_=sr_t_23,1985,1h 47m,PG-13,6.2,156K
24. Commando,https://www.imdb.com/title/tt0088944/?ref_=sr_t_24,1985,1h 30m,R,6.7,179K
25. Teen Wolf,https://www.imdb.com/title/tt0090142/?ref_=sr_t_25,1985,1h 31m,PG,6.1,62K
26. Silverado,https://www.imdb.com/title/tt0090022/?ref_=sr_t_26,1985,2h 13m,PG-13,7.2,51K
27. Murphy's Romance,https://www.imdb.com/title/tt0089643/?ref_=sr_t_27,1985,1h 47m,PG-13,7.0,7.3K
28. A Nightmare on Elm Street 2: Freddy's Revenge,https://www.imdb.com/title/tt0089686/?ref_=sr_t_28,1985,1h 27m,R,5.5,81K
29. Desperately Seeking Susan,https://www.imdb.com/title/tt0089017/?ref_=sr_t_29,1985,1h 44m,PG-13,6.1,27K
30. Prizzi's Honor,https://www.imdb.com/title/tt0089841/?ref_=sr_t_30,1985,2h 10m,R,6.7,27K
31. The Last Dragon,https://www.imdb.com/title/tt0089461/?ref_=sr_t_31,1985,1h 49m,PG-13,6.8,18K
32. Agnes of God,https://www.imdb.com/title/tt0088683/?ref_=sr_t_32,1985,1h 38m,PG-13,6.6,8.3K
33. Fright Night,https://www.imdb.com/title/tt0089175/?ref_=sr_t_33,1985,1h 46m,R,7.0,83K
34. Summer Rental,https://www.imdb.com/title/tt0090098/?ref_=sr_t_34,1985,1h 27m,PG,6.3,19K
