Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Home Alone,https://www.imdb.com/title/tt0099785/?ref_=sr_t_1,1990,1h 43m,PG,7.7,685K,18000000.0,476684675.0,285761243.0,17081997.0,['Chris Columbus'],['John Hughes'],"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern']","['High-Concept Comedy', 'Holiday Comedy', 'Holiday Family', 'Slapstick', 'Comedy', 'Family', 'Holiday']",['United States'],"['671 Lincoln Avenue, Winnetka, Illinois, USA']","['Twentieth Century Fox', 'Hughes Entertainment']","['English', 'French']",0,7,2,1990
2. Ghost,https://www.imdb.com/title/tt0099653/?ref_=sr_t_2,1990,2h 7m,PG-13,7.1,243K,22000000.0,505703557.0,217631306.0,12191540.0,['Jerry Zucker'],['Bruce Joel Rubin'],"['Patrick Swayze', 'Demi Moore', 'Whoopi Goldberg']","['Feel-Good Romance', 'Drama', 'Fantasy', 'Romance', 'Thriller']",['United States'],"['104 Prince Street, Soho, Manhattan, New York City, New York, USA']","['Paramount Pictures', 'Howard W. Koch Productions']",['English'],0,24,0,1990
3. Dances with Wolves,https://www.imdb.com/title/tt0099348/?ref_=sr_t_3,1990,3h 1m,PG-13,8.0,298K,22000000.0,424208848.0,184208848.0,598257.0,['Kevin Costner'],['Michael Blake'],"['Kevin Costner', 'Mary McDonnell', 'Graham Greene']","['Costume Drama', 'Epic', 'Period Drama', 'Western Epic', 'Adventure', 'Drama', 'Western']","['United States', 'United Kingdom']","['Badlands National Park, South Dakota, USA']","['Tig Productions', 'Majestic Films International', 'Allied Filmmakers']","['English', 'Sioux', 'Pawnee']",0,39,0,1990
4. Pretty Woman,https://www.imdb.com/title/tt0100405/?ref_=sr_t_4,1990,1h 59m,R,7.1,378K,14000000.0,463406268.0,178406268.0,11280591.0,['Garry Marshall'],['J.F. Lawton'],"['Richard Gere', 'Julia Roberts', 'Jason Alexander']","['Feel-Good Romance', 'Comedy', 'Romance']",['United States'],"['Las Palmas Hotel - 1738 N. Las Palmas Avenue, Hollywood, Los Angeles, California, USA']","['Touchstone Pictures', 'Silver Screen Partners IV']",['English'],0,11,1,1990
5. Teenage Mutant Ninja Turtles,https://www.imdb.com/title/tt0100758/?ref_=sr_t_5,1990,1h 33m,PG,6.8,107K,13500000.0,202084756.0,135384756.0,25398367.0,['Steve Barron'],"['Kevin Eastman', 'Peter Laird', 'Bobby Herbeck']","['Judith Hoag', 'Elias Koteas', 'Josh Pais']","['Animal Adventure', 'Martial Arts', 'Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']","['Hong Kong', 'United States']","['Castle Hayne, North Carolina, USA']","['Golden Harvest Company', 'Limelight']","['English', 'French']",0,3,0,1990
6. The Hunt for Red October,https://www.imdb.com/title/tt0099810/?ref_=sr_t_6,1990,2h 15m,PG,7.5,220K,30000000.0,200512643.0,122012643.0,17161835.0,['John McTiernan'],"['Tom Clancy', 'Larry Ferguson', 'Donald E. Stewart']","['Sean Connery', 'Alec Baldwin', 'Scott Glenn']","['Political Thriller', 'Sea Adventure', 'Spy', 'Action', 'Adventure', 'Thriller']",['United States'],"['Lake James, Burke County, North Carolina, USA']","['Paramount Pictures', 'Mace Neufeld Productions', 'Nina Saxon Film Design']","['English', 'Russian']",0,8,0,1990
7. Total Recall,https://www.imdb.com/title/tt0100802/?ref_=sr_t_7,1990,1h 53m,R,7.5,363K,65000000.0,261317921.0,119412921.0,25533700.0,['Paul Verhoeven'],"['Philip K. Dick', 'Ronald Shusett', ""Dan O'Bannon""]","['Arnold Schwarzenegger', 'Sharon Stone', 'Michael Ironside']","['Cyberpunk', 'One-Person Army Action', 'Space Sci-Fi', 'Action', 'Adventure', 'Sci-Fi']","['United States', 'Mexico']","['Estudios Churubusco - C. Atletas 2, Country Club Churubusco, Coyoacán, Mexico City, Distrito Federal, Mexico']","['Carolco Pictures', 'Estudios Churubusco Azteca S.A.']",['English'],0,16,2,1990
8. Die Hard 2,https://www.imdb.com/title/tt0099423/?ref_=sr_t_8,1990,2h 4m,R,7.1,393K,70000000.0,240031274.0,117540947.0,21744661.0,['Renny Harlin'],"['Steven E. de Souza', 'Doug Richardson', 'Walter Wager']","['Bruce Willis', 'William Atherton', 'Bonnie Bedelia']","['One-Person Army Action', 'Action', 'Holiday', 'Thriller']",['United States'],"['Stapleton International Airport, Denver, Colorado, USA']","['Twentieth Century Fox', 'Gordon Company', 'Silver Pictures']","['English', 'Spanish']",0,0,0,1990
9. Dick Tracy,https://www.imdb.com/title/tt0099422/?ref_=sr_t_9,1990,1h 45m,PG,6.2,67K,47000000.0,162738726.0,103738726.0,22543911.0,['Warren Beatty'],"['Chester Gould', 'Jim Cash', 'Jack Epps Jr.']","['Warren Beatty', 'Madonna', 'Al Pacino']","['Police Procedural', 'Action', 'Comedy', 'Crime', 'Music', 'Romance', 'Thriller']",['United States'],"['Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA']","['Touchstone Pictures', 'Silver Screen Partners IV']",['English'],0,36,0,1990
10. Kindergarten Cop,https://www.imdb.com/title/tt0099938/?ref_=sr_t_10,1990,1h 51m,PG-13,6.2,166K,15000000.0,201957688.0,91457688.0,7918560.0,['Ivan Reitman'],"['Murray Salem', 'Herschel Weingrod', 'Timothy Harris']","['Arnold Schwarzenegger', 'Penelope Ann Miller', 'Pamela Reed']","['Cop Drama', 'High-Concept Comedy', 'Action', 'Comedy', 'Crime']",['United States'],"['Astoria, Oregon, USA']","['Imagine Entertainment', 'Northern Lights Entertainment']","['English', 'Spanish', 'German']",0,0,0,1990
11. Back to the Future Part III,https://www.imdb.com/title/tt0099088/?ref_=sr_t_11,1990,1h 58m,PG,7.4,494K,40000000.0,245077583.0,88277583.0,19089645.0,['Robert Zemeckis'],"['Robert Zemeckis', 'Bob Gale']","['Michael J. Fox', 'Christopher Lloyd', 'Mary Steenburgen']","['Car Action', 'Desert Adventure', 'High-Concept Comedy', 'Steampunk', 'Teen Adventure', 'Teen Comedy', 'Time Travel', 'Adventure', 'Comedy', 'Sci-Fi']",['United States'],"['Sierra Railroad, Jamestown, California, USA']","['Universal Pictures', 'Amblin Entertainment', 'U-Drive Productions']",['English'],0,11,0,1990
12. Presumed Innocent,https://www.imdb.com/title/tt0100404/?ref_=sr_t_12,1990,2h 7m,R,6.9,49K,20000000.0,221303188.0,86303188.0,11718981.0,['Alan J. Pakula'],"['Scott Turow', 'Frank Pierson', 'Alan J. Pakula']","['Harrison Ford', 'Raul Julia', 'Greta Scacchi']","['Legal Thriller', 'Mystery', 'Thriller']",['United States'],"['Windsor, Ontario, Canada']","['Warner Bros.', 'Mirage Enterprises']",['English'],0,2,0,1990
13. Days of Thunder,https://www.imdb.com/title/tt0099371/?ref_=sr_t_13,1990,1h 47m,PG-13,6.1,99K,60000000.0,157920733.0,82670733.0,15490445.0,['Tony Scott'],"['Robert Towne', 'Tom Cruise']","['Tom Cruise', 'Nicole Kidman', 'Robert Duvall']","['Car Action', 'Motorsport', 'Action', 'Drama', 'Sport']",['United States'],"['North Wilkesboro, North Carolina, USA']","['Paramount Pictures', 'Don Simpson/Jerry Bruckheimer Films']","['English', 'French']",0,2,1,1990
