Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Bad Boys for Life,https://www.imdb.com/title/tt1502397/?ref_=sr_t_1,2020,2h 4m,R,6.5,187K,90000000.0,426505244.0,206305244.0,62504105.0,"['Adil El Arbi', 'Bilall Fallah']","['Peter Craig', 'Joe Carnahan', 'Chris Bremner']","['Will Smith', 'Martin Lawrence', 'Vanessa Hudgens']","['Buddy Cop', 'Cop Drama', 'Action', 'Comedy', 'Crime', 'Thriller']",['United States'],"['Yautepec, Morelos, Mexico']","['Columbia Pictures', '2.0 Entertainment', 'Don Simpson/Jerry Bruckheimer Films']","['English', 'Spanish']",0,15,0,2020
2. A Quiet Place Part II,https://www.imdb.com/title/tt8332922/?ref_=sr_t_2,2020,1h 37m,PG-13,7.2,296K,61000000.0,297372261.0,160072261.0,47547231.0,['John Krasinski'],"['John Krasinski', 'Bryan Woods', 'Scott Beck']","['Emily Blunt', 'Millicent Simmonds', 'Cillian Murphy']","['Alien Invasion', 'Monster Horror', 'Supernatural Horror', 'Drama', 'Horror', 'Sci-Fi', 'Thriller']",['United States'],"['Buffalo, New York, USA']","['Paramount Pictures', 'Platinum Dunes', 'Sunday Night']","['English', 'American Sign Language']",0,44,1,2020
3. Sonic the Hedgehog,https://www.imdb.com/title/tt3794354/?ref_=sr_t_3,2020,1h 39m,PG,6.5,171K,85000000.0,319715683.0,148974665.0,58018348.0,['Jeff Fowler'],"['Pat Casey', 'Josh Miller', 'Yuji Naka']","['Ben Schwartz', 'James Marsden', 'Jim Carrey']","['Animal Adventure', 'Buddy Comedy', 'Road Trip', 'Slapstick', 'Superhero', 'Supernatural Fantasy', 'Action', 'Adventure', 'Comedy', 'Family']","['United States', 'Japan', 'Canada', 'United Kingdom']","['Ladysmith, British Columbia, Canada']","['Paramount Pictures', 'Sega Sammy Group', 'Original Film']","['English', 'French', 'Persian']",0,12,0,2020
4. Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,https://www.imdb.com/title/tt7713068/?ref_=sr_t_4,2020,1h 49m,R,6.1,271K,84500000.0,205537933.0,84172791.0,33010017.0,['Cathy Yan'],"['Christina Hodson', 'Paul Dini', 'Bruce Timm']","['Margot Robbie', 'Rosie Perez', 'Mary Elizabeth Winstead']","['Dark Comedy', 'Superhero', 'Action', 'Comedy', 'Crime']","['United States', 'United Kingdom']","['Los Angeles, California, USA']","['Clubhouse Pictures (II)', 'DC Entertainment', 'Kroll & Co. Entertainment']","['English', 'Chinese']",0,83,0,2020
5. Dolittle,https://www.imdb.com/title/tt6673612/?ref_=sr_t_5,2020,1h 41m,PG,5.6,73K,175000000.0,251410631.0,77047065.0,21844045.0,['Stephen Gaghan'],"['Stephen Gaghan', 'Dan Gregor', 'Doug Mand']","['Robert Downey Jr.', 'Antonio Banderas', 'Michael Sheen']","['Animal Adventure', 'Quest', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['United States', 'China', 'United Kingdom', 'Japan']","['Menai Suspension Bridge, Anglesey, Wales, UK']","['Universal Pictures', 'Perfect World Pictures', 'Roth/Kirschenbaum Films']","['English', 'French']",0,9,0,2020
6. The Invisible Man,https://www.imdb.com/title/tt1051906/?ref_=sr_t_6,2020,2h 4m,R,7.1,266K,7000000.0,144492724.0,70410000.0,28205665.0,['Leigh Whannell'],"['Leigh Whannell', 'H.G. Wells']","['Elisabeth Moss', 'Oliver Jackson-Cohen', 'Harriet Dyer']","['Psychological Horror', 'Psychological Thriller', 'Suspense Mystery', 'Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']","['Australia', 'United States']","['Headland House, Gerringong, New South Wales, Australia']","['Universal Pictures', 'Blumhouse Productions', 'Goalpost Pictures']",['English'],0,85,0,2020
7. The Call of the Wild,https://www.imdb.com/title/tt7504726/?ref_=sr_t_7,2020,1h 40m,PG,6.7,60K,135000000.0,111166669.0,62342368.0,24791624.0,['Chris Sanders'],"['Michael Green', 'Jack London', 'Egerton Ryerson Young']","['Harrison Ford', 'Omar Sy', 'Cara Gee']","['Adventure Epic', 'Animal Adventure', 'Mountain Adventure', 'Quest', 'Survival', 'Adventure', 'Drama', 'Family']","['United States', 'Canada']","['Yukon, Canada']","['20th Century Studios', 'TSG Entertainment', '3 Arts Entertainment']","['English', 'French']",0,8,0,2020
8. Onward,https://www.imdb.com/title/tt7146812/?ref_=sr_t_8,2020,1h 42m,PG,7.4,176K,175000000.0,141940042.0,61555145.0,39119861.0,['Dan Scanlon'],"['Dan Scanlon', 'Keith Bunin', 'Jason Headley']","['Tom Holland', 'Chris Pratt', 'Julia Louis-Dreyfus']","['Adventure Epic', 'Computer Animation', 'Epic', 'Fantasy Epic', 'Quest', 'Supernatural Fantasy', 'Sword & Sorcery', 'Adventure', 'Animation', 'Comedy']","['United States', 'Japan']","['Los Angeles, California, USA']","['Walt Disney Pictures', 'Pixar Animation Studios']",['English'],0,66,1,2020
9. The Croods: A New Age,https://www.imdb.com/title/tt2850386/?ref_=sr_t_9,2020,1h 35m,PG,6.9,56K,65000000.0,215905815.0,58568815.0,9724200.0,['Joel Crawford'],"['Kevin Hageman', 'Dan Hageman', 'Paul Fisher']","['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds']","['Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['United States', 'Japan']",[],"['DreamWorks Animation', 'Dentsu']",['English'],0,0,0,2020
10. Tenet,https://www.imdb.com/title/tt6723592/?ref_=sr_t_10,2020,2h 30m,PG-13,7.3,617K,205000000.0,365304105.0,58504105.0,9353090.0,['Christopher Nolan'],['Christopher Nolan'],"['John David Washington', 'Robert Pattinson', 'Elizabeth Debicki']","['Time Travel', 'Action', 'Sci-Fi', 'Thriller']","['United States', 'United Kingdom']","['Linnahall, Tallinn, Estonia']","['Warner Bros.', 'Syncopy', 'Warner Bros.']",['English'],0,136,0,2020
