Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Cleopatra,https://www.imdb.com/title/tt0056937/?ref_=sr_t_1,1963,5h 20m,Approved,7.0,39K
2. It's a Mad Mad Mad Mad World,https://www.imdb.com/title/tt0057193/?ref_=sr_t_2,1963,3h 30m,Approved,7.5,47K
3. From Russia with Love,https://www.imdb.com/title/tt0057076/?ref_=sr_t_3,1963,1h 55m,PG,7.3,149K
4. The Sword in the Stone,https://www.imdb.com/title/tt0057546/?ref_=sr_t_4,1963,1h 19m,G,7.1,109K
5. The Pink Panther,https://www.imdb.com/title/tt0057413/?ref_=sr_t_5,1963,1h 55m,Approved,7.0,58K
6. Contempt,https://www.imdb.com/title/tt0057345/?ref_=sr_t_6,1963,1h 42m,Not Rated,7.4,37K
7. Bluff Master,https://www.imdb.com/title/tt0213524/?ref_=sr_t_7,1963,2h 15m,Not Rated,6.0,149
8. 8½,https://www.imdb.com/title/tt0056801/?ref_=sr_t_8,1963,2h 18m,Not Rated,8.0,128K
9. Bay of Angels,https://www.imdb.com/title/tt0056846/?ref_=sr_t_9,1963,1h 30m,Not Rated,7.2,4.4K
10. The Boom,https://www.imdb.com/title/tt0056883/?ref_=sr_t_10,1963,1h 28m,,7.1,1.4K
11. Le joli mai,https://www.imdb.com/title/tt0057202/?ref_=sr_t_11,1963,2h 45m,Not Rated,7.8,900
12. High and Low,https://www.imdb.com/title/tt0057565/?ref_=sr_t_12,1963,2h 23m,Not Rated,8.4,58K
13. The Servant,https://www.imdb.com/title/tt0057490/?ref_=sr_t_13,1963,1h 56m,Unrated,7.8,15K
14. The Little Soldier,https://www.imdb.com/title/tt0054177/?ref_=sr_t_14,1963,1h 28m,Not Rated,7.1,8.3K
15. The Haunting,https://www.imdb.com/title/tt0057129/?ref_=sr_t_15,1963,1h 52m,G,7.4,44K
16. The Great Escape,https://www.imdb.com/title/tt0057115/?ref_=sr_t_16,1963,2h 52m,Approved,8.2,265K
17. The Birds,https://www.imdb.com/title/tt0056869/?ref_=sr_t_17,1963,1h 59m,PG-13,7.6,211K
18. McLintock!,https://www.imdb.com/title/tt0057298/?ref_=sr_t_18,1963,2h 6m,Approved,7.1,17K
19. Charade,https://www.imdb.com/title/tt0056923/?ref_=sr_t_19,1963,1h 53m,Approved,7.8,88K
"20. Move Over, Darling",https://www.imdb.com/title/tt0057329/?ref_=sr_t_20,1963,1h 43m,Approved,6.9,6.7K
21. The Leopard,https://www.imdb.com/title/tt0057091/?ref_=sr_t_21,1963,3h 6m,PG,7.9,31K
22. Jason and the Argonauts,https://www.imdb.com/title/tt0057197/?ref_=sr_t_22,1963,1h 44m,G,7.3,32K
23. Donovan's Reef,https://www.imdb.com/title/tt0057007/?ref_=sr_t_23,1963,1h 49m,Approved,6.7,10K
24. Bye Bye Birdie,https://www.imdb.com/title/tt0056891/?ref_=sr_t_24,1963,1h 52m,G,6.6,9.6K
25. 55 Days at Peking,https://www.imdb.com/title/tt0056800/?ref_=sr_t_25,1963,2h 34m,Unrated,6.7,7.6K
26. Irma la Douce,https://www.imdb.com/title/tt0057187/?ref_=sr_t_26,1963,2h 27m,Approved,7.3,22K
27. Lord of the Flies,https://www.imdb.com/title/tt0057261/?ref_=sr_t_27,1963,1h 32m,Not Rated,6.9,21K
28. Black Sabbath,https://www.imdb.com/title/tt0057603/?ref_=sr_t_28,1963,1h 37m,Approved,7.0,15K
29. Spencer's Mountain,https://www.imdb.com/title/tt0057523/?ref_=sr_t_29,1963,1h 58m,Approved,7.0,3.3K
30. The Nutty Professor,https://www.imdb.com/title/tt0057372/?ref_=sr_t_30,1963,1h 47m,Approved,6.6,20K
31. Hud,https://www.imdb.com/title/tt0057163/?ref_=sr_t_31,1963,1h 52m,Approved,7.8,25K
32. Tom Jones,https://www.imdb.com/title/tt0057590/?ref_=sr_t_32,1963,2h 9m,Not Rated,6.4,15K
33. Summer Holiday,https://www.imdb.com/title/tt0057541/?ref_=sr_t_33,1963,1h 47m,Approved,6.1,1.9K
34. Toys in the Attic,https://www.imdb.com/title/tt0057598/?ref_=sr_t_34,1963,1h 30m,Not Rated,6.7,1.4K
"35. Yesterday, Today and Tomorrow",https://www.imdb.com/title/tt0057171/?ref_=sr_t_35,1963,1h 59m,Not Rated,7.2,11K
36. The V.I.P.s,https://www.imdb.com/title/tt0057634/?ref_=sr_t_36,1963,1h 59m,Not Rated,6.3,4.3K
37. The Running Man,https://www.imdb.com/title/tt0057463/?ref_=sr_t_37,1963,1h 43m,Approved,6.5,2K
38. Johnny Cool,https://www.imdb.com/title/tt0057200/?ref_=sr_t_38,1963,1h 43m,Approved,6.4,1.2K
39. The Thrill of It All,https://www.imdb.com/title/tt0057581/?ref_=sr_t_39,1963,1h 48m,Approved,6.9,6.1K
40. Promises..... Promises!,https://www.imdb.com/title/tt0057428/?ref_=sr_t_40,1963,1h 15m,Not Rated,5.0,681
41. Lilies of the Field,https://www.imdb.com/title/tt0057251/?ref_=sr_t_41,1963,1h 34m,Approved,7.5,14K
42. Frøken Nitouche,https://www.imdb.com/title/tt0057080/?ref_=sr_t_42,1963,1h 44m,,6.7,855
43. The Terror,https://www.imdb.com/title/tt0057569/?ref_=sr_t_43,1963,1h 21m,TV-PG,5.0,8.8K
44. The Day of the Triffids,https://www.imdb.com/title/tt0055894/?ref_=sr_t_44,1963,1h 33m,Approved,6.1,9.2K
45. Winter Light,https://www.imdb.com/title/tt0057358/?ref_=sr_t_45,1963,1h 21m,Not Rated,8.0,28K
46. The Incredible Journey,https://www.imdb.com/title/tt0057180/?ref_=sr_t_46,1963,1h 20m,G,7.0,5.4K
47. The Silence,https://www.imdb.com/title/tt0057611/?ref_=sr_t_47,1963,1h 36m,R,7.7,22K
48. Scorching Sands,https://www.imdb.com/title/tt0056485/?ref_=sr_t_48,1963,2h 4m,Not Rated,5.6,227
49. Dementia 13,https://www.imdb.com/title/tt0056983/?ref_=sr_t_49,1963,1h 15m,Unrated,5.7,9.5K
50. It Happened at the World's Fair,https://www.imdb.com/title/tt0057191/?ref_=sr_t_50,1963,1h 45m,Approved,6.0,3.2K
51. Dead Ringer,https://www.imdb.com/title/tt0057997/?ref_=sr_t_51,1963,1h 56m,Approved,7.3,6.8K
52. This Sporting Life,https://www.imdb.com/title/tt0057578/?ref_=sr_t_52,1963,2h 14m,Not Rated,7.5,7.3K
53. The Raven,https://www.imdb.com/title/tt0057449/?ref_=sr_t_53,1963,1h 26m,G,6.5,14K
54. X: The Man with the X-Ray Eyes,https://www.imdb.com/title/tt0057693/?ref_=sr_t_54,1963,1h 19m,Approved,6.6,8.6K
55. The Prize,https://www.imdb.com/title/tt0057426/?ref_=sr_t_55,1963,2h 14m,Approved,6.8,5.5K
56. Love with the Proper Stranger,https://www.imdb.com/title/tt0057263/?ref_=sr_t_56,1963,1h 42m,Approved,7.2,5.6K
57. The Victors,https://www.imdb.com/title/tt0057652/?ref_=sr_t_57,1963,2h 55m,Approved,6.9,1.8K
58. The Three Lives of Thomasina,https://www.imdb.com/title/tt0057579/?ref_=sr_t_58,1963,1h 37m,PG,7.2,2.7K
59. 4 for Texas,https://www.imdb.com/title/tt0057071/?ref_=sr_t_59,1963,2h 4m,Approved,5.5,3.7K
60. The Cardinal,https://www.imdb.com/title/tt0056907/?ref_=sr_t_60,1963,2h 55m,Approved,6.7,3K
61. Summer Magic,https://www.imdb.com/title/tt0057542/?ref_=sr_t_61,1963,1h 50m,G,6.9,2.8K
"62. Take Her, She's Mine",https://www.imdb.com/title/tt0057556/?ref_=sr_t_62,1963,1h 38m,Approved,6.2,1.5K
63. Winnetou,https://www.imdb.com/title/tt0057687/?ref_=sr_t_63,1963,1h 31m,,6.8,4.8K
64. The Big City,https://www.imdb.com/title/tt0057277/?ref_=sr_t_64,1963,2h 2m,Not Rated,8.3,5.2K
"65. Captain Newman, M.D.",https://www.imdb.com/title/tt0056903/?ref_=sr_t_65,1963,2h 6m,Approved,6.9,3K
66. America America,https://www.imdb.com/title/tt0056825/?ref_=sr_t_66,1963,2h 54m,Approved,7.7,6.2K
67. Billy Liar,https://www.imdb.com/title/tt0056868/?ref_=sr_t_67,1963,1h 38m,Not Rated,7.2,7.3K
68. I Could Go on Singing,https://www.imdb.com/title/tt0057168/?ref_=sr_t_68,1963,1h 40m,Approved,6.9,1.7K
69. The Fire Within,https://www.imdb.com/title/tt0057058/?ref_=sr_t_69,1963,1h 48m,Not Rated,7.8,11K
70. The Comedy of Terrors,https://www.imdb.com/title/tt0056943/?ref_=sr_t_70,1963,1h 24m,Approved,6.5,7.3K
71. The Old Dark House,https://www.imdb.com/title/tt0057379/?ref_=sr_t_71,1963,1h 26m,Approved,5.4,2.6K
72. The Raiders,https://www.imdb.com/title/tt0057446/?ref_=sr_t_72,1963,1h 15m,Approved,5.2,255
73. Il demonio,https://www.imdb.com/title/tt0167886/?ref_=sr_t_73,1963,1h 38m,,7.2,1.4K
74. Shock Corridor,https://www.imdb.com/title/tt0057495/?ref_=sr_t_74,1963,1h 41m,Approved,7.3,13K
75. The Haunted Palace,https://www.imdb.com/title/tt0057128/?ref_=sr_t_75,1963,1h 27m,Approved,6.7,8.9K
76. The List of Adrian Messenger,https://www.imdb.com/title/tt0057254/?ref_=sr_t_76,1963,1h 38m,Approved,6.8,5.9K
77. The Evil Eye,https://www.imdb.com/title/tt0057443/?ref_=sr_t_77,1963,1h 26m,Not Rated,6.9,5.8K
78. Sunday in New York,https://www.imdb.com/title/tt0057543/?ref_=sr_t_78,1963,1h 45m,Approved,6.7,3.5K
79. In the French Style,https://www.imdb.com/title/tt0056096/?ref_=sr_t_79,1963,1h 45m,,6.6,376
80. When the Cat Comes,https://www.imdb.com/title/tt0056844/?ref_=sr_t_80,1963,1h 44m,,7.2,2.2K
81. Blood Feast,https://www.imdb.com/title/tt0056875/?ref_=sr_t_81,1963,1h 7m,Not Rated,5.0,7.6K
82. An Actor's Revenge,https://www.imdb.com/title/tt0057710/?ref_=sr_t_82,1963,1h 55m,Not Rated,7.3,3K
83. The Kiss of the Vampire,https://www.imdb.com/title/tt0057226/?ref_=sr_t_83,1963,1h 28m,Approved,6.2,4.1K
84. Under the Yum Yum Tree,https://www.imdb.com/title/tt0057622/?ref_=sr_t_84,1963,1h 50m,Not Rated,6.0,2.1K
85. Beach Party,https://www.imdb.com/title/tt0056860/?ref_=sr_t_85,1963,1h 41m,Approved,5.7,2.4K
86. Fun in Acapulco,https://www.imdb.com/title/tt0057083/?ref_=sr_t_86,1963,1h 37m,PG,5.8,3.9K
87. Any Number Can Win,https://www.imdb.com/title/tt0057344/?ref_=sr_t_87,1963,1h 58m,,7.3,4.7K
88. A Child Is Waiting,https://www.imdb.com/title/tt0056930/?ref_=sr_t_88,1963,1h 42m,Approved,7.2,3.5K
89. Judex,https://www.imdb.com/title/tt0057207/?ref_=sr_t_89,1963,1h 38m,Not Rated,7.0,3K
90. Murder at the Gallop,https://www.imdb.com/title/tt0057334/?ref_=sr_t_90,1963,1h 21m,Approved,7.2,7K
91. King Kong vs. Godzilla,https://www.imdb.com/title/tt0056142/?ref_=sr_t_91,1963,1h 31m,Approved,5.7,12K
92. The Courtship of Eddie's Father,https://www.imdb.com/title/tt0056956/?ref_=sr_t_92,1963,1h 58m,Approved,6.8,3.4K
93. PT 109,https://www.imdb.com/title/tt0057393/?ref_=sr_t_93,1963,2h 20m,Approved,6.6,3.1K
94. Captain Sindbad,https://www.imdb.com/title/tt0056904/?ref_=sr_t_94,1963,1h 25m,Approved,5.5,1.1K
95. Savage Sam,https://www.imdb.com/title/tt0057473/?ref_=sr_t_95,1963,1h 43m,Approved,6.0,1.2K
96. Mondo Cane 2,https://www.imdb.com/title/tt0058365/?ref_=sr_t_96,1963,1h 42m,Approved,5.8,1K
97. Kings of the Sun,https://www.imdb.com/title/tt0057225/?ref_=sr_t_97,1963,1h 48m,Approved,6.1,2.3K
98. Voyage to the End of the Universe,https://www.imdb.com/title/tt0122111/?ref_=sr_t_98,1963,1h 21m,,6.9,3.1K
99. A Gathering of Eagles,https://www.imdb.com/title/tt0057090/?ref_=sr_t_99,1963,1h 55m,Approved,6.1,1.1K
100. Who's Been Sleeping in My Bed?,https://www.imdb.com/title/tt0057682/?ref_=sr_t_100,1963,1h 43m,Approved,5.8,639
101. The Crawling Hand,https://www.imdb.com/title/tt0056961/?ref_=sr_t_101,1963,1h 29m,Approved,3.2,2.1K
102. Palm Springs Weekend,https://www.imdb.com/title/tt0057396/?ref_=sr_t_102,1963,1h 40m,Unrated,5.9,1.2K
103. The Red Lanterns,https://www.imdb.com/title/tt0057229/?ref_=sr_t_103,1963,2h 12m,,8.1,2.1K
104. Soldier in the Rain,https://www.imdb.com/title/tt0057517/?ref_=sr_t_104,1963,1h 28m,Approved,6.6,2K
105. Goldilocks and the Three Bares,https://www.imdb.com/title/tt0057111/?ref_=sr_t_105,1963,1h 9m,,3.2,475
106. Carry on Cabby,https://www.imdb.com/title/tt0056912/?ref_=sr_t_106,1963,1h 31m,,6.4,3.1K
107. The Organizer,https://www.imdb.com/title/tt0056945/?ref_=sr_t_107,1963,2h 6m,Not Rated,8.0,3.4K
108. The Stripper,https://www.imdb.com/title/tt0057537/?ref_=sr_t_108,1963,1h 35m,Approved,6.6,464
109. Passenger,https://www.imdb.com/title/tt0054159/?ref_=sr_t_109,1963,1h 2m,,7.4,2.2K
110. The Empty Canvas,https://www.imdb.com/title/tt0058413/?ref_=sr_t_110,1963,1h 45m,,6.8,1.1K
111. The Black Abbot,https://www.imdb.com/title/tt0057476/?ref_=sr_t_111,1963,1h 35m,,5.8,903
112. The Whip and the Body,https://www.imdb.com/title/tt0057078/?ref_=sr_t_112,1963,1h 27m,Not Rated,6.6,4.9K
113. The Sadist,https://www.imdb.com/title/tt0057465/?ref_=sr_t_113,1963,1h 32m,R,6.6,3.2K
114. Scum of the Earth,https://www.imdb.com/title/tt0057480/?ref_=sr_t_114,1963,1h 15m,Not Rated,5.2,910
"115. Bell, Bare and Beautiful",https://www.imdb.com/title/tt0056863/?ref_=sr_t_115,1963,1h 4m,Unrated,5.7,117
116. Paranoiac,https://www.imdb.com/title/tt0057401/?ref_=sr_t_116,1963,1h 20m,Not Rated,6.7,3.5K
