Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. The Sound of Music,https://www.imdb.com/title/tt0059742/?ref_=sr_t_1,1965,2h 52m,G,8.1,271K
2. Doctor Zhivago,https://www.imdb.com/title/tt0059113/?ref_=sr_t_2,1965,3h 17m,Approved,7.9,84K
3. Thunderball,https://www.imdb.com/title/tt0059800/?ref_=sr_t_3,1965,2h 10m,Approved,6.9,130K
4. For a Few Dollars More,https://www.imdb.com/title/tt0059578/?ref_=sr_t_4,1965,2h 12m,R,8.2,283K
5. War and Peace,https://www.imdb.com/title/tt0063794/?ref_=sr_t_5,1965,6h 33m,GP,8.3,8.7K
6. Chimes at Midnight,https://www.imdb.com/title/tt0059012/?ref_=sr_t_6,1965,1h 55m,Not Rated,7.6,11K
7. Pierrot le fou,https://www.imdb.com/title/tt0059592/?ref_=sr_t_7,1965,1h 50m,PG-13,7.4,38K
8. Alphaville,https://www.imdb.com/title/tt0058898/?ref_=sr_t_8,1965,1h 39m,Not Rated,7.0,29K
9. Red Beard,https://www.imdb.com/title/tt0058888/?ref_=sr_t_9,1965,3h 5m,Not Rated,8.3,22K
10. Major Dundee,https://www.imdb.com/title/tt0059418/?ref_=sr_t_10,1965,2h 3m,Approved,6.7,9.1K
11. I Knew Her Well,https://www.imdb.com/title/tt0060545/?ref_=sr_t_11,1965,1h 55m,Not Rated,7.6,3.3K
12. Six in Paris,https://www.imdb.com/title/tt0059565/?ref_=sr_t_12,1965,1h 35m,,6.7,1.5K
13. Shakespeare-Wallah,https://www.imdb.com/title/tt0059709/?ref_=sr_t_13,1965,2h,Not Rated,6.8,949
14. Who's Crazy?,https://www.imdb.com/title/tt4775814/?ref_=sr_t_14,1965,1h 13m,,5.8,53
15. The Greatest Story Ever Told,https://www.imdb.com/title/tt0059245/?ref_=sr_t_15,1965,4h 20m,G,6.6,12K
16. The Great Race,https://www.imdb.com/title/tt0059243/?ref_=sr_t_16,1965,2h 40m,Approved,7.2,20K
17. Village of the Giants,https://www.imdb.com/title/tt0059878/?ref_=sr_t_17,1965,1h 21m,Not Rated,3.7,2.8K
18. The Flight of the Phoenix,https://www.imdb.com/title/tt0059183/?ref_=sr_t_18,1965,2h 22m,Approved,7.5,23K
19. The Sons of Katie Elder,https://www.imdb.com/title/tt0059740/?ref_=sr_t_19,1965,2h 2m,Approved,7.1,20K
20. Battle of the Bulge,https://www.imdb.com/title/tt0058947/?ref_=sr_t_20,1965,2h 47m,Approved,6.8,18K
21. Frosty,https://www.imdb.com/title/tt0058374/?ref_=sr_t_21,1965,1h 24m,,6.3,5.7K
22. Cat Ballou,https://www.imdb.com/title/tt0059017/?ref_=sr_t_22,1965,1h 37m,Approved,6.7,17K
23. Sands of the Kalahari,https://www.imdb.com/title/tt0059675/?ref_=sr_t_23,1965,1h 59m,Approved,6.7,1.6K
24. Repulsion,https://www.imdb.com/title/tt0059646/?ref_=sr_t_24,1965,1h 45m,Not Rated,7.6,59K
25. Do Not Disturb,https://www.imdb.com/title/tt0059112/?ref_=sr_t_25,1965,1h 42m,Not Rated,5.8,1.9K
26. What's New Pussycat,https://www.imdb.com/title/tt0059903/?ref_=sr_t_26,1965,1h 48m,Approved,6.1,11K
27. In Harm's Way,https://www.imdb.com/title/tt0059309/?ref_=sr_t_27,1965,2h 45m,Approved,7.3,11K
28. Dear Brigitte,https://www.imdb.com/title/tt0059094/?ref_=sr_t_28,1965,1h 40m,Approved,6.3,1.9K
29. The Spy Who Came in from the Cold,https://www.imdb.com/title/tt0059749/?ref_=sr_t_29,1965,1h 52m,Approved,7.5,19K
"30. Faster, Pussycat! Kill! Kill!",https://www.imdb.com/title/tt0059170/?ref_=sr_t_30,1965,1h 23m,Not Rated,6.6,17K
31. The Collector,https://www.imdb.com/title/tt0059043/?ref_=sr_t_31,1965,1h 59m,Approved,7.5,12K
32. That Darn Cat!,https://www.imdb.com/title/tt0059793/?ref_=sr_t_32,1965,1h 56m,G,6.7,8.2K
33. Dr. Who and the Daleks,https://www.imdb.com/title/tt0059126/?ref_=sr_t_33,1965,1h 22m,Not Rated,5.6,5.5K
