Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. The Sound of Music,https://www.imdb.com/title/tt0059742/?ref_=sr_t_1,1965,2h 52m,G,8.1,271K,8200000.0,159484051.0,159287539.0,413497.0,['Robert Wise'],"['Georg Hurdalek', 'Howard Lindsay', 'Russel Crouse']","['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker']","['Classic Musical', 'Biography', 'Drama', 'Family', 'Musical', 'Romance']",['United States'],"['Felsenreitschule, Salzburg, Austria']","['Robert Wise Productions', 'Argyle Enterprises']","['English', 'German']",0,13,0,1965
2. Doctor Zhivago,https://www.imdb.com/title/tt0059113/?ref_=sr_t_2,1965,3h 17m,Approved,7.9,84K,11000000.0,111926200.0,111721910.0,,['David Lean'],"['Boris Pasternak', 'Robert Bolt']","['Omar Sharif', 'Julie Christie', 'Geraldine Chaplin']","['Romantic Epic', 'Tragedy', 'Drama', 'Romance', 'War']","['Italy', 'United Kingdom', 'United States']","['Morley Flats, Alberta, Canada']","['Metro-Goldwyn-Mayer (MGM)', 'Carlo Ponti Production', 'Sostar S.A.']","['English', 'Russian', 'French']",0,13,0,1965
3. Thunderball,https://www.imdb.com/title/tt0059800/?ref_=sr_t_3,1965,2h 10m,Approved,6.9,130K,9000000.0,63607066.0,63595658.0,,['Terence Young'],"['Richard Maibaum', 'John Hopkins', 'Jack Whittingham']","['Sean Connery', 'Claudine Auger', 'Adolfo Celi']","['Spy', 'Action', 'Adventure', 'Thriller']",['United Kingdom'],"['Sullivan Residence, Rock Point, Love Beach, off West Bay Street, North Shore, New Providence Island, Bahamas']",['Eon Productions'],"['English', 'French']",0,5,0,1965
4. For a Few Dollars More,https://www.imdb.com/title/tt0059578/?ref_=sr_t_4,1965,2h 12m,R,8.2,283K,600000.0,15000000.0,15000000.0,,['Sergio Leone'],"['Sergio Leone', 'Fulvio Morsella', 'Luciano Vincenzoni']","['Clint Eastwood', 'Lee Van Cleef', 'Gian Maria Volontè']","['One-Person Army Action', 'Spaghetti Western', 'Drama', 'Western']","['Italy', 'Spain', 'West Germany']","['Mini Hollywood, Tabernas, Almería, Andalucía, Spain']","['Produzioni Europee Associate (PEA)', 'Arturo González Producciones Cinematográficas', 'Constantin Film']","['Italian', 'English']",0,0,0,1965
5. War and Peace,https://www.imdb.com/title/tt0063794/?ref_=sr_t_5,1965,6h 33m,GP,8.3,8.7K,8000000.0,149485.0,148503.0,22976.0,['Sergey Bondarchuk'],"['Sergey Bondarchuk', 'Vasiliy Solovyov', 'Lev Tolstoy']","['Lyudmila Saveleva', 'Vyacheslav Tikhonov', 'Sergey Bondarchuk']","['Period Drama', 'War Epic', 'Drama', 'Romance', 'War']",['Soviet Union'],"['Borodino, Moskovskaya oblast, Russia']",['Mosfilm'],"['Russian', 'German', 'French']",0,3,0,1965
6. Chimes at Midnight,https://www.imdb.com/title/tt0059012/?ref_=sr_t_6,1965,1h 55m,Not Rated,7.6,11K,800000.0,126724.0,126724.0,13630.0,['Orson Welles'],"['William Shakespeare', 'Raphael Holinshed', 'Orson Welles']","['Orson Welles', 'Jeanne Moreau', 'Margaret Rutherford']","['Comedy', 'Drama', 'History', 'War']","['Spain', 'Switzerland', 'France']","['Pedraza, Segovia, Castilla y León, Spain']","['Internacional Films', 'Alpine Films']",['English'],0,2,1,1965
7. Pierrot le fou,https://www.imdb.com/title/tt0059592/?ref_=sr_t_7,1965,1h 50m,PG-13,7.4,38K,300000.0,148564.0,87011.0,7254.0,['Jean-Luc Godard'],"['Rémo Forlani', 'Jean-Luc Godard', 'Lionel White']","['Jean-Paul Belmondo', 'Anna Karina', 'Graziella Galvani']","['Crime', 'Drama', 'Romance']","['France', 'Italy']","[""L'Aygade, Hyères, Var, France""]","['Films Georges de Beauregard', 'Rome Paris Films', 'Société Nouvelle de Cinématographie (SNC)']","['French', 'English', 'Italian']",0,2,1,1965
8. Alphaville,https://www.imdb.com/title/tt0058898/?ref_=sr_t_8,1965,1h 39m,Not Rated,7.0,29K,220000.0,66076.0,47696.0,7298.0,['Jean-Luc Godard'],"['Jean-Luc Godard', 'Paul Éluard']","['Eddie Constantine', 'Anna Karina', 'Akim Tamiroff']","['Hard-boiled Detective', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']","['France', 'Italy']","['Esso tower, La Défense, Hauts-de-Seine, France']","['André Michelin Productions', 'Filmstudio', 'Chaumiane']","['French', 'English', 'Spanish']",0,0,0,1965
9. Red Beard,https://www.imdb.com/title/tt0058888/?ref_=sr_t_9,1965,3h 5m,Not Rated,8.3,22K,,51451.0,46808.0,15942.0,['Akira Kurosawa'],"['Masato Ide', 'Hideo Oguni', 'Ryûzô Kikushima']","['Toshirô Mifune', 'Yûzô Kayama', 'Tsutomu Yamazaki']","['Medical Drama', 'Drama']",['Japan'],"['Toho Studios, Tokyo, Japan']","['Kurosawa Production Co.', 'Toho']",['Japanese'],0,2,0,1965
10. Major Dundee,https://www.imdb.com/title/tt0059418/?ref_=sr_t_10,1965,2h 3m,Approved,6.7,9.1K,3800000.0,20807.0,20807.0,3520.0,['Sam Peckinpah'],"['Harry Julian Fink', 'Oscar Saul', 'Sam Peckinpah']","['Charlton Heston', 'Richard Harris', 'Jim Hutton']","['Adventure', 'Drama', 'War', 'Western']",['United States'],"['El Saltito waterfall, Nombre de Dios, Durango, Mexico']",['Jerry Bresler Productions'],"['English', 'French', 'Spanish']",0,0,0,1965
