Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Three Men and a Baby,https://www.imdb.com/title/tt0094137/?ref_=sr_t_1,1987,1h 42m,PG,6.1,59K,11000000.0,167780960.0,167780960.0,10384392.0,['Leonard Nimoy'],"['Coline Serreau', 'James Orr', 'Jim Cruickshank']","['Tom Selleck', 'Steve Guttenberg', 'Ted Danson']","['Comedy', 'Drama', 'Family']",['United States'],"['Scotia Plaza, Toronto, Ontario, Canada']","['Touchstone Pictures', 'Silver Screen Partners III', 'Interscope Communications']",['English'],0,2,0,1987
2. Fatal Attraction,https://www.imdb.com/title/tt0093010/?ref_=sr_t_2,1987,1h 59m,R,6.9,103K,14000000.0,320145693.0,156645693.0,7602740.0,['Adrian Lyne'],['James Dearden'],"['Michael Douglas', 'Glenn Close', 'Anne Archer']","['Erotic Thriller', 'Psychological Thriller', 'Drama', 'Thriller']",['United States'],"['135 Mianus River Road, Bedford, New York, USA']",['Paramount Pictures'],['English'],0,24,6,1987
3. Beverly Hills Cop II,https://www.imdb.com/title/tt0092644/?ref_=sr_t_3,1987,1h 43m,R,6.6,142K,27000000.0,299965036.0,153665036.0,26348555.0,['Tony Scott'],"['Danilo Bach', 'Daniel Petrie Jr.', 'Eddie Murphy']","['Eddie Murphy', 'Judge Reinhold', 'Jürgen Prochnow']","['Buddy Cop', 'Action', 'Comedy', 'Crime', 'Thriller']",['United States'],"['Acapulco - 385 North La Cienega Boulevard, Hollywood, Los Angeles, California, USA']","['Paramount Pictures', 'Don Simpson/Jerry Bruckheimer Films', 'Eddie Murphy Productions']",['English'],0,6,1,1987
"4. Good Morning, Vietnam",https://www.imdb.com/title/tt0093105/?ref_=sr_t_4,1987,2h 1m,R,7.3,158K,13000000.0,123923090.0,123922370.0,194308.0,['Barry Levinson'],"['Mitch Markowitz', 'Adrian Cronauer']","['Robin Williams', 'Forest Whitaker', 'Tom T. Tran']","['Dark Comedy', 'Biography', 'Comedy', 'Drama', 'War']",['United States'],"['Bangkok, Thailand']","['Touchstone Pictures', 'Silver Screen Partners III', 'Rollins, Morra & Brezner']",['English'],0,4,1,1987
5. Moonstruck,https://www.imdb.com/title/tt0093565/?ref_=sr_t_5,1987,1h 42m,PG,7.2,72K,15000000.0,80644712.0,80640528.0,127599.0,['Norman Jewison'],['John Patrick Shanley'],"['Cher', 'Nicolas Cage', 'Olympia Dukakis']","['Romantic Comedy', 'Comedy', 'Drama', 'Romance']",['United States'],"['19 Cranberry Street, Brooklyn, New York City, New York, USA']","['Metro-Goldwyn-Mayer (MGM)', 'Star Partners']","['English', 'Italian', 'Latin']",0,19,0,1987
6. The Untouchables,https://www.imdb.com/title/tt0094226/?ref_=sr_t_6,1987,1h 59m,R,7.8,339K,25000000.0,76272360.0,76270454.0,10023094.0,['Brian De Palma'],"['David Mamet', 'Oscar Fraley', 'Eliot Ness']","['Kevin Costner', 'Sean Connery', 'Robert De Niro']","['Cop Drama', 'Gangster', 'Period Drama', 'Police Procedural', 'Crime', 'Drama', 'Thriller']",['United States'],"['Roosevelt University - 430 S. Michigan Avenue, Downtown, Chicago, Illinois, USA']",['Paramount Pictures'],['English'],0,18,0,1987
7. The Secret of My Success,https://www.imdb.com/title/tt0093936/?ref_=sr_t_7,1987,1h 51m,PG-13,6.5,38K,12000000.0,110996879.0,66995879.0,7766452.0,['Herbert Ross'],"['Jim Cash', 'Jack Epps Jr.', 'AJ Carothers']","['Michael J. Fox', 'Helen Slater', 'Richard Jordan']","['Comedy', 'Romance']",['United States'],"['919 Third Avenue, New York City, New York, USA']","['Rastar Pictures', 'Universal Pictures']",['English'],0,0,0,1987
8. Stakeout,https://www.imdb.com/title/tt0094025/?ref_=sr_t_8,1987,1h 57m,R,6.7,29K,14500000.0,65673233.0,65673233.0,5170403.0,['John Badham'],['Jim Kouf'],"['Richard Dreyfuss', 'Emilio Estevez', 'Madeleine Stowe']","['Buddy Cop', 'Action', 'Comedy', 'Crime', 'Thriller']",['United States'],"['810 Millbank, Vancouver, British Columbia, Canada']","['Touchstone Pictures', 'Silver Screen Partners II', 'Cinderella']",['English'],0,0,0,1987
9. Lethal Weapon,https://www.imdb.com/title/tt0093409/?ref_=sr_t_9,1987,1h 49m,R,7.6,283K,15000000.0,120207127.0,65207127.0,6829949.0,['Richard Donner'],"['Shane Black', 'Jeffrey Boam']","['Mel Gibson', 'Danny Glover', 'Gary Busey']","['Action', 'Crime', 'Thriller']",['United States'],"['2817 Via Segovia, Palos Verdes Peninsula, California, USA']","['Warner Bros.', 'Silver Pictures']",['English'],0,3,1,1987
10. Dirty Dancing,https://www.imdb.com/title/tt0092890/?ref_=sr_t_10,1987,1h 40m,PG-13,7.1,265K,6000000.0,214577242.0,64577242.0,3900000.0,['Emile Ardolino'],['Eleanor Bergstein'],"['Patrick Swayze', 'Jennifer Grey', 'Jerry Orbach']","['Coming-of-Age', 'Feel-Good Romance', 'Teen Romance', 'Drama', 'Music', 'Romance']",['United States'],"['Mountain Lake Resort - 115 Hotel Circle, Pembroke, Virginia, USA']","['Great American Films Limited Partnership', 'Vestron Pictures']",['English'],0,9,0,1987
