Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Who's Afraid of Virginia Woolf?,https://www.imdb.com/title/tt0061184/?ref_=sr_t_1,1966,2h 11m,Approved,8.0,82K
"2. The Good, the Bad and the Ugly",https://www.imdb.com/title/tt0060196/?ref_=sr_t_2,1966,2h 58m,R,8.8,837K
3. The Battle of Algiers,https://www.imdb.com/title/tt0058946/?ref_=sr_t_3,1966,2h 1m,Not Rated,8.1,69K
4. Masculine Feminine,https://www.imdb.com/title/tt0060675/?ref_=sr_t_4,1966,1h 43m,Not Rated,7.4,18K
5. Andrei Rublev,https://www.imdb.com/title/tt0060107/?ref_=sr_t_5,1966,3h 9m,R,8.0,58K
6. Made in U.S.A,https://www.imdb.com/title/tt0060647/?ref_=sr_t_6,1966,1h 30m,Not Rated,6.2,4.7K
7. Au hasard Balthazar,https://www.imdb.com/title/tt0060138/?ref_=sr_t_7,1966,1h 35m,Not Rated,7.7,24K
8. The Nun,https://www.imdb.com/title/tt0060891/?ref_=sr_t_8,1966,2h 20m,GP,7.5,3.3K
9. Django,https://www.imdb.com/title/tt0060315/?ref_=sr_t_9,1966,1h 31m,R,7.2,32K
10. King of Hearts,https://www.imdb.com/title/tt0060908/?ref_=sr_t_10,1966,1h 42m,Not Rated,7.3,4.5K
11. Time to Die,https://www.imdb.com/title/tt0059803/?ref_=sr_t_11,1966,1h 30m,,7.4,575
12. Daisies,https://www.imdb.com/title/tt0060959/?ref_=sr_t_12,1966,1h 15m,Not Rated,7.2,16K
13. The Endless Summer,https://www.imdb.com/title/tt0060371/?ref_=sr_t_13,1966,1h 35m,Not Rated,7.6,6.5K
14. Fahrenheit 451,https://www.imdb.com/title/tt0060390/?ref_=sr_t_14,1966,1h 52m,Not Rated,7.2,46K
15. El Dorado,https://www.imdb.com/title/tt0061619/?ref_=sr_t_15,1966,2h 6m,Approved,7.5,32K
16. Blow-Up,https://www.imdb.com/title/tt0060176/?ref_=sr_t_16,1966,1h 51m,Not Rated,7.4,70K
17. Persona,https://www.imdb.com/title/tt0060827/?ref_=sr_t_17,1966,1h 23m,Not Rated,8.0,134K
18. The Sand Pebbles,https://www.imdb.com/title/tt0060934/?ref_=sr_t_18,1966,3h 2m,Approved,7.5,17K
19. One Million Years B.C.,https://www.imdb.com/title/tt0060782/?ref_=sr_t_19,1966,1h 32m,Approved,5.7,9.9K
20. The Chase,https://www.imdb.com/title/tt0060232/?ref_=sr_t_20,1966,2h 14m,Approved,7.1,14K
21. The Night of the Grizzly,https://www.imdb.com/title/tt0060754/?ref_=sr_t_21,1966,1h 42m,G,6.5,1.6K
22. The Professionals,https://www.imdb.com/title/tt0060862/?ref_=sr_t_22,1966,1h 57m,PG-13,7.3,19K
23. Fantastic Voyage,https://www.imdb.com/title/tt0060397/?ref_=sr_t_23,1966,1h 40m,PG,6.8,21K
24. Duel at Diablo,https://www.imdb.com/title/tt0060355/?ref_=sr_t_24,1966,1h 43m,Approved,6.5,4.4K
25. The Trouble with Angels,https://www.imdb.com/title/tt0061122/?ref_=sr_t_25,1966,1h 52m,PG,7.3,6K
26. How to Steal a Million,https://www.imdb.com/title/tt0060522/?ref_=sr_t_26,1966,2h 3m,Approved,7.5,31K
27. A Man for All Seasons,https://www.imdb.com/title/tt0060665/?ref_=sr_t_27,1966,2h,G,7.7,38K
