Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. One Hundred and One Dalmatians,https://www.imdb.com/title/tt0055254/?ref_=sr_t_1,1961,1h 19m,G,7.3,187K,4000000.0,215880014.0,144880014.0,2389226.0,"['Clyde Geronimi', 'Hamilton Luske', 'Wolfgang Reitherman']","['Bill Peet', 'Dodie Smith']","['Rod Taylor', 'Betty Lou Gerson', ""J. Pat O'Malley""]","['Animal Adventure', 'Hand-Drawn Animation', 'Quest', 'Slapstick', 'Adventure', 'Animation', 'Comedy', 'Family']",['United States'],"['Walt Disney Studios, 500 South Buena Vista Street, Burbank, California, USA']","['Walt Disney Animation Studios', 'Walt Disney Productions']",['English'],0,0,0,1961
2. West Side Story,https://www.imdb.com/title/tt0055614/?ref_=sr_t_2,1961,2h 33m,Approved,7.6,123K,6000000.0,44135556.0,44055492.0,207145.0,"['Jerome Robbins', 'Robert Wise']","['Ernest Lehman', 'Arthur Laurents', 'Jerome Robbins']","['Natalie Wood', 'George Chakiris', 'Richard Beymer']","['Classic Musical', 'Pop Musical', 'Tragedy', 'Crime', 'Drama', 'Musical', 'Romance']",['United States'],"['110th Street, Manhattan, New York City, New York, USA']","['The Mirisch Corporation', 'Seven Arts Productions']","['English', 'Spanish']",0,11,0,1961
3. Seong Chun-hyang,https://www.imdb.com/title/tt0390466/?ref_=sr_t_3,1961,2h,,6.2,78,80000000.0,798977.0,798977.0,16187.0,['Shin Sang-ok'],['Hee-jae Lim'],"['Choi Eun-hie', 'Kim Jin-kyu', 'Kum-Bong Do']","['Drama', 'Musical', 'Romance']",['South Korea'],[],['Shin Films'],['Korean'],0,0,0,1961
4. Last Year at Marienbad,https://www.imdb.com/title/tt0054632/?ref_=sr_t_4,1961,1h 34m,Not Rated,7.6,26K,,223111.0,207917.0,15485.0,['Alain Resnais'],['Alain Robbe-Grillet'],"['Delphine Seyrig', 'Giorgio Albertazzi', 'Sacha Pitoëff']","['Psychological Drama', 'Drama', 'Mystery', 'Romance']","['France', 'Italy']","['Nymphenburg Palace, Munich, Bavaria, Germany']","['Cocinor', 'Terra Film', 'Cormoran Films']",['French'],0,5,1,1961
5. Lola,https://www.imdb.com/title/tt0055093/?ref_=sr_t_5,1961,1h 30m,Not Rated,7.4,7.9K,,103951.0,103951.0,,['Jacques Demy'],['Jacques Demy'],"['Anouk Aimée', 'Marc Michel', 'Jacques Harden']","['Drama', 'Romance']","['France', 'Italy']","['La Baule, Loire-Atlantique, France']",['Rome Paris Films'],"['French', 'English']",0,3,2,1961
6. A Woman Is a Woman,https://www.imdb.com/title/tt0055572/?ref_=sr_t_6,1961,1h 24m,Not Rated,7.3,20K,160000.0,101747.0,100665.0,13213.0,['Jean-Luc Godard'],"['Geneviève Cluny', 'Jean-Luc Godard']","['Anna Karina', 'Jean-Claude Brialy', 'Jean-Paul Belmondo']","['Comedy', 'Drama', 'Romance']","['France', 'Italy']","['Porte St Denis, Rue du Faubourg St Denis, Paris, France']","['Euro International Films', 'Rome Paris Films']",['French'],0,2,0,1961
"7. Léon Morin, Priest",https://www.imdb.com/title/tt0055082/?ref_=sr_t_7,1961,1h 57m,Not Rated,7.5,5.9K,,72908.0,72078.0,9515.0,['Jean-Pierre Melville'],"['Béatrix Beck', 'Jean-Pierre Melville']","['Jean-Paul Belmondo', 'Emmanuelle Riva', 'Irène Tunc']","['Drama', 'Romance', 'War']","['France', 'Italy']","[""Montfort-l'Amaury, Yvelines, France""]","['Concordia Compagnia Cinematografica', 'Rome Paris Films']","['French', 'English', 'German']",0,0,1,1961
8. A Difficult Life,https://www.imdb.com/title/tt0055602/?ref_=sr_t_8,1961,1h 58m,Not Rated,8.0,2.3K,,71630.0,71630.0,9167.0,['Dino Risi'],['Rodolfo Sonego'],"['Alberto Sordi', 'Lea Massari', 'Franco Fabrizi']","['Comedy', 'Drama', 'War']",['Italy'],"['Lenno, Lombardy, Italy']",['Dino de Laurentiis Cinematografica'],"['Italian', 'German', 'English']",0,3,0,1961
9. Yojimbo,https://www.imdb.com/title/tt0055630/?ref_=sr_t_9,1961,1h 50m,Not Rated,8.2,136K,,67338.0,46808.0,15942.0,['Akira Kurosawa'],"['Akira Kurosawa', 'Ryûzô Kikushima']","['Toshirô Mifune', 'Eijirô Tôno', 'Tatsuya Nakadai']","['One-Person Army Action', 'Period Drama', 'Samurai', 'Action', 'Drama', 'Thriller']",['Japan'],"['Toho Studios, Tokyo, Japan']","['Kurosawa Production Co.', 'Sammy', 'Toho']",['Japanese'],0,2,1,1961
10. La Notte,https://www.imdb.com/title/tt0054130/?ref_=sr_t_10,1961,2h 2m,Not Rated,7.9,25K,,40703.0,39236.0,10547.0,['Michelangelo Antonioni'],"['Michelangelo Antonioni', 'Ennio Flaiano', 'Tonino Guerra']","['Jeanne Moreau', 'Marcello Mastroianni', 'Monica Vitti']",['Drama'],"['Italy', 'France']","['Milan, Lombardia, Italy']","['Nepi Film', 'Sofitedip', 'Silver Films']","['Italian', 'English', 'French']",0,4,0,1961
