Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. 2001: A Space Odyssey,https://www.imdb.com/title/tt0062622/?ref_=sr_t_1,1968,2h 29m,G,8.3,742K,12000000.0,66778448.0,60481243.0,202759.0,['Stanley Kubrick'],"['Stanley Kubrick', 'Arthur C. Clarke']","['Keir Dullea', 'Gary Lockwood', 'William Sylvester']","['Adventure Epic', 'Artificial Intelligence', 'Sci-Fi Epic', 'Space Sci-Fi', 'Adventure', 'Sci-Fi']","['United Kingdom', 'United States']","['Isle of Harris, Western Isles, Scotland, UK']","['Metro-Goldwyn-Mayer (MGM)', 'Stanley Kubrick Productions']","['English', 'Russian', 'French']",0,14,0,1968
2. Funny Girl,https://www.imdb.com/title/tt0062994/?ref_=sr_t_2,1968,2h 31m,G,7.4,26K,14100000.0,52225786.0,52223306.0,65560.0,['William Wyler'],['Isobel Lennart'],"['Barbra Streisand', 'Omar Sharif', 'Kay Medford']","['Classic Musical', 'Slapstick', 'Biography', 'Comedy', 'Drama', 'Musical', 'Romance']",['United States'],"['Jersey Central Railway Station, Jersey City, New Jersey, USA']","['Columbia Pictures', 'Rastar Productions']",['English'],0,16,0,1968
3. The Odd Couple,https://www.imdb.com/title/tt0063374/?ref_=sr_t_3,1968,1h 45m,G,7.6,38K,1200000.0,44527234.0,44527234.0,,['Gene Saks'],['Neil Simon'],"['Jack Lemmon', 'Walter Matthau', 'John Fiedler']","['Buddy Comedy', 'Comedy']",['United States'],"['The Dorchester Apartments - 131 Riverside Drive at 85th Street, New York City, New York, USA']",['Paramount Pictures'],['English'],0,9,2,1968
4. Planet of the Apes,https://www.imdb.com/title/tt0063442/?ref_=sr_t_4,1968,1h 52m,G,8.0,203K,5800000.0,32600372.0,32589624.0,,['Franklin J. Schaffner'],"['Michael Wilson', 'Rod Serling', 'Pierre Boulle']","['Charlton Heston', 'Roddy McDowall', 'Kim Hunter']","['Dystopian Sci-Fi', 'Sci-Fi Epic', 'Space Sci-Fi', 'Time Travel', 'Adventure', 'Sci-Fi']",['United States'],"['Lake Powell, Utah, USA']","['APJAC Productions', 'Twentieth Century Fox']",['English'],0,5,2,1968
5. Hang 'Em High,https://www.imdb.com/title/tt0061747/?ref_=sr_t_5,1968,1h 54m,Approved,7.0,45K,1600000.0,11000000.0,11000000.0,,['Ted Post'],"['Leonard Freeman', 'Mel Goldberg']","['Clint Eastwood', 'Inger Stevens', 'Pat Hingle']","['Legal Drama', 'One-Person Army Action', 'Drama', 'Western']",['United States'],"['Quartzsite, Arizona, USA']","['Leonard Freeman Production', 'The Malpaso Company']",['English'],0,0,0,1968
6. Chitty Chitty Bang Bang,https://www.imdb.com/title/tt0062803/?ref_=sr_t_6,1968,2h 24m,G,6.9,52K,10000000.0,7500578.0,7500000.0,,['Ken Hughes'],"['Ian Fleming', 'Roald Dahl', 'Ken Hughes']","['Dick Van Dyke', 'Sally Ann Howes', 'Lionel Jeffries']","['Globetrotting Adventure', 'Adventure', 'Family', 'Fantasy', 'Musical']",['United Kingdom'],"['Cobstone Windmill, Turville, Buckinghamshire, England, UK']","['Dramatic Features', 'Warfield']","['English', 'German', 'French', 'Latin']",0,0,1,1968
7. Where Eagles Dare,https://www.imdb.com/title/tt0065207/?ref_=sr_t_7,1968,2h 38m,M,7.6,65K,7700000.0,7100435.0,7100000.0,,['Brian G. Hutton'],['Alistair MacLean'],"['Richard Burton', 'Clint Eastwood', 'Mary Ure']","['Spy', 'War Epic', 'Action', 'Adventure', 'War']","['United States', 'United Kingdom']","['Burg Hohenwerfen, Burgstraße 2, 5450 Werfen, Austria']","['Gershwin-Kastner Productions', 'Winkast Film Productions']","['English', 'German']",0,3,0,1968
8. Once Upon a Time in the West,https://www.imdb.com/title/tt0064116/?ref_=sr_t_8,1968,2h 46m,PG-13,8.5,361K,5000000.0,5435312.0,5321508.0,,['Sergio Leone'],"['Sergio Donati', 'Sergio Leone', 'Dario Argento']","['Henry Fonda', 'Charles Bronson', 'Claudia Cardinale']","['Desert Adventure', 'Spaghetti Western', 'Western Epic', 'Drama', 'Western']","['Italy', 'United States']","['Monument Valley, Arizona, USA']","['Rafran Cinematografica', 'San Marco', 'Paramount Pictures']","['Italian', 'English', 'Spanish']",0,5,0,1968
9. Coogan's Bluff,https://www.imdb.com/title/tt0062824/?ref_=sr_t_9,1968,1h 34m,Approved,6.4,20K,1500000.0,3110000.0,3110000.0,,['Don Siegel'],"['Herman Miller', 'Dean Riesner', 'Howard Rodman']","['Clint Eastwood', 'Lee J. Cobb', 'Susan Clark']","['Action', 'Crime', 'Thriller']",['United States'],"['The Cloisters Museum, West 193rd Street, Fort Tryon Park, Manhattan, New York City, New York, USA']","['Universal Pictures', 'The Malpaso Company']",['English'],0,0,0,1968
10. Yellow Submarine,https://www.imdb.com/title/tt0063823/?ref_=sr_t_10,1968,1h 25m,G,7.4,29K,250000.0,1273261.0,992305.0,107105.0,['George Dunning'],"['Lee Minoff', 'John Lennon', 'Paul McCartney']","['Paul McCartney', 'George Harrison', 'Ringo Starr']","['Adult Animation', 'Hand-Drawn Animation', 'Jukebox Musical', 'Rock Musical', 'Sea Adventure', 'Adventure', 'Animation', 'Comedy', 'Fantasy', 'Musical']","['United Kingdom', 'United States']","['Studios of TVC London, London, England, UK']","['Apple Corps', 'King Features Syndicate', 'TVC London']",['English'],0,2,0,1968
