Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Beauty and the Beast,https://www.imdb.com/title/tt0101414/?ref_=sr_t_1,1991,1h 24m,G,8.0,488K,25000000.0,451291298.0,218967620.0,162146.0,"['Gary Trousdale', 'Kirk Wise']","['Linda Woolverton', 'Brenda Chapman', 'Chris Sanders']","[""Paige O'Hara"", 'Robby Benson', 'Jesse Corti']","['Dark Fantasy', 'Fairy Tale', 'Fantasy Epic', 'Hand-Drawn Animation', 'Romantic Epic', 'Animation', 'Family', 'Fantasy', 'Musical', 'Romance']","['United States', 'Japan']","['Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA']","['Walt Disney Pictures', 'Silver Screen Partners IV', 'Walt Disney Animation Studios']","['English', 'French']",0,32,0,1991
2. Terminator 2: Judgment Day,https://www.imdb.com/title/tt0103064/?ref_=sr_t_2,1991,2h 17m,R,8.6,1.2M,102000000.0,517778573.0,205881154.0,31765506.0,['James Cameron'],"['James Cameron', 'William Wisher']","['Arnold Schwarzenegger', 'Linda Hamilton', 'Edward Furlong']","['Action Epic', 'Artificial Intelligence', 'Cyberpunk', 'Dystopian Sci-Fi', 'Sci-Fi Epic', 'Time Travel', 'Action', 'Adventure', 'Sci-Fi']","['United States', 'France']","['Bayside Parkway & Gateway Boulevard, Fremont, California, USA']","['Carolco Pictures', 'Pacific Western', 'Lightstorm Entertainment']","['English', 'Spanish']",0,33,0,1991
3. Robin Hood: Prince of Thieves,https://www.imdb.com/title/tt0102798/?ref_=sr_t_3,1991,2h 23m,PG-13,6.9,213K,48000000.0,390493908.0,165493908.0,25625602.0,['Kevin Reynolds'],"['Pen Densham', 'John Watson']","['Kevin Costner', 'Morgan Freeman', 'Mary Elizabeth Mastrantonio']","['Swashbuckler', 'Action', 'Adventure', 'Drama', 'Romance']",['United States'],"[""Hadrian's Wall, England, UK""]","['Warner Bros.', 'Morgan Creek Entertainment']","['English', 'Arabic']",0,24,1,1991
4. The Silence of the Lambs,https://www.imdb.com/title/tt0102926/?ref_=sr_t_4,1991,1h 58m,R,8.6,1.6M,19000000.0,272742922.0,130742922.0,13766814.0,['Jonathan Demme'],"['Thomas Harris', 'Ted Tally']","['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn']","['Police Procedural', 'Psychological Drama', 'Psychological Thriller', 'Serial Killer', 'Crime', 'Drama', 'Thriller']",['United States'],"['Bimini Airport, South Bimini Island, Bimini Islands, Bahamas']","['Strong Heart/Demme Production', 'Orion Pictures']","['English', 'Latin']",0,50,0,1991
5. City Slickers,https://www.imdb.com/title/tt0101587/?ref_=sr_t_5,1991,1h 53m,PG-13,6.8,65K,27000000.0,179033791.0,124033791.0,13032121.0,['Ron Underwood'],"['Lowell Ganz', 'Babaloo Mandel']","['Billy Crystal', 'Jack Palance', 'Daniel Stern']","['Buddy Comedy', 'Contemporary Western', 'High-Concept Comedy', 'Comedy', 'Western']",['United States'],"['Ghost Ranch, Abiquiu, New Mexico, USA']","['Castle Rock Entertainment', 'Nelson Entertainment', 'Face Productions']",['English'],0,7,0,1991
6. Hook,https://www.imdb.com/title/tt0102057/?ref_=sr_t_6,1991,2h 22m,PG,6.8,279K,70000000.0,300854823.0,119654823.0,13522535.0,['Steven Spielberg'],"['J.M. Barrie', 'James V. Hart', 'Nick Castle']","['Dustin Hoffman', 'Robin Williams', 'Julia Roberts']","['Fairy Tale', 'Parody', 'Swashbuckler', 'Adventure', 'Comedy', 'Family', 'Fantasy']",['United States'],"[""Kaua'i, Hawaii, USA""]","['TriStar Pictures', 'Amblin Entertainment', 'Allied Stars Ltd.']",['English'],0,24,5,1991
7. The Addams Family,https://www.imdb.com/title/tt0101272/?ref_=sr_t_7,1991,1h 39m,PG-13,6.9,189K,30000000.0,191502426.0,113502426.0,24203754.0,['Barry Sonnenfeld'],"['Charles Addams', 'Caroline Thompson', 'Larry Wilson']","['Anjelica Huston', 'Raul Julia', 'Christopher Lloyd']","['Dark Comedy', 'Satire', 'Supernatural Fantasy', 'Comedy', 'Fantasy']",['United States'],"['Toluca Lake, Los Angeles, California, USA']","['Orion Pictures', 'Paramount Pictures', 'Scott Rudin Productions']","['English', 'Italian', 'French']",0,23,1,1991
8. Sleeping with the Enemy,https://www.imdb.com/title/tt0102945/?ref_=sr_t_8,1991,1h 39m,R,6.3,67K,19000000.0,174999005.0,101599005.0,13777943.0,['Joseph Ruben'],"['Nancy Price', 'Ron Bass']","['Julia Roberts', 'Patrick Bergin', 'Kevin Anderson']","['Psychological Thriller', 'Drama', 'Thriller']",['United States'],"['Abbeville, South Carolina, USA']",['Twentieth Century Fox'],['English'],0,4,0,1991
9. Father of the Bride,https://www.imdb.com/title/tt0101862/?ref_=sr_t_9,1991,1h 45m,PG,6.6,87K,20000000.0,89325780.0,89325780.0,7031146.0,['Charles Shyer'],"['Frances Goodrich', 'Albert Hackett', 'Nancy Meyers']","['Steve Martin', 'Diane Keaton', 'Martin Short']","['Romantic Comedy', 'Comedy', 'Family', 'Romance']",['United States'],"['843 S. El Molino Avenue, Pasadena, California, USA']","['Touchstone Pictures', 'Touchwood Pacific Partners 1', 'Sandollar Productions']",['English'],0,5,0,1991
10. The Naked Gun 2½: The Smell of Fear,https://www.imdb.com/title/tt0102510/?ref_=sr_t_10,1991,1h 25m,PG-13,6.9,125K,23000000.0,86930411.0,86930411.0,20817139.0,['David Zucker'],"['Jim Abrahams', 'David Zucker', 'Jerry Zucker']","['Leslie Nielsen', 'Priscilla Presley', 'George Kennedy']","['Parody', 'Slapstick', 'Comedy', 'Crime']",['United States'],"['1400 Tower Grove Drive, Beverly Hills, California, USA']",['Paramount Pictures'],"['English', 'Spanish']",0,0,0,1991
11. Fried Green Tomatoes,https://www.imdb.com/title/tt0101921/?ref_=sr_t_11,1991,2h 10m,PG-13,7.7,86K,11000000.0,119418501.0,82418501.0,105317.0,['Jon Avnet'],"['Fannie Flagg', 'Carol Sobieski']","['Kathy Bates', 'Jessica Tandy', 'Mary Stuart Masterson']","['Period Drama', 'Drama']",['United States'],"['Senoia, Georgia, USA']","['Universal Pictures', 'Act III Communications', 'Avnet/Kerner Productions']",['English'],0,12,2,1991
12. Cape Fear,https://www.imdb.com/title/tt0101540/?ref_=sr_t_12,1991,2h 8m,R,7.3,223K,35000000.0,182291969.0,79091969.0,10261025.0,['Martin Scorsese'],"['John D. MacDonald', 'James R. Webb', 'Wesley Strick']","['Robert De Niro', 'Nick Nolte', 'Jessica Lange']","['Psychological Thriller', 'Crime', 'Thriller']",['United States'],"['Savannah, Georgia, USA']","['Amblin Entertainment', 'Cappa Films', 'Tribeca Productions']",['English'],0,21,2,1991
13. Teenage Mutant Ninja Turtles II: The Secret of the Ooze,https://www.imdb.com/title/tt0103060/?ref_=sr_t_13,1991,1h 28m,PG,6.0,62K,25000000.0,78656813.0,78656813.0,20030473.0,['Michael Pressman'],"['Kevin Eastman', 'Peter Laird', 'Todd W. Langen']","['Paige Turco', 'David Warner', 'Michelan Sisti']","['Animal Adventure', 'Superhero', 'Teen Adventure', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']","['Hong Kong', 'United States']","['EUE/Screen Gems Studios - 1223 N 23rd Street, Wilmington, North Carolina, USA']","['Golden Harvest Company', 'Golden Movies International', 'Northshore Investments Ltd.']",['English'],0,0,0,1991
14. Backdraft,https://www.imdb.com/title/tt0101393/?ref_=sr_t_14,1991,2h 17m,R,6.7,90K,40000000.0,152368585.0,77868585.0,12686200.0,['Ron Howard'],['Gregory Widen'],"['Kurt Russell', 'William Baldwin', 'Robert De Niro']","['Action', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Chicago Firehouse Restaurant, 1401 S. Michigan Avenue, Chicago, Illinois, USA']","['Imagine Entertainment', 'Trilogy Entertainment Group']",['English'],0,11,3,1991
15. Star Trek VI: The Undiscovered Country,https://www.imdb.com/title/tt0102975/?ref_=sr_t_15,1991,1h 50m,PG,7.2,82K,30000000.0,96888996.0,74888996.0,18162837.0,['Nicholas Meyer'],"['Gene Roddenberry', 'Leonard Nimoy', 'Lawrence Konner']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']","['Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']",['United States'],"['Knik Glacier, Chugach State Park, Anchorage, Alaska, USA']",['Paramount Pictures'],"['English', 'Klingon']",0,9,2,1991
16. The Prince of Tides,https://www.imdb.com/title/tt0102713/?ref_=sr_t_16,1991,2h 12m,R,6.8,20K,30000000.0,74787599.0,74787599.0,10035412.0,['Barbra Streisand'],"['Pat Conroy', 'Becky Johnston']","['Barbra Streisand', 'Nick Nolte', 'Blythe Danner']","['Drama', 'Romance']",['United States'],"['Beaufort, South Carolina, USA']","['Columbia Pictures', 'Barwood Films', 'Longfellow Pictures']",['English'],0,18,7,1991
