Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Beauty and the Beast,https://www.imdb.com/title/tt0101414/?ref_=sr_t_1,1991,1h 24m,G,8.0,488K
2. Terminator 2: Judgment Day,https://www.imdb.com/title/tt0103064/?ref_=sr_t_2,1991,2h 17m,R,8.6,1.2M
3. Robin Hood: Prince of Thieves,https://www.imdb.com/title/tt0102798/?ref_=sr_t_3,1991,2h 23m,PG-13,6.9,213K
4. The Silence of the Lambs,https://www.imdb.com/title/tt0102926/?ref_=sr_t_4,1991,1h 58m,R,8.6,1.6M
5. City Slickers,https://www.imdb.com/title/tt0101587/?ref_=sr_t_5,1991,1h 53m,PG-13,6.8,65K
6. Hook,https://www.imdb.com/title/tt0102057/?ref_=sr_t_6,1991,2h 22m,PG,6.8,279K
7. The Addams Family,https://www.imdb.com/title/tt0101272/?ref_=sr_t_7,1991,1h 39m,PG-13,6.9,189K
8. Sleeping with the Enemy,https://www.imdb.com/title/tt0102945/?ref_=sr_t_8,1991,1h 39m,R,6.3,67K
9. Father of the Bride,https://www.imdb.com/title/tt0101862/?ref_=sr_t_9,1991,1h 45m,PG,6.6,87K
10. The Naked Gun 2½: The Smell of Fear,https://www.imdb.com/title/tt0102510/?ref_=sr_t_10,1991,1h 25m,PG-13,6.9,125K
11. Fried Green Tomatoes,https://www.imdb.com/title/tt0101921/?ref_=sr_t_11,1991,2h 10m,PG-13,7.7,86K
12. Cape Fear,https://www.imdb.com/title/tt0101540/?ref_=sr_t_12,1991,2h 8m,R,7.3,223K
13. Teenage Mutant Ninja Turtles II: The Secret of the Ooze,https://www.imdb.com/title/tt0103060/?ref_=sr_t_13,1991,1h 28m,PG,6.0,62K
14. Backdraft,https://www.imdb.com/title/tt0101393/?ref_=sr_t_14,1991,2h 17m,R,6.7,90K
15. Star Trek VI: The Undiscovered Country,https://www.imdb.com/title/tt0102975/?ref_=sr_t_15,1991,1h 50m,PG,7.2,82K
16. The Prince of Tides,https://www.imdb.com/title/tt0102713/?ref_=sr_t_16,1991,2h 12m,R,6.8,20K
17. JFK,https://www.imdb.com/title/tt0102138/?ref_=sr_t_17,1991,3h 9m,R,8.0,174K
18. Hot Shots!,https://www.imdb.com/title/tt0102059/?ref_=sr_t_18,1991,1h 25m,PG-13,6.7,119K
19. What About Bob?,https://www.imdb.com/title/tt0103241/?ref_=sr_t_19,1991,1h 39m,PG,7.0,76K
20. The Last Boy Scout,https://www.imdb.com/title/tt0102266/?ref_=sr_t_20,1991,1h 45m,R,7.0,115K
21. My Girl,https://www.imdb.com/title/tt0102492/?ref_=sr_t_21,1991,1h 42m,PG,6.9,92K
22. Boyz n the Hood,https://www.imdb.com/title/tt0101507/?ref_=sr_t_22,1991,1h 52m,R,7.8,160K
23. Doc Hollywood,https://www.imdb.com/title/tt0101745/?ref_=sr_t_23,1991,1h 44m,PG-13,6.3,41K
24. Bugsy,https://www.imdb.com/title/tt0101516/?ref_=sr_t_24,1991,2h 16m,R,6.8,32K
25. New Jack City,https://www.imdb.com/title/tt0102526/?ref_=sr_t_25,1991,1h 37m,R,6.6,40K
26. The Rocketeer,https://www.imdb.com/title/tt0102803/?ref_=sr_t_26,1991,1h 48m,PG,6.6,63K
27. Thelma & Louise,https://www.imdb.com/title/tt0103074/?ref_=sr_t_27,1991,2h 10m,R,7.6,180K
28. Point Break,https://www.imdb.com/title/tt0102685/?ref_=sr_t_28,1991,2h 2m,R,7.3,210K
29. Regarding Henry,https://www.imdb.com/title/tt0102768/?ref_=sr_t_29,1991,1h 48m,PG-13,6.7,35K
30. The Fisher King,https://www.imdb.com/title/tt0101889/?ref_=sr_t_30,1991,2h 17m,R,7.5,93K
31. Out for Justice,https://www.imdb.com/title/tt0102614/?ref_=sr_t_31,1991,1h 31m,R,6.1,26K
32. The Doctor,https://www.imdb.com/title/tt0101746/?ref_=sr_t_32,1991,2h 2m,PG-13,6.9,6K
