Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Star Wars: Episode VIII - The Last Jedi,https://www.imdb.com/title/tt2527336/?ref_=sr_t_1,2017,2h 32m,PG-13,6.9,687K
2. Beauty and the Beast,https://www.imdb.com/title/tt2771200/?ref_=sr_t_2,2017,2h 9m,PG,7.1,342K
3. Wonder Woman,https://www.imdb.com/title/tt0451279/?ref_=sr_t_3,2017,2h 21m,PG-13,7.3,713K
4. Jumanji: Welcome to the Jungle,https://www.imdb.com/title/tt2283362/?ref_=sr_t_4,2017,1h 59m,PG-13,7.0,469K
5. Guardians of the Galaxy Vol. 2,https://www.imdb.com/title/tt3896198/?ref_=sr_t_5,2017,2h 16m,PG-13,7.6,782K
6. Spider-Man: Homecoming,https://www.imdb.com/title/tt2250912/?ref_=sr_t_6,2017,2h 13m,PG-13,7.4,743K
7. It,https://www.imdb.com/title/tt1396484/?ref_=sr_t_7,2017,2h 15m,R,7.3,632K
8. Thor: Ragnarok,https://www.imdb.com/title/tt3501632/?ref_=sr_t_8,2017,2h 10m,PG-13,7.9,841K
9. Despicable Me 3,https://www.imdb.com/title/tt3469046/?ref_=sr_t_9,2017,1h 29m,PG,6.3,165K
10. Justice League,https://www.imdb.com/title/tt0974015/?ref_=sr_t_10,2017,2h,PG-13,6.0,487K
11. Logan,https://www.imdb.com/title/tt3315342/?ref_=sr_t_11,2017,2h 17m,R,8.1,874K
12. The Fate of the Furious,https://www.imdb.com/title/tt4630562/?ref_=sr_t_12,2017,2h 16m,PG-13,6.6,261K
13. Coco,https://www.imdb.com/title/tt2380307/?ref_=sr_t_13,2017,1h 45m,PG,8.4,631K
14. Dunkirk,https://www.imdb.com/title/tt5013056/?ref_=sr_t_14,2017,1h 46m,PG-13,7.8,762K
15. Get Out,https://www.imdb.com/title/tt5052448/?ref_=sr_t_15,2017,1h 44m,R,7.8,742K
16. The Lego Batman Movie,https://www.imdb.com/title/tt4116284/?ref_=sr_t_16,2017,1h 44m,PG,7.3,179K
17. The Boss Baby,https://www.imdb.com/title/tt3874544/?ref_=sr_t_17,2017,1h 37m,PG,6.3,147K
18. The Greatest Showman,https://www.imdb.com/title/tt1485796/?ref_=sr_t_18,2017,1h 45m,PG,7.5,325K
19. Pirates of the Caribbean: Dead Men Tell No Tales,https://www.imdb.com/title/tt1790809/?ref_=sr_t_19,2017,2h 9m,PG-13,6.5,359K
20. Kong: Skull Island,https://www.imdb.com/title/tt3731562/?ref_=sr_t_20,2017,1h 58m,PG-13,6.7,359K
21. Cars 3,https://www.imdb.com/title/tt3606752/?ref_=sr_t_21,2017,1h 42m,G,6.7,131K
22. War for the Planet of the Apes,https://www.imdb.com/title/tt3450958/?ref_=sr_t_22,2017,2h 20m,PG-13,7.4,311K
23. Wonder,https://www.imdb.com/title/tt2543472/?ref_=sr_t_23,2017,1h 53m,PG,7.9,185K
24. Transformers: The Last Knight,https://www.imdb.com/title/tt3371366/?ref_=sr_t_24,2017,2h 34m,PG-13,5.2,175K
25. Girls Trip,https://www.imdb.com/title/tt3564472/?ref_=sr_t_25,2017,2h 2m,R,6.2,41K
26. Fifty Shades Darker,https://www.imdb.com/title/tt4465564/?ref_=sr_t_26,2017,1h 58m,R,4.6,115K
27. The Upside,https://www.imdb.com/title/tt1987680/?ref_=sr_t_27,2017,2h 6m,PG-13,7.0,66K
28. Baby Driver,https://www.imdb.com/title/tt3890160/?ref_=sr_t_28,2017,1h 53m,R,7.5,637K
29. Pitch Perfect 3,https://www.imdb.com/title/tt4765284/?ref_=sr_t_29,2017,1h 33m,PG-13,5.8,74K
30. Daddy's Home 2,https://www.imdb.com/title/tt5657846/?ref_=sr_t_30,2017,1h 40m,PG-13,6.0,87K
31. Murder on the Orient Express,https://www.imdb.com/title/tt3402236/?ref_=sr_t_31,2017,1h 54m,PG-13,6.5,306K
32. Annabelle: Creation,https://www.imdb.com/title/tt5140878/?ref_=sr_t_32,2017,1h 49m,R,6.5,156K
33. Kingsman: The Golden Circle,https://www.imdb.com/title/tt4649466/?ref_=sr_t_33,2017,2h 21m,R,6.7,378K
34. Blade Runner 2049,https://www.imdb.com/title/tt1856101/?ref_=sr_t_34,2017,2h 44m,R,8.0,697K
35. John Wick: Chapter 2,https://www.imdb.com/title/tt4425200/?ref_=sr_t_35,2017,2h 2m,R,7.4,530K
36. The Emoji Movie,https://www.imdb.com/title/tt4877122/?ref_=sr_t_36,2017,1h 26m,PG,3.4,74K
37. Power Rangers,https://www.imdb.com/title/tt3717490/?ref_=sr_t_37,2017,2h 4m,PG-13,5.9,116K
38. Ferdinand,https://www.imdb.com/title/tt3411444/?ref_=sr_t_38,2017,1h 48m,PG,6.7,67K
39. The Post,https://www.imdb.com/title/tt6294822/?ref_=sr_t_39,2017,1h 56m,PG-13,7.2,166K
40. The Mummy,https://www.imdb.com/title/tt2345759/?ref_=sr_t_40,2017,1h 50m,PG-13,5.4,212K
