Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Aladdin,https://www.imdb.com/title/tt0103639/?ref_=sr_t_1,1992,1h 30m,G,8.0,481K
2. Home Alone 2: Lost in New York,https://www.imdb.com/title/tt0104431/?ref_=sr_t_2,1992,2h,PG,6.9,422K
3. Batman Returns,https://www.imdb.com/title/tt0103776/?ref_=sr_t_3,1992,2h 6m,PG-13,7.1,336K
4. Lethal Weapon 3,https://www.imdb.com/title/tt0104714/?ref_=sr_t_4,1992,1h 58m,R,6.7,182K
5. A Few Good Men,https://www.imdb.com/title/tt0104257/?ref_=sr_t_5,1992,2h 18m,R,7.7,297K
6. Sister Act,https://www.imdb.com/title/tt0105417/?ref_=sr_t_6,1992,1h 40m,PG,6.5,112K
7. The Bodyguard,https://www.imdb.com/title/tt0103855/?ref_=sr_t_7,1992,2h 9m,R,6.4,152K
8. Wayne's World,https://www.imdb.com/title/tt0105793/?ref_=sr_t_8,1992,1h 34m,PG-13,7.0,175K
9. Basic Instinct,https://www.imdb.com/title/tt0103772/?ref_=sr_t_9,1992,2h 7m,R,7.1,226K
10. A League of Their Own,https://www.imdb.com/title/tt0104694/?ref_=sr_t_10,1992,2h 8m,PG,7.3,124K
11. Unforgiven,https://www.imdb.com/title/tt0105695/?ref_=sr_t_11,1992,2h 10m,R,8.2,447K
12. The Hand That Rocks the Cradle,https://www.imdb.com/title/tt0104389/?ref_=sr_t_12,1992,1h 50m,R,6.7,50K
13. Under Siege,https://www.imdb.com/title/tt0105690/?ref_=sr_t_13,1992,1h 43m,R,6.5,98K
14. Patriot Games,https://www.imdb.com/title/tt0105112/?ref_=sr_t_14,1992,1h 57m,R,6.8,123K
15. Bram Stoker's Dracula,https://www.imdb.com/title/tt0103874/?ref_=sr_t_15,1992,2h 8m,R,7.4,249K
16. White Men Can't Jump,https://www.imdb.com/title/tt0105812/?ref_=sr_t_16,1992,1h 55m,R,6.8,101K
17. The Last of the Mohicans,https://www.imdb.com/title/tt0104691/?ref_=sr_t_17,1992,1h 52m,R,7.6,194K
18. Boomerang,https://www.imdb.com/title/tt0103859/?ref_=sr_t_18,1992,1h 57m,R,5.6,32K
19. Scent of a Woman,https://www.imdb.com/title/tt0105323/?ref_=sr_t_19,1992,2h 36m,R,8.0,341K
20. The Crying Game,https://www.imdb.com/title/tt0104036/?ref_=sr_t_20,1992,1h 52m,R,7.2,61K
21. Far and Away,https://www.imdb.com/title/tt0104231/?ref_=sr_t_21,1992,2h 20m,PG-13,6.6,70K
"22. Honey, I Blew Up the Kid",https://www.imdb.com/title/tt0104437/?ref_=sr_t_22,1992,1h 29m,PG,4.9,48K
23. HouseSitter,https://www.imdb.com/title/tt0104452/?ref_=sr_t_23,1992,1h 42m,PG,6.2,28K
24. Death Becomes Her,https://www.imdb.com/title/tt0104070/?ref_=sr_t_24,1992,1h 44m,PG-13,6.7,139K
25. Unlawful Entry,https://www.imdb.com/title/tt0105699/?ref_=sr_t_25,1992,1h 51m,R,6.4,20K
26. Beethoven,https://www.imdb.com/title/tt0103786/?ref_=sr_t_26,1992,1h 27m,PG,5.7,78K
27. Forever Young,https://www.imdb.com/title/tt0104291/?ref_=sr_t_27,1992,1h 42m,PG,6.3,51K
28. Alien³,https://www.imdb.com/title/tt0103644/?ref_=sr_t_28,1992,1h 54m,R,6.4,336K
29. My Cousin Vinny,https://www.imdb.com/title/tt0104952/?ref_=sr_t_29,1992,2h,R,7.6,147K
30. Sneakers,https://www.imdb.com/title/tt0105435/?ref_=sr_t_30,1992,2h 6m,PG-13,7.1,64K
