Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Top Gun: Maverick,https://www.imdb.com/title/tt1745960/?ref_=sr_t_1,2022,2h 10m,PG-13,8.2,750K
2. Avatar: The Way of Water,https://www.imdb.com/title/tt1630029/?ref_=sr_t_2,2022,3h 12m,PG-13,7.5,521K
3. Black Panther: Wakanda Forever,https://www.imdb.com/title/tt9114286/?ref_=sr_t_3,2022,2h 41m,PG-13,6.7,322K
4. Doctor Strange in the Multiverse of Madness,https://www.imdb.com/title/tt9419884/?ref_=sr_t_4,2022,2h 6m,PG-13,6.9,503K
5. Jurassic World Dominion,https://www.imdb.com/title/tt8041270/?ref_=sr_t_5,2022,2h 27m,PG-13,5.6,217K
6. Minions: The Rise of Gru,https://www.imdb.com/title/tt5113044/?ref_=sr_t_6,2022,1h 27m,PG,6.5,95K
7. The Batman,https://www.imdb.com/title/tt1877830/?ref_=sr_t_7,2022,2h 56m,PG-13,7.8,850K
8. Thor: Love and Thunder,https://www.imdb.com/title/tt10648342/?ref_=sr_t_8,2022,1h 58m,PG-13,6.2,422K
9. Sonic the Hedgehog 2,https://www.imdb.com/title/tt12412888/?ref_=sr_t_9,2022,2h 2m,PG,6.5,98K
10. Puss in Boots: The Last Wish,https://www.imdb.com/title/tt3915174/?ref_=sr_t_10,2022,1h 42m,PG,7.8,194K
11. Black Adam,https://www.imdb.com/title/tt6443346/?ref_=sr_t_11,2022,2h 5m,PG-13,6.2,286K
12. Elvis,https://www.imdb.com/title/tt3704428/?ref_=sr_t_12,2022,2h 39m,PG-13,7.3,246K
13. Uncharted,https://www.imdb.com/title/tt1464335/?ref_=sr_t_13,2022,1h 56m,PG-13,6.3,274K
14. Nope,https://www.imdb.com/title/tt10954984/?ref_=sr_t_14,2022,2h 10m,R,6.8,291K
15. Lightyear,https://www.imdb.com/title/tt10298810/?ref_=sr_t_15,2022,1h 45m,PG,6.1,129K
16. Smile,https://www.imdb.com/title/tt15474916/?ref_=sr_t_16,2022,1h 55m,R,6.5,204K
17. The Lost City,https://www.imdb.com/title/tt13320622/?ref_=sr_t_17,2022,1h 52m,PG-13,6.1,167K
18. Bullet Train,https://www.imdb.com/title/tt12593682/?ref_=sr_t_18,2022,2h 7m,R,7.3,474K
19. The Bad Guys,https://www.imdb.com/title/tt8115900/?ref_=sr_t_19,2022,1h 40m,PG,6.8,65K
20. Fantastic Beasts: The Secrets of Dumbledore,https://www.imdb.com/title/tt4123432/?ref_=sr_t_20,2022,2h 22m,PG-13,6.2,180K
21. M3GAN,https://www.imdb.com/title/tt8760708/?ref_=sr_t_21,2022,1h 42m,PG-13,6.3,157K
22. DC League of Super-Pets,https://www.imdb.com/title/tt8912936/?ref_=sr_t_22,2022,1h 45m,PG,7.1,78K
23. Where the Crawdads Sing,https://www.imdb.com/title/tt9411972/?ref_=sr_t_23,2022,2h 5m,PG-13,7.2,141K
24. Scream,https://www.imdb.com/title/tt11245972/?ref_=sr_t_24,2022,1h 54m,R,6.3,169K
25. Everything Everywhere All at Once,https://www.imdb.com/title/tt6710474/?ref_=sr_t_25,2022,2h 19m,R,7.8,564K
26. Morbius,https://www.imdb.com/title/tt5108870/?ref_=sr_t_26,2022,1h 44m,PG-13,5.1,161K
27. Ticket to Paradise,https://www.imdb.com/title/tt14109724/?ref_=sr_t_27,2022,1h 44m,PG-13,6.1,75K
28. The Woman King,https://www.imdb.com/title/tt8093700/?ref_=sr_t_28,2022,2h 15m,PG-13,6.9,78K
29. A Man Called Otto,https://www.imdb.com/title/tt7405458/?ref_=sr_t_29,2022,2h 6m,PG-13,7.5,184K
30. Halloween Ends,https://www.imdb.com/title/tt10665342/?ref_=sr_t_30,2022,1h 51m,R,5.0,77K
31. Dog,https://www.imdb.com/title/tt11252248/?ref_=sr_t_31,2022,1h 41m,PG-13,6.5,49K
32. Jackass Forever,https://www.imdb.com/title/tt11466222/?ref_=sr_t_32,2022,1h 36m,R,6.8,53K
33. Violent Night,https://www.imdb.com/title/tt12003946/?ref_=sr_t_33,2022,1h 52m,R,6.7,112K
34. Talk to Me,https://www.imdb.com/title/tt10638522/?ref_=sr_t_34,2022,1h 35m,R,7.1,173K
"35. Lyle, Lyle, Crocodile",https://www.imdb.com/title/tt14668630/?ref_=sr_t_35,2022,1h 46m,PG,6.1,16K
36. Death on the Nile,https://www.imdb.com/title/tt7657566/?ref_=sr_t_36,2022,2h 7m,PG-13,6.3,197K
37. Don't Worry Darling,https://www.imdb.com/title/tt10731256/?ref_=sr_t_37,2022,2h 3m,R,6.3,159K
38. Downton Abbey: A New Era,https://www.imdb.com/title/tt11703710/?ref_=sr_t_38,2022,2h 4m,PG,7.4,34K
39. Barbarian,https://www.imdb.com/title/tt15791034/?ref_=sr_t_39,2022,1h 42m,R,7.0,212K
40. The Menu,https://www.imdb.com/title/tt9764362/?ref_=sr_t_40,2022,1h 47m,R,7.2,430K
41. Dragon Ball Super: Super Hero,https://www.imdb.com/title/tt14614892/?ref_=sr_t_41,2022,1h 40m,PG-13,7.1,16K
42. Strange World,https://www.imdb.com/title/tt10298840/?ref_=sr_t_42,2022,1h 42m,PG,5.7,48K
43. The Northman,https://www.imdb.com/title/tt11138512/?ref_=sr_t_43,2022,2h 17m,R,7.0,269K
44. The Bob's Burgers Movie,https://www.imdb.com/title/tt7466442/?ref_=sr_t_44,2022,1h 42m,PG-13,7.0,23K
45. Beast,https://www.imdb.com/title/tt13223398/?ref_=sr_t_45,2022,1h 33m,R,5.6,45K
46. The Invitation,https://www.imdb.com/title/tt12873562/?ref_=sr_t_46,2022,1h 45m,PG-13,5.3,37K
47. Whitney Houston: I Wanna Dance with Somebody,https://www.imdb.com/title/tt12193804/?ref_=sr_t_47,2022,2h 24m,PG-13,6.6,25K
48. Ambulance,https://www.imdb.com/title/tt4998632/?ref_=sr_t_48,2022,2h 16m,R,6.1,106K
49. Marry Me,https://www.imdb.com/title/tt10223460/?ref_=sr_t_49,2022,1h 52m,PG-13,6.1,46K
