Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Top Gun: Maverick,https://www.imdb.com/title/tt1745960/?ref_=sr_t_1,2022,2h 10m,PG-13,8.2,750K,170000000.0,1495696292.0,718732821.0,126707459.0,['Joseph Kosinski'],"['Jim Cash', 'Jack Epps Jr.', 'Peter Craig']","['Tom Cruise', 'Jennifer Connelly', 'Miles Teller']","['Action Epic', 'Epic', 'Action', 'Drama']",['United States'],"['Eldorado National Forest, California, USA']","['Paramount Pictures', 'Skydance Media', 'Jerry Bruckheimer Films']",['English'],0,238,0,2022
2. Avatar: The Way of Water,https://www.imdb.com/title/tt1630029/?ref_=sr_t_2,2022,3h 12m,PG-13,7.5,521K,350000000.0,2320250281.0,684075767.0,134100226.0,['James Cameron'],"['James Cameron', 'Rick Jaffa', 'Amanda Silver']","['Sam Worthington', 'Zoe Saldana', 'Sigourney Weaver']","['Action Epic', 'Adventure Epic', 'Sci-Fi Epic', 'Sea Adventure', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['United States'],"['Stone Street Studios, Wellington, New Zealand']","['20th Century Studios', 'TSG Entertainment', 'Lightstorm Entertainment']",['English'],0,152,0,2022
3. Black Panther: Wakanda Forever,https://www.imdb.com/title/tt9114286/?ref_=sr_t_3,2022,2h 41m,PG-13,6.7,322K,250000000.0,859208836.0,453829060.0,181339761.0,['Ryan Coogler'],"['Ryan Coogler', 'Joe Robert Cole', 'Stan Lee']","['Letitia Wright', ""Lupita Nyong'o"", 'Danai Gurira']","['Superhero', 'Action', 'Adventure', 'Drama', 'Sci-Fi']",['United States'],"['Cambridge, Massachusetts, USA']",['Marvel Studios'],"['English', 'Xhosa', 'Maya', 'Spanish', 'Haitian', 'French']",0,175,0,2022
4. Doctor Strange in the Multiverse of Madness,https://www.imdb.com/title/tt9419884/?ref_=sr_t_4,2022,2h 6m,PG-13,6.9,503K,414900000.0,955775804.0,411331607.0,187420998.0,['Sam Raimi'],"['Michael Waldron', 'Stan Lee', 'Steve Ditko']","['Benedict Cumberbatch', 'Elizabeth Olsen', 'Chiwetel Ejiofor']","['Dark Fantasy', 'Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['United States'],['Norway'],['Marvel Studios'],"['English', 'Spanish', 'Chinese']",0,30,0,2022
5. Jurassic World Dominion,https://www.imdb.com/title/tt8041270/?ref_=sr_t_5,2022,2h 27m,PG-13,5.6,217K,165000000.0,1001978080.0,376851080.0,145075625.0,['Colin Trevorrow'],"['Emily Carmichael', 'Colin Trevorrow', 'Derek Connolly']","['Chris Pratt', 'Bryce Dallas Howard', 'Laura Dern']","['Dinosaur Adventure', 'Globetrotting Adventure', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']","['United States', 'China', 'Malta']","['Valletta, Malta']","['Universal Pictures', 'Amblin Entertainment', 'Perfect World Pictures']","['English', 'Maltese', 'French']",0,26,0,2022
6. Minions: The Rise of Gru,https://www.imdb.com/title/tt5113044/?ref_=sr_t_6,2022,1h 27m,PG,6.5,95K,80000000.0,940203765.0,370270765.0,107010140.0,"['Kyle Balda', 'Brad Ableson', 'Jonathan del Val']","['Matthew Fogel', 'Brian Lynch']","['Steve Carell', 'Pierre Coffin', 'Alan Arkin']","['Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Sci-Fi']","['United States', 'France']","['New York City, New York, USA']","['Universal Pictures', 'Illumination Entertainment']","['English', 'Vietnamese']",0,18,0,2022
7. The Batman,https://www.imdb.com/title/tt1877830/?ref_=sr_t_7,2022,2h 56m,PG-13,7.8,850K,185000000.0,772319315.0,369345583.0,134008624.0,['Matt Reeves'],"['Matt Reeves', 'Peter Craig', 'Bob Kane']","['Robert Pattinson', 'Zoë Kravitz', 'Jeffrey Wright']","['Action Epic', 'Epic', 'Serial Killer', 'Superhero', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Necropolis Cemetery, Glasgow, Scotland, UK']","['Warner Bros.', 'DC Entertainment', '6th & Idaho Productions']","['English', 'Spanish', 'Latin', 'Italian']",0,185,3,2022
8. Thor: Love and Thunder,https://www.imdb.com/title/tt10648342/?ref_=sr_t_8,2022,1h 58m,PG-13,6.2,422K,250000000.0,760928081.0,343256830.0,144165107.0,['Taika Waititi'],"['Taika Waititi', 'Jennifer Kaytin Robinson', 'Stan Lee']","['Chris Hemsworth', 'Natalie Portman', 'Christian Bale']","['Superhero', 'Action', 'Adventure', 'Comedy', 'Romance', 'Sci-Fi']","['Australia', 'United States']","['Little Bay, Sydney, New South Wales, Australia']",['Marvel Studios'],['English'],0,22,0,2022
9. Sonic the Hedgehog 2,https://www.imdb.com/title/tt12412888/?ref_=sr_t_9,2022,2h 2m,PG,6.5,98K,110000000.0,405421518.0,190872904.0,72105176.0,['Jeff Fowler'],"['Pat Casey', 'Josh Miller', 'John Whittington']","['James Marsden', 'Jim Carrey', 'Ben Schwartz']","['Animal Adventure', 'Globetrotting Adventure', 'Superhero', 'Supernatural Fantasy', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']","['United States', 'Japan', 'United Kingdom']","['Port Coquitlam, British Columbia, Canada']","['Paramount Pictures', 'Sega Sammy Group', 'Original Film']","['English', 'Russian', 'French', 'Latin', 'Hawaiian', 'Greek']",0,3,0,2022
10. Puss in Boots: The Last Wish,https://www.imdb.com/title/tt3915174/?ref_=sr_t_10,2022,1h 42m,PG,7.8,194K,90000000.0,481757663.0,186090535.0,12429515.0,"['Joel Crawford', 'Januel Mercado']","['Paul Fisher', 'Tommy Swerdlow', 'Tom Wheeler']","['Antonio Banderas', 'Salma Hayek', 'Harvey Guillén']","['Animal Adventure', 'Computer Animation', 'Fairy Tale', 'Quest', 'Swashbuckler', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']","['United States', 'Japan']",[],"['DreamWorks Animation', 'Dentsu']","['English', 'Spanish']",0,58,1,2022
11. Black Adam,https://www.imdb.com/title/tt6443346/?ref_=sr_t_11,2022,2h 5m,PG-13,6.2,286K,195000000.0,393452111.0,168152111.0,67004323.0,['Jaume Collet-Serra'],"['Adam Sztykiel', 'Rory Haines', 'Sohrab Noshirvani']","['Dwayne Johnson', 'Aldis Hodge', 'Pierce Brosnan']","['Superhero', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['United States', 'Canada', 'New Zealand', 'Hungary']","['Atlanta, Georgia, USA']","['Warner Bros.', 'New Line Cinema', 'DC Entertainment']",['English'],0,13,0,2022
12. Elvis,https://www.imdb.com/title/tt3704428/?ref_=sr_t_12,2022,2h 39m,PG-13,7.3,246K,85000000.0,288670284.0,151040048.0,31211579.0,['Baz Luhrmann'],"['Baz Luhrmann', 'Sam Bromell', 'Craig Pearce']","['Tom Hanks', 'Austin Butler', 'Olivia DeJonge']","['Docudrama', 'Epic', 'Period Drama', 'Showbiz Drama', 'Biography', 'Drama', 'Music']","['United States', 'Australia']","['Stage 5, Village Roadshow Studios, Oxenford, Queensland, Australia']","['Warner Bros.', 'Bazmark Films', 'Roadshow Entertainment']",['English'],0,240,8,2022
13. Uncharted,https://www.imdb.com/title/tt1464335/?ref_=sr_t_13,2022,1h 56m,PG-13,6.3,274K,120000000.0,407141258.0,148648820.0,44010155.0,['Ruben Fleischer'],"['Rafe Judkins', 'Art Marcum', 'Matt Holloway']","['Tom Holland', 'Mark Wahlberg', 'Antonio Banderas']","['Globetrotting Adventure', 'Quest', 'Action', 'Adventure']","['United States', 'Spain']","['Lloret de Mar, Girona, Spain']","['Columbia Pictures', 'Arad Productions', 'Atlas Entertainment']","['English', 'Spanish', 'Latin']",0,0,0,2022
14. Nope,https://www.imdb.com/title/tt10954984/?ref_=sr_t_14,2022,2h 10m,R,6.8,291K,68000000.0,171235592.0,123277080.0,44366910.0,['Jordan Peele'],['Jordan Peele'],"['Daniel Kaluuya', 'Keke Palmer', 'Brandon Perea']","['Alien Invasion', 'Monster Horror', 'Supernatural Horror', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']","['Canada', 'Japan', 'United States']","['Firestone Ranch, Agua Dulce, California, USA']","['Universal Pictures', 'Dentsu', 'Monkeypaw Productions']","['English', 'Spanish']",0,181,0,2022
15. Lightyear,https://www.imdb.com/title/tt10298810/?ref_=sr_t_15,2022,1h 45m,PG,6.1,129K,200000000.0,226425420.0,118307188.0,50577961.0,['Angus MacLane'],"['Angus MacLane', 'Matthew Aldrich', 'Jason Headley']","['Chris Evans', 'Keke Palmer', 'Peter Sohn']","['Computer Animation', 'Space Sci-Fi', 'Superhero', 'Time Travel', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Sci-Fi']","['United States', 'Canada']","['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']","['Pixar Animation Studios', 'Walt Disney Pictures']",['English'],0,23,0,2022
16. Smile,https://www.imdb.com/title/tt15474916/?ref_=sr_t_16,2022,1h 55m,R,6.5,204K,17000000.0,217408513.0,105935048.0,22609925.0,['Parker Finn'],['Parker Finn'],"['Sosie Bacon', 'Jessie T. Usher', 'Kyle Gallner']","['Psychological Horror', 'Supernatural Horror', 'Tragedy', 'Horror', 'Mystery', 'Thriller']",['United States'],"['North Arlington, New Jersey, USA']","['Paramount Players', 'Temple Hill Entertainment']","['English', 'Spanish']",0,23,0,2022
17. The Lost City,https://www.imdb.com/title/tt13320622/?ref_=sr_t_17,2022,1h 52m,PG-13,6.1,167K,68000000.0,192907684.0,105344029.0,30453269.0,"['Aaron Nee', 'Adam Nee']","['Oren Uziel', 'Dana Fox', 'Adam Nee']","['Sandra Bullock', 'Channing Tatum', 'Daniel Radcliffe']","['Jungle Adventure', 'Action', 'Adventure', 'Comedy', 'Romance']",['United States'],"['Samana, Dominican Republic']","['Paramount Pictures', '3dot productions', 'Exhibit A']","['English', 'Spanish', 'Latin']",0,10,0,2022
18. Bullet Train,https://www.imdb.com/title/tt12593682/?ref_=sr_t_18,2022,2h 7m,R,7.3,474K,85900000.0,239268602.0,103368602.0,30030156.0,['David Leitch'],"['Zak Olkewicz', 'Kôtarô Isaka']","['Brad Pitt', 'Joey King', 'Aaron Taylor-Johnson']","['One-Person Army Action', 'Action', 'Comedy', 'Thriller']","['United States', 'Japan']","['Tokyo, Japan']","['Columbia Pictures', '87North', 'TSG Entertainment']","['English', 'Japanese', 'Spanish', 'Russian']",0,18,0,2022
19. The Bad Guys,https://www.imdb.com/title/tt8115900/?ref_=sr_t_19,2022,1h 40m,PG,6.8,65K,70000000.0,250387888.0,97459240.0,23950245.0,['Pierre Perifel'],"['Aaron Blabey', 'Etan Cohen']","['Sam Rockwell', 'Marc Maron', 'Awkwafina']","['Animal Adventure', 'Computer Animation', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family']","['United States', 'United Kingdom']",[],"['DreamWorks Animation', 'Dentsu']","['English', 'Spanish']",0,30,0,2022
20. Fantastic Beasts: The Secrets of Dumbledore,https://www.imdb.com/title/tt4123432/?ref_=sr_t_20,2022,2h 22m,PG-13,6.2,180K,200000000.0,407150844.0,95850844.0,42151256.0,['David Yates'],"['J.K. Rowling', 'Steve Kloves']","['Eddie Redmayne', 'Jude Law', 'Ezra Miller']","['Dark Fantasy', 'Quest', 'Supernatural Fantasy', 'Sword & Sorcery', 'Adventure', 'Fantasy']","['United Kingdom', 'United States']","['Berlin, Germany']","['Warner Bros.', 'Heyday Films']","['English', 'German', 'Latin']",0,0,0,2022
21. M3GAN,https://www.imdb.com/title/tt8760708/?ref_=sr_t_21,2022,1h 42m,PG-13,6.3,157K,12000000.0,180089109.0,95159005.0,30429860.0,['Gerard Johnstone'],"['Akela Cooper', 'James Wan']","['Allison Williams', 'Violet McGraw', 'Ronny Chieng']","['Cyber Thriller', 'Slasher Horror', 'Horror', 'Sci-Fi', 'Thriller']","['United States', 'New Zealand']",['New Zealand'],"['Atomic Monster', 'Blumhouse Productions', 'Divide/Conquer']",['English'],0,31,0,2022
22. DC League of Super-Pets,https://www.imdb.com/title/tt8912936/?ref_=sr_t_22,2022,1h 45m,PG,7.1,78K,90000000.0,207557117.0,93657117.0,23003441.0,"['Jared Stern', 'Sam J. Levine']","['Jared Stern', 'John Whittington', 'Jerry Siegel']","['Dwayne Johnson', 'Kevin Hart', 'Kate McKinnon']","['Computer Animation', 'Superhero', 'Action', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Sci-Fi']","['United States', 'Australia', 'Canada']","['Washington, District of Columbia, USA']","['Warner Bros. Pictures Animation', 'DC Entertainment', 'Seven Bucks Productions']","['English', 'Spanish']",0,9,0,2022
23. Where the Crawdads Sing,https://www.imdb.com/title/tt9411972/?ref_=sr_t_23,2022,2h 5m,PG-13,7.2,141K,24000000.0,144353965.0,90230760.0,17253227.0,['Olivia Newman'],"['Delia Owens', 'Lucy Alibar']","['Daisy Edgar-Jones', 'Taylor John Smith', 'Harris Dickinson']","['Coming-of-Age', 'Legal Thriller', 'Suspense Mystery', 'Drama', 'Mystery', 'Romance', 'Thriller']",['United States'],"['Houma, Louisiana, USA']","['3000 Pictures', 'Hello Sunshine', 'TSG Entertainment']",['English'],0,13,0,2022
24. Scream,https://www.imdb.com/title/tt11245972/?ref_=sr_t_24,2022,1h 54m,R,6.3,169K,24000000.0,137743924.0,81641405.0,30018805.0,"['Matt Bettinelli-Olpin', 'Tyler Gillett']","['James Vanderbilt', 'Guy Busick', 'Kevin Williamson']","['Neve Campbell', 'Courteney Cox', 'David Arquette']","['Slasher Horror', 'Suspense Mystery', 'Whodunnit', 'Horror', 'Mystery', 'Thriller']",['United States'],"['North Carolina, USA']","['Paramount Pictures', 'Spyglass Media Group', 'Project X Entertainment']",['English'],0,22,0,2022
25. Everything Everywhere All at Once,https://www.imdb.com/title/tt6710474/?ref_=sr_t_25,2022,2h 19m,R,7.8,564K,14300000.0,143412671.0,77191785.0,501305.0,"['Daniel Kwan', 'Daniel Scheinert']","['Daniel Kwan', 'Daniel Scheinert']","['Michelle Yeoh', 'Stephanie Hsu', 'Jamie Lee Curtis']","['Adventure Epic', 'Dark Comedy', 'Martial Arts', 'Sci-Fi Epic', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['United States'],"['400 National Way, Simi Valley, California, USA']","['A24', 'IAC Films', 'AGBO']","['English', 'Mandarin', 'Cantonese']",0,394,0,2022
