Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. The Lion King,https://www.imdb.com/title/tt0110357/?ref_=sr_t_1,1994,1h 28m,G,8.5,1.2M,45000000.0,981708285.0,424979720.0,1586753.0,"['Roger Allers', 'Rob Minkoff']","['Irene Mecchi', 'Jonathan Roberts', 'Linda Woolverton']","['Matthew Broderick', 'Jeremy Irons', 'James Earl Jones']","['Animal Adventure', 'Coming-of-Age', 'Hand-Drawn Animation', 'Jungle Adventure', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Musical']",['United States'],"['Walt Disney Animation Studios - 2100 Riverside Drive, Burbank, California, USA']","['Walt Disney Pictures', 'Walt Disney Animation Studios', 'Walt Disney Feature Animation']","['English', 'Swahili', 'Xhosa', 'Zulu']",0,35,0,1994
2. Forrest Gump,https://www.imdb.com/title/tt0109830/?ref_=sr_t_2,1994,2h 22m,PG-13,8.8,2.3M,55000000.0,678226465.0,330455270.0,24450602.0,['Robert Zemeckis'],"['Winston Groom', 'Eric Roth']","['Tom Hanks', 'Robin Wright', 'Gary Sinise']","['Epic', 'Drama', 'Romance']",['United States'],"['Chippewa Square, Savannah, Georgia, USA']","['Paramount Pictures', 'The Steve Tisch Company', 'Wendy Finerman Productions']",['English'],0,74,0,1994
3. True Lies,https://www.imdb.com/title/tt0111503/?ref_=sr_t_3,1994,2h 21m,R,7.3,288K,115000000.0,378882411.0,146282411.0,25869770.0,['James Cameron'],"['James Cameron', 'Claude Zidi', 'Simon Michaël']","['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold']","['High-Concept Comedy', 'One-Person Army Action', 'Spy', 'Action', 'Comedy', 'Thriller']",['United States'],"['Westin Bonaventure Hotel & Suites - 404 S. Figueroa Street, Downtown, Los Angeles, California, USA']","['Twentieth Century Fox', 'Lightstorm Entertainment']","['English', 'French', 'Arabic', 'German']",0,23,1,1994
4. The Santa Clause,https://www.imdb.com/title/tt0111070/?ref_=sr_t_4,1994,1h 37m,PG,6.6,140K,22000000.0,190539357.0,145539357.0,19321992.0,['John Pasquin'],"['Leo Benvenuti', 'Steve Rudnick']","['Tim Allen', 'Judge Reinhold', 'Wendy Crewson']","['Body Swap Comedy', 'High-Concept Comedy', 'Holiday Comedy', 'Holiday Family', 'Slapstick', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Holiday']","['United States', 'Canada']","['17 Chisholm Street, Oakville, Ontario, Canada']","['Walt Disney Pictures', 'Hollywood Pictures', 'Outlaw Productions (I)']","['English', 'Spanish']",0,9,0,1994
5. The Flintstones,https://www.imdb.com/title/tt0109813/?ref_=sr_t_5,1994,1h 31m,PG,5.0,88K,46000000.0,341631208.0,130531208.0,29688730.0,['Brian Levant'],"['Tom S. Parker', 'Jim Jennewein', 'Steven E. de Souza']","['John Goodman', 'Rick Moranis', ""Rosie O'Donnell""]","['Buddy Comedy', 'Slapstick', 'Comedy', 'Family', 'Fantasy']",['United States'],"['Vasquez Rocks Natural Area Park - 10700 W. Escondido Canyon Rd., Agua Dulce, California, USA']","['Universal Pictures', 'Amblin Entertainment', 'Hanna-Barbera Productions']",['English'],0,10,0,1994
6. Dumb and Dumber,https://www.imdb.com/title/tt0109686/?ref_=sr_t_6,1994,1h 47m,PG-13,7.3,423K,17000000.0,247290327.0,127190327.0,16363442.0,"['Peter Farrelly', 'Bobby Farrelly']","['Peter Farrelly', 'Bennett Yellin', 'Bobby Farrelly']","['Jim Carrey', 'Jeff Daniels', 'Lauren Holly']","['Buddy Comedy', 'Farce', 'Road Trip', 'Slapstick', 'Comedy']",['United States'],"['Stanley Hotel - 333 Wonderview Avenue, Estes Park, Colorado, USA']","['New Line Cinema', 'Motion Picture Corporation of America (MPCA)']","['English', 'Swedish', 'German']",0,3,0,1994
7. Clear and Present Danger,https://www.imdb.com/title/tt0109444/?ref_=sr_t_7,1994,2h 21m,PG-13,6.9,111K,62000000.0,215887717.0,122187717.0,20348017.0,['Phillip Noyce'],"['Tom Clancy', 'Donald E. Stewart', 'Steven Zaillian']","['Harrison Ford', 'Willem Dafoe', 'Anne Archer']","['Conspiracy Thriller', 'Political Thriller', 'Spy', 'Action', 'Crime', 'Drama', 'Thriller']","['United States', 'Canada']","['Cuernavaca, Morelos, Mexico']","['Mace Neufeld Productions', 'Paramount Pictures']","['English', 'Spanish']",0,11,2,1994
8. Speed,https://www.imdb.com/title/tt0111257/?ref_=sr_t_8,1994,1h 56m,R,7.3,403K,30000000.0,350448145.0,121248145.0,14456194.0,['Jan de Bont'],['Graham Yost'],"['Keanu Reeves', 'Dennis Hopper', 'Sandra Bullock']","['Car Action', 'Urban Adventure', 'Action', 'Adventure', 'Thriller']",['United States'],"['Mojave Airport - 1434 Flightline Street, Mojave, California, USA']","['The Mark Gordon Company', 'Twentieth Century Fox']",['English'],0,20,0,1994
9. The Mask,https://www.imdb.com/title/tt0110475/?ref_=sr_t_9,1994,1h 41m,PG-13,7.0,437K,23000000.0,351583407.0,119938730.0,23117068.0,['Chuck Russell'],"['Michael Fallon', 'Mark Verheiden', 'Mike Werb']","['Jim Carrey', 'Cameron Diaz', 'Peter Riegert']","['High-Concept Comedy', 'Slapstick', 'Superhero', 'Comedy', 'Crime', 'Fantasy']",['United States'],"['Ambassador Hotel - 3400 Wilshire Boulevard, Los Angeles, California, USA']","['New Line Productions', 'Dark Horse Entertainment']","['English', 'Swedish']",0,22,1,1994
10. Pulp Fiction,https://www.imdb.com/title/tt0110912/?ref_=sr_t_10,1994,2h 34m,R,8.9,2.3M,8000000.0,213928762.0,107928762.0,9311882.0,['Quentin Tarantino'],"['Quentin Tarantino', 'Roger Avary']","['John Travolta', 'Uma Thurman', 'Samuel L. Jackson']","['Dark Comedy', 'Drug Crime', 'Gangster', 'Crime', 'Drama']",['United States'],"['1435 Flower Street, Glendale, California, USA']","['Miramax', 'A Band Apart', 'Jersey Films']","['English', 'Spanish', 'French']",0,72,0,1994
11. Interview with the Vampire,https://www.imdb.com/title/tt0110148/?ref_=sr_t_11,1994,2h 3m,R,7.5,358K,60000000.0,223664608.0,105264608.0,36389705.0,['Neil Jordan'],['Anne Rice'],"['Brad Pitt', 'Tom Cruise', 'Antonio Banderas']","['Dark Fantasy', 'Psychological Horror', 'Supernatural Fantasy', 'Supernatural Horror', 'Tragedy', 'Vampire Horror', 'Drama', 'Fantasy', 'Horror']",['United States'],"['Oak Alley Plantation - 3645 Highway 18, Vacherie, Louisiana, USA']",['Geffen Pictures'],"['English', 'French']",0,34,2,1994
12. Maverick,https://www.imdb.com/title/tt0110478/?ref_=sr_t_12,1994,2h 7m,PG,7.0,122K,75000000.0,183031272.0,101631272.0,17248545.0,['Richard Donner'],"['Roy Huggins', 'William Goldman']","['Mel Gibson', 'Jodie Foster', 'James Garner']","['Satire', 'Action', 'Adventure', 'Comedy', 'Western']",['United States'],"['Columbia River Gorge, Oregon, USA']","['Donner/Shuler-Donner Productions', 'Icon Entertainment International', 'Icon Productions']",['English'],0,2,1,1994
13. The Client,https://www.imdb.com/title/tt0109446/?ref_=sr_t_13,1994,1h 59m,PG-13,6.7,76K,45000000.0,117615211.0,92115211.0,17174262.0,['Joel Schumacher'],"['John Grisham', 'Akiva Goldsman', 'Robert Getchell']","['Susan Sarandon', 'Tommy Lee Jones', 'Brad Renfro']","['Legal Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Clinton, Mississippi, USA']","['Warner Bros.', 'New Regency Productions', 'Alcor Films']",['English'],0,4,1,1994
14. Disclosure,https://www.imdb.com/title/tt0109635/?ref_=sr_t_14,1994,2h 8m,R,6.2,56K,55000000.0,214015089.0,83015089.0,10068126.0,['Barry Levinson'],"['Michael Crichton', 'Paul Attanasio']","['Michael Douglas', 'Demi Moore', 'Donald Sutherland']","['Conspiracy Thriller', 'Drama', 'Thriller']",['United States'],"['Bainbridge Island, Washington, USA']","['Warner Bros.', 'Baltimore Pictures', 'Constant c Productions']",['English'],0,2,0,1994
