Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. The Lion King,https://www.imdb.com/title/tt0110357/?ref_=sr_t_1,1994,1h 28m,G,8.5,1.2M
2. Forrest Gump,https://www.imdb.com/title/tt0109830/?ref_=sr_t_2,1994,2h 22m,PG-13,8.8,2.3M
3. True Lies,https://www.imdb.com/title/tt0111503/?ref_=sr_t_3,1994,2h 21m,R,7.3,288K
4. The Santa Clause,https://www.imdb.com/title/tt0111070/?ref_=sr_t_4,1994,1h 37m,PG,6.6,140K
5. The Flintstones,https://www.imdb.com/title/tt0109813/?ref_=sr_t_5,1994,1h 31m,PG,5.0,88K
6. Dumb and Dumber,https://www.imdb.com/title/tt0109686/?ref_=sr_t_6,1994,1h 47m,PG-13,7.3,423K
7. Clear and Present Danger,https://www.imdb.com/title/tt0109444/?ref_=sr_t_7,1994,2h 21m,PG-13,6.9,111K
8. Speed,https://www.imdb.com/title/tt0111257/?ref_=sr_t_8,1994,1h 56m,R,7.3,403K
9. The Mask,https://www.imdb.com/title/tt0110475/?ref_=sr_t_9,1994,1h 41m,PG-13,7.0,437K
10. Pulp Fiction,https://www.imdb.com/title/tt0110912/?ref_=sr_t_10,1994,2h 34m,R,8.9,2.3M
11. Interview with the Vampire,https://www.imdb.com/title/tt0110148/?ref_=sr_t_11,1994,2h 3m,R,7.5,358K
12. Maverick,https://www.imdb.com/title/tt0110478/?ref_=sr_t_12,1994,2h 7m,PG,7.0,122K
13. The Client,https://www.imdb.com/title/tt0109446/?ref_=sr_t_13,1994,1h 59m,PG-13,6.7,76K
14. Disclosure,https://www.imdb.com/title/tt0109635/?ref_=sr_t_14,1994,2h 8m,R,6.2,56K
15. Star Trek: Generations,https://www.imdb.com/title/tt0111280/?ref_=sr_t_15,1994,1h 58m,PG,6.6,88K
16. Ace Ventura: Pet Detective,https://www.imdb.com/title/tt0109040/?ref_=sr_t_16,1994,1h 26m,PG-13,6.9,335K
17. Stargate,https://www.imdb.com/title/tt0111282/?ref_=sr_t_17,1994,1h 56m,PG-13,7.0,210K
18. Legends of the Fall,https://www.imdb.com/title/tt0110322/?ref_=sr_t_18,1994,2h 13m,R,7.5,189K
19. Wolf,https://www.imdb.com/title/tt0111742/?ref_=sr_t_19,1994,2h 5m,R,6.3,62K
20. The Specialist,https://www.imdb.com/title/tt0111255/?ref_=sr_t_20,1994,1h 50m,R,5.6,71K
21. Four Weddings and a Funeral,https://www.imdb.com/title/tt0109831/?ref_=sr_t_21,1994,1h 57m,R,7.1,171K
22. The Little Rascals,https://www.imdb.com/title/tt0110366/?ref_=sr_t_22,1994,1h 22m,PG,6.3,58K
23. Naked Gun 33 1/3: The Final Insult,https://www.imdb.com/title/tt0110622/?ref_=sr_t_23,1994,1h 23m,PG-13,6.5,114K
24. The Crow,https://www.imdb.com/title/tt0109506/?ref_=sr_t_24,1994,1h 42m,R,7.5,218K
25. Natural Born Killers,https://www.imdb.com/title/tt0110632/?ref_=sr_t_25,1994,1h 59m,R,7.2,257K
26. Angels in the Outfield,https://www.imdb.com/title/tt0109127/?ref_=sr_t_26,1994,1h 42m,PG,6.2,36K
27. Little Women,https://www.imdb.com/title/tt0110367/?ref_=sr_t_27,1994,1h 55m,PG,7.3,65K
28. When a Man Loves a Woman,https://www.imdb.com/title/tt0111693/?ref_=sr_t_28,1994,2h 6m,R,6.6,24K
29. The River Wild,https://www.imdb.com/title/tt0110997/?ref_=sr_t_29,1994,1h 51m,PG-13,6.5,52K
30. D2: The Mighty Ducks,https://www.imdb.com/title/tt0109520/?ref_=sr_t_30,1994,1h 46m,PG,6.1,44K
31. Timecop,https://www.imdb.com/title/tt0111438/?ref_=sr_t_31,1994,1h 39m,R,5.9,66K
32. City Slickers II: The Legend of Curly's Gold,https://www.imdb.com/title/tt0109439/?ref_=sr_t_32,1994,1h 56m,PG-13,5.6,21K
33. The Jungle Book,https://www.imdb.com/title/tt0110213/?ref_=sr_t_33,1994,1h 51m,PG,6.1,19K
34. Beverly Hills Cop III,https://www.imdb.com/title/tt0109254/?ref_=sr_t_34,1994,1h 44m,R,5.5,97K
35. Nobody's Fool,https://www.imdb.com/title/tt0110684/?ref_=sr_t_35,1994,1h 50m,R,7.3,23K
36. The Paper,https://www.imdb.com/title/tt0110771/?ref_=sr_t_36,1994,1h 52m,R,6.7,16K
37. On Deadly Ground,https://www.imdb.com/title/tt0110725/?ref_=sr_t_37,1994,1h 41m,R,4.6,26K
38. Richie Rich,https://www.imdb.com/title/tt0110989/?ref_=sr_t_38,1994,1h 35m,PG,5.4,75K
39. It Could Happen to You,https://www.imdb.com/title/tt0110167/?ref_=sr_t_39,1994,1h 41m,PG,6.4,46K
40. Junior,https://www.imdb.com/title/tt0110216/?ref_=sr_t_40,1994,1h 49m,PG-13,4.7,74K
41. Nell,https://www.imdb.com/title/tt0110638/?ref_=sr_t_41,1994,1h 52m,PG-13,6.5,31K
42. Street Fighter,https://www.imdb.com/title/tt0111301/?ref_=sr_t_42,1994,1h 42m,PG-13,4.1,77K
43. The Shadow,https://www.imdb.com/title/tt0111143/?ref_=sr_t_43,1994,1h 48m,PG-13,6.1,28K
44. I Love Trouble,https://www.imdb.com/title/tt0110093/?ref_=sr_t_44,1994,2h 3m,PG,5.4,13K
45. Major League II,https://www.imdb.com/title/tt0110442/?ref_=sr_t_45,1994,1h 45m,PG,5.6,29K
46. Blank Check,https://www.imdb.com/title/tt0109287/?ref_=sr_t_46,1994,1h 33m,PG,5.3,23K
47. Blown Away,https://www.imdb.com/title/tt0109303/?ref_=sr_t_47,1994,2h 1m,R,6.2,35K
48. A Low Down Dirty Shame,https://www.imdb.com/title/tt0110399/?ref_=sr_t_48,1994,1h 40m,R,5.9,8K
49. In the Army Now,https://www.imdb.com/title/tt0110123/?ref_=sr_t_49,1994,1h 31m,PG,5.0,15K
50. The Shawshank Redemption,https://www.imdb.com/title/tt0111161/?ref_=sr_t_50,1994,2h 22m,R,9.3,3M
51. Drop Zone,https://www.imdb.com/title/tt0109676/?ref_=sr_t_51,1994,1h 41m,R,5.6,22K
52. Guarding Tess,https://www.imdb.com/title/tt0109951/?ref_=sr_t_52,1994,1h 36m,PG-13,6.2,20K
53. I.Q.,https://www.imdb.com/title/tt0110099/?ref_=sr_t_53,1994,1h 40m,PG,6.2,27K
54. My Father the Hero,https://www.imdb.com/title/tt0110612/?ref_=sr_t_54,1994,1h 30m,PG,5.5,12K
55. Wyatt Earp,https://www.imdb.com/title/tt0111756/?ref_=sr_t_55,1994,3h 11m,PG-13,6.7,56K
56. Quiz Show,https://www.imdb.com/title/tt0110932/?ref_=sr_t_56,1994,2h 13m,PG-13,7.5,75K
57. Renaissance Man,https://www.imdb.com/title/tt0110971/?ref_=sr_t_57,1994,2h 8m,PG-13,6.2,19K
58. Blue Chips,https://www.imdb.com/title/tt0109305/?ref_=sr_t_58,1994,1h 48m,PG-13,6.3,16K
59. Don Juan DeMarco,https://www.imdb.com/title/tt0112883/?ref_=sr_t_59,1994,1h 37m,PG-13,6.7,54K
60. Frankenstein,https://www.imdb.com/title/tt0109836/?ref_=sr_t_60,1994,2h 3m,R,6.3,60K
61. The Postman,https://www.imdb.com/title/tt0110877/?ref_=sr_t_61,1994,1h 48m,PG,7.8,40K
62. Intersection,https://www.imdb.com/title/tt0110146/?ref_=sr_t_62,1994,1h 38m,R,5.4,9.3K
63. The Air Up There,https://www.imdb.com/title/tt0109067/?ref_=sr_t_63,1994,1h 47m,PG,5.6,9.6K
64. Iron Will,https://www.imdb.com/title/tt0110157/?ref_=sr_t_64,1994,1h 48m,PG,6.6,9.6K
65. Reality Bites,https://www.imdb.com/title/tt0110950/?ref_=sr_t_65,1994,1h 39m,PG-13,6.6,55K
66. Jason's Lyric,https://www.imdb.com/title/tt0110186/?ref_=sr_t_66,1994,1h 59m,R,6.6,4.8K
67. Speechless,https://www.imdb.com/title/tt0111256/?ref_=sr_t_67,1994,1h 39m,PG-13,5.8,5.5K
68. The Cowboy Way,https://www.imdb.com/title/tt0109493/?ref_=sr_t_68,1994,1h 42m,PG-13,5.9,9.3K
"69. Corrina, Corrina",https://www.imdb.com/title/tt0109484/?ref_=sr_t_69,1994,1h 55m,PG,6.6,14K
70. Only You,https://www.imdb.com/title/tt0110737/?ref_=sr_t_70,1994,1h 49m,PG,6.5,27K
71. With Honors,https://www.imdb.com/title/tt0111732/?ref_=sr_t_71,1994,1h 41m,PG-13,6.7,16K
72. Color of Night,https://www.imdb.com/title/tt0109456/?ref_=sr_t_72,1994,2h 1m,R,5.2,26K
73. 8 Seconds,https://www.imdb.com/title/tt0109021/?ref_=sr_t_73,1994,1h 45m,PG-13,6.6,5.9K
74. Léon: The Professional,https://www.imdb.com/title/tt0110413/?ref_=sr_t_74,1994,1h 50m,R,8.5,1.3M
75. Little Giants,https://www.imdb.com/title/tt0110364/?ref_=sr_t_75,1994,1h 47m,PG,6.4,32K
76. House Party 3,https://www.imdb.com/title/tt0110064/?ref_=sr_t_76,1994,1h 40m,R,4.7,5.7K
77. Getting Even with Dad,https://www.imdb.com/title/tt0109891/?ref_=sr_t_77,1994,1h 49m,PG,4.9,8.9K
78. Love Affair,https://www.imdb.com/title/tt0110391/?ref_=sr_t_78,1994,1h 48m,PG-13,6.0,5.2K
