Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Pirates of the Caribbean: Dead Man's Chest,https://www.imdb.com/title/tt0383574/?ref_=sr_t_1,2006,2h 31m,PG-13,7.4,787K
2. Night at the Museum,https://www.imdb.com/title/tt0477347/?ref_=sr_t_2,2006,1h 48m,PG,6.5,388K
3. Cars,https://www.imdb.com/title/tt0317219/?ref_=sr_t_3,2006,1h 56m,G,7.3,491K
4. X-Men: The Last Stand,https://www.imdb.com/title/tt0376994/?ref_=sr_t_4,2006,1h 44m,PG-13,6.6,554K
5. The Da Vinci Code,https://www.imdb.com/title/tt0382625/?ref_=sr_t_5,2006,2h 29m,PG-13,6.6,468K
6. 300,https://www.imdb.com/title/tt0416449/?ref_=sr_t_6,2006,1h 57m,R,7.6,881K
7. Superman Returns,https://www.imdb.com/title/tt0348150/?ref_=sr_t_7,2006,2h 34m,PG-13,6.1,294K
8. Happy Feet,https://www.imdb.com/title/tt0366548/?ref_=sr_t_8,2006,1h 48m,PG,6.4,205K
9. Ice Age: The Meltdown,https://www.imdb.com/title/tt0438097/?ref_=sr_t_9,2006,1h 31m,PG,6.8,304K
10. Casino Royale,https://www.imdb.com/title/tt0381061/?ref_=sr_t_10,2006,2h 24m,PG-13,8.0,710K
11. The Pursuit of Happyness,https://www.imdb.com/title/tt0454921/?ref_=sr_t_11,2006,1h 57m,PG-13,8.0,580K
12. Over the Hedge,https://www.imdb.com/title/tt0327084/?ref_=sr_t_12,2006,1h 23m,PG,6.7,194K
13. Talladega Nights: The Ballad of Ricky Bobby,https://www.imdb.com/title/tt0415306/?ref_=sr_t_13,2006,1h 48m,PG-13,6.6,205K
14. Click,https://www.imdb.com/title/tt0389860/?ref_=sr_t_14,2006,1h 47m,PG-13,6.4,366K
15. Mission: Impossible III,https://www.imdb.com/title/tt0317919/?ref_=sr_t_15,2006,2h 6m,PG-13,6.9,399K
16. The Departed,https://www.imdb.com/title/tt0407887/?ref_=sr_t_16,2006,2h 31m,R,8.5,1.5M
17. Borat,https://www.imdb.com/title/tt0443453/?ref_=sr_t_17,2006,1h 24m,R,7.4,455K
18. The Devil Wears Prada,https://www.imdb.com/title/tt0458352/?ref_=sr_t_18,2006,1h 49m,PG-13,6.9,489K
19. The Break-Up,https://www.imdb.com/title/tt0452594/?ref_=sr_t_19,2006,1h 46m,PG-13,5.8,141K
20. Dreamgirls,https://www.imdb.com/title/tt0443489/?ref_=sr_t_20,2006,2h 10m,PG-13,6.6,78K
21. Scary Movie 4,https://www.imdb.com/title/tt0362120/?ref_=sr_t_21,2006,1h 23m,PG-13,5.1,132K
22. Failure to Launch,https://www.imdb.com/title/tt0427229/?ref_=sr_t_22,2006,1h 37m,PG-13,5.7,90K
23. Inside Man,https://www.imdb.com/title/tt0454848/?ref_=sr_t_23,2006,2h 9m,R,7.6,407K
24. Open Season,https://www.imdb.com/title/tt0400717/?ref_=sr_t_24,2006,1h 26m,PG,6.1,109K
25. The Santa Clause 3: The Escape Clause,https://www.imdb.com/title/tt0452681/?ref_=sr_t_25,2006,1h 32m,G,4.8,44K
26. Charlotte's Web,https://www.imdb.com/title/tt0413895/?ref_=sr_t_26,2006,1h 37m,G,6.3,48K
27. The Pink Panther,https://www.imdb.com/title/tt0383216/?ref_=sr_t_27,2006,1h 33m,PG,5.7,95K
28. Eight Below,https://www.imdb.com/title/tt0397313/?ref_=sr_t_28,2006,2h,PG,7.3,70K
29. Saw III,https://www.imdb.com/title/tt0489270/?ref_=sr_t_29,2006,1h 48m,R,6.2,219K
30. Nacho Libre,https://www.imdb.com/title/tt0457510/?ref_=sr_t_30,2006,1h 32m,PG,5.9,96K
"31. You, Me and Dupree",https://www.imdb.com/title/tt0463034/?ref_=sr_t_31,2006,1h 50m,PG-13,5.6,85K
32. Eragon,https://www.imdb.com/title/tt0449010/?ref_=sr_t_32,2006,1h 44m,PG,5.1,132K
33. Monster House,https://www.imdb.com/title/tt0385880/?ref_=sr_t_33,2006,1h 31m,PG,6.7,145K
34. Jackass Number Two,https://www.imdb.com/title/tt0493430/?ref_=sr_t_34,2006,1h 32m,R,7.0,81K
35. Barnyard,https://www.imdb.com/title/tt0414853/?ref_=sr_t_35,2006,1h 30m,PG,5.6,36K
36. RV,https://www.imdb.com/title/tt0449089/?ref_=sr_t_36,2006,1h 39m,PG,5.6,65K
37. World Trade Center,https://www.imdb.com/title/tt0469641/?ref_=sr_t_37,2006,2h 9m,PG-13,6.0,89K
38. Rocky Balboa,https://www.imdb.com/title/tt0479143/?ref_=sr_t_38,2006,1h 42m,PG,7.1,235K
39. Big Momma's House 2,https://www.imdb.com/title/tt0421729/?ref_=sr_t_39,2006,1h 39m,PG-13,4.8,47K
40. Step Up,https://www.imdb.com/title/tt0462590/?ref_=sr_t_40,2006,1h 44m,PG-13,6.5,129K
41. Flushed Away,https://www.imdb.com/title/tt0424095/?ref_=sr_t_41,2006,1h 25m,PG,6.6,143K
