Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. The Avengers,https://www.imdb.com/title/tt0848228/?ref_=sr_t_1,2012,2h 23m,PG-13,8.0,1.5M
2. The Dark Knight Rises,https://www.imdb.com/title/tt1345836/?ref_=sr_t_2,2012,2h 44m,PG-13,8.4,1.9M
3. The Hunger Games,https://www.imdb.com/title/tt1392170/?ref_=sr_t_3,2012,2h 22m,PG-13,7.2,1M
4. Skyfall,https://www.imdb.com/title/tt1074638/?ref_=sr_t_4,2012,2h 23m,PG-13,7.8,744K
5. The Hobbit: An Unexpected Journey,https://www.imdb.com/title/tt0903624/?ref_=sr_t_5,2012,2h 49m,PG-13,7.8,893K
6. The Twilight Saga: Breaking Dawn - Part 2,https://www.imdb.com/title/tt1673434/?ref_=sr_t_6,2012,1h 55m,PG-13,5.6,269K
7. The Amazing Spider-Man,https://www.imdb.com/title/tt0948470/?ref_=sr_t_7,2012,2h 16m,PG-13,6.9,722K
8. Brave,https://www.imdb.com/title/tt1217209/?ref_=sr_t_8,2012,1h 33m,PG,7.1,455K
9. Ted,https://www.imdb.com/title/tt1637725/?ref_=sr_t_9,2012,1h 46m,R,6.9,674K
10. Madagascar 3: Europe's Most Wanted,https://www.imdb.com/title/tt1277953/?ref_=sr_t_10,2012,1h 33m,PG,6.8,204K
11. The Lorax,https://www.imdb.com/title/tt1482459/?ref_=sr_t_11,2012,1h 26m,PG,6.4,135K
12. Wreck-It Ralph,https://www.imdb.com/title/tt1772341/?ref_=sr_t_12,2012,1h 41m,PG,7.7,472K
13. Lincoln,https://www.imdb.com/title/tt0443272/?ref_=sr_t_13,2012,2h 30m,PG-13,7.3,277K
14. Men in Black³,https://www.imdb.com/title/tt1409024/?ref_=sr_t_14,2012,1h 46m,PG-13,6.8,396K
15. Django Unchained,https://www.imdb.com/title/tt1853728/?ref_=sr_t_15,2012,2h 45m,R,8.5,1.8M
16. Ice Age: Continental Drift,https://www.imdb.com/title/tt1667889/?ref_=sr_t_16,2012,1h 28m,PG,6.5,231K
17. Snow White and the Huntsman,https://www.imdb.com/title/tt1735898/?ref_=sr_t_17,2012,2h 7m,PG-13,6.1,307K
18. Les Misérables,https://www.imdb.com/title/tt1707386/?ref_=sr_t_18,2012,2h 38m,PG-13,7.5,352K
19. Hotel Transylvania,https://www.imdb.com/title/tt0837562/?ref_=sr_t_19,2012,1h 31m,PG,7.0,292K
20. Taken 2,https://www.imdb.com/title/tt1397280/?ref_=sr_t_20,2012,1h 32m,PG-13,6.2,328K
21. 21 Jump Street,https://www.imdb.com/title/tt1232829/?ref_=sr_t_21,2012,1h 49m,R,7.2,615K
22. Argo,https://www.imdb.com/title/tt1024648/?ref_=sr_t_22,2012,2h,R,7.7,648K
23. Silver Linings Playbook,https://www.imdb.com/title/tt1045658/?ref_=sr_t_23,2012,2h 2m,R,7.7,754K
24. Prometheus,https://www.imdb.com/title/tt1446714/?ref_=sr_t_24,2012,2h 4m,R,7.0,670K
25. Safe House,https://www.imdb.com/title/tt1599348/?ref_=sr_t_25,2012,1h 55m,R,6.7,242K
26. The Vow,https://www.imdb.com/title/tt1606389/?ref_=sr_t_26,2012,1h 44m,PG-13,6.8,208K
27. Life of Pi,https://www.imdb.com/title/tt0454876/?ref_=sr_t_27,2012,2h 7m,PG,7.9,679K
28. Magic Mike,https://www.imdb.com/title/tt1915581/?ref_=sr_t_28,2012,1h 50m,R,6.1,149K
29. The Bourne Legacy,https://www.imdb.com/title/tt1194173/?ref_=sr_t_29,2012,2h 15m,PG-13,6.6,320K
30. Journey 2: The Mysterious Island,https://www.imdb.com/title/tt1397514/?ref_=sr_t_30,2012,1h 34m,PG,5.7,115K
31. Rise of the Guardians,https://www.imdb.com/title/tt1446192/?ref_=sr_t_31,2012,1h 37m,PG,7.2,199K
32. Zero Dark Thirty,https://www.imdb.com/title/tt1790885/?ref_=sr_t_32,2012,2h 37m,R,7.4,326K
33. Flight,https://www.imdb.com/title/tt1907668/?ref_=sr_t_33,2012,2h 18m,R,7.3,383K
34. Think Like a Man,https://www.imdb.com/title/tt1621045/?ref_=sr_t_34,2012,2h 2m,PG-13,6.5,51K
35. The Campaign,https://www.imdb.com/title/tt1790886/?ref_=sr_t_35,2012,1h 25m,R,6.1,139K
36. The Expendables 2,https://www.imdb.com/title/tt1764651/?ref_=sr_t_36,2012,1h 43m,R,6.6,327K
37. Wrath of the Titans,https://www.imdb.com/title/tt1646987/?ref_=sr_t_37,2012,1h 39m,PG-13,5.7,198K
38. Jack Reacher,https://www.imdb.com/title/tt0790724/?ref_=sr_t_38,2012,2h 10m,PG-13,7.0,375K
39. Dark Shadows,https://www.imdb.com/title/tt1077368/?ref_=sr_t_39,2012,1h 53m,PG-13,6.2,286K
40. Parental Guidance,https://www.imdb.com/title/tt1047540/?ref_=sr_t_40,2012,1h 45m,PG,6.0,27K
41. John Carter,https://www.imdb.com/title/tt0401729/?ref_=sr_t_41,2012,2h 12m,PG-13,6.6,291K
42. Act of Valor,https://www.imdb.com/title/tt1591479/?ref_=sr_t_42,2012,1h 50m,R,6.4,73K
43. This Is 40,https://www.imdb.com/title/tt1758830/?ref_=sr_t_43,2012,2h 14m,R,6.2,154K
44. Contraband,https://www.imdb.com/title/tt1524137/?ref_=sr_t_44,2012,1h 49m,R,6.4,127K
45. Looper,https://www.imdb.com/title/tt1276104/?ref_=sr_t_45,2012,1h 59m,R,7.4,613K
46. Madea's Witness Protection,https://www.imdb.com/title/tt2215285/?ref_=sr_t_46,2012,1h 54m,PG-13,5.0,12K
47. Battleship,https://www.imdb.com/title/tt1440129/?ref_=sr_t_47,2012,2h 11m,PG-13,5.8,261K
48. Pitch Perfect,https://www.imdb.com/title/tt1981677/?ref_=sr_t_48,2012,1h 52m,PG-13,7.1,337K
49. Mirror Mirror,https://www.imdb.com/title/tt1667353/?ref_=sr_t_49,2012,1h 46m,PG,5.6,92K
50. Chronicle,https://www.imdb.com/title/tt1706593/?ref_=sr_t_50,2012,1h 24m,PG-13,7.0,268K
51. Hope Springs,https://www.imdb.com/title/tt1535438/?ref_=sr_t_51,2012,1h 40m,PG-13,6.3,45K
52. Underworld: Awakening,https://www.imdb.com/title/tt1496025/?ref_=sr_t_52,2012,1h 28m,R,6.3,163K
53. The Lucky One,https://www.imdb.com/title/tt1327194/?ref_=sr_t_53,2012,1h 41m,PG-13,6.4,116K
54. The Dictator,https://www.imdb.com/title/tt1645170/?ref_=sr_t_54,2012,1h 23m,R,6.5,346K
55. Total Recall,https://www.imdb.com/title/tt1386703/?ref_=sr_t_55,2012,1h 58m,PG-13,6.2,270K
56. Escape from Planet Earth,https://www.imdb.com/title/tt0765446/?ref_=sr_t_56,2012,1h 29m,PG,5.8,27K
57. American Reunion,https://www.imdb.com/title/tt1605630/?ref_=sr_t_57,2012,1h 53m,R,6.7,227K
58. ParaNorman,https://www.imdb.com/title/tt1623288/?ref_=sr_t_58,2012,1h 32m,PG,7.0,113K
59. This Means War,https://www.imdb.com/title/tt1596350/?ref_=sr_t_59,2012,1h 43m,PG-13,6.3,196K
60. Project X,https://www.imdb.com/title/tt1636826/?ref_=sr_t_60,2012,1h 28m,R,6.7,241K
61. The Woman in Black,https://www.imdb.com/title/tt1596365/?ref_=sr_t_61,2012,1h 35m,PG-13,6.4,196K
62. Paranormal Activity 4,https://www.imdb.com/title/tt2109184/?ref_=sr_t_62,2012,1h 28m,R,4.7,72K
63. The Devil Inside,https://www.imdb.com/title/tt1560985/?ref_=sr_t_63,2012,1h 23m,R,4.2,38K
64. The Odd Life of Timothy Green,https://www.imdb.com/title/tt1462769/?ref_=sr_t_64,2012,1h 45m,PG,6.6,49K
65. Red Tails,https://www.imdb.com/title/tt0485985/?ref_=sr_t_65,2012,2h 5m,PG-13,5.9,38K
66. The Possession,https://www.imdb.com/title/tt0431021/?ref_=sr_t_66,2012,1h 32m,PG-13,5.9,64K
67. Diary of a Wimpy Kid: Dog Days,https://www.imdb.com/title/tt2023453/?ref_=sr_t_67,2012,1h 34m,PG,6.3,31K
68. Sinister,https://www.imdb.com/title/tt1922777/?ref_=sr_t_68,2012,1h 50m,R,6.8,294K
69. Savages,https://www.imdb.com/title/tt1615065/?ref_=sr_t_69,2012,2h 11m,R,6.4,136K
70. Moonrise Kingdom,https://www.imdb.com/title/tt1748122/?ref_=sr_t_70,2012,1h 34m,PG-13,7.8,371K
71. Here Comes the Boom,https://www.imdb.com/title/tt1648179/?ref_=sr_t_71,2012,1h 45m,PG,6.4,97K
72. Red Dawn,https://www.imdb.com/title/tt1234719/?ref_=sr_t_72,2012,1h 33m,PG-13,5.3,82K
73. The Three Stooges,https://www.imdb.com/title/tt0383010/?ref_=sr_t_73,2012,1h 32m,PG,5.1,34K
74. Resident Evil: Retribution,https://www.imdb.com/title/tt1855325/?ref_=sr_t_74,2012,1h 35m,R,5.3,153K
75. What to Expect When You're Expecting,https://www.imdb.com/title/tt1586265/?ref_=sr_t_75,2012,1h 50m,PG-13,5.7,77K
76. End of Watch,https://www.imdb.com/title/tt1855199/?ref_=sr_t_76,2012,1h 49m,R,7.6,276K
77. Rock of Ages,https://www.imdb.com/title/tt1336608/?ref_=sr_t_77,2012,2h 3m,PG-13,5.9,83K
78. Abraham Lincoln: Vampire Hunter,https://www.imdb.com/title/tt1611224/?ref_=sr_t_78,2012,1h 45m,R,5.9,164K
79. Lawless,https://www.imdb.com/title/tt1212450/?ref_=sr_t_79,2012,1h 56m,R,7.2,257K
80. The Guilt Trip,https://www.imdb.com/title/tt1694020/?ref_=sr_t_80,2012,1h 35m,PG-13,5.8,41K
81. That's My Boy,https://www.imdb.com/title/tt1232200/?ref_=sr_t_81,2012,1h 56m,R,5.6,113K
82. Trouble with the Curve,https://www.imdb.com/title/tt2083383/?ref_=sr_t_82,2012,1h 51m,PG-13,6.8,70K
83. The Watch,https://www.imdb.com/title/tt1298649/?ref_=sr_t_83,2012,1h 42m,R,5.7,134K
84. Frankenweenie,https://www.imdb.com/title/tt1142977/?ref_=sr_t_84,2012,1h 27m,PG,6.9,121K
85. Step Up Revolution,https://www.imdb.com/title/tt1800741/?ref_=sr_t_85,2012,1h 39m,PG-13,6.4,59K
86. Good Deeds,https://www.imdb.com/title/tt1885265/?ref_=sr_t_86,2012,1h 50m,PG-13,5.7,8.4K
87. 2016: Obama's America,https://www.imdb.com/title/tt2247692/?ref_=sr_t_87,2012,1h 27m,PG,4.8,11K
88. House at the End of the Street,https://www.imdb.com/title/tt1582507/?ref_=sr_t_88,2012,1h 41m,PG-13,5.5,83K
89. The Pirates! Band of Misfits,https://www.imdb.com/title/tt1430626/?ref_=sr_t_89,2012,1h 28m,PG,6.7,52K
90. Joyful Noise,https://www.imdb.com/title/tt1710396/?ref_=sr_t_90,2012,1h 58m,PG-13,5.7,9K
