Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. How the Grinch Stole Christmas,https://www.imdb.com/title/tt0170016/?ref_=sr_t_1,2000,1h 44m,PG,6.4,308K,123000000.0,346676095.0,261415800.0,55082330.0,['Ron Howard'],"['Dr. Seuss', 'Jeffrey Price', 'Peter S. Seaman']","['Jim Carrey', 'Taylor Momsen', 'Kelley']","['Holiday Comedy', 'Holiday Family', 'Quirky Comedy', 'Slapstick', 'Comedy', 'Family', 'Fantasy', 'Holiday']","['United States', 'Germany']","['Solitude Mountain Resort, Utah, USA']","['Universal Pictures', 'Imagine Entertainment', 'LUNI Productions GmbH and Company KG']",['English'],0,37,0,2000
2. Cast Away,https://www.imdb.com/title/tt0162222/?ref_=sr_t_2,2000,2h 23m,PG-13,7.8,656K,90000000.0,429632142.0,233632142.0,28883406.0,['Robert Zemeckis'],['William Broyles Jr.'],"['Tom Hanks', 'Helen Hunt', 'Paul Sanchez']","['Survival', 'Adventure', 'Drama', 'Romance']",['United States'],"['Monuriki, Fiji']","['Twentieth Century Fox', 'Dreamworks Pictures', 'ImageMovers']","['English', 'Russian']",0,36,2,2000
3. Mission: Impossible II,https://www.imdb.com/title/tt0120755/?ref_=sr_t_3,2000,2h 3m,PG-13,6.1,386K,125000000.0,546388108.0,215409889.0,57845297.0,['John Woo'],"['Bruce Geller', 'Ronald D. Moore', 'Brannon Braga']","['Tom Cruise', 'Dougray Scott', 'Thandiwe Newton']","['Action', 'Adventure', 'Thriller']","['United States', 'Germany', 'Australia']","['Dead Horse Point State Park, Utah, USA']","['Paramount Pictures', 'Cruise/Wagner Productions', 'Munich Film Partners & Company (MFP) MI2 Productions']",['English'],0,20,0,2000
4. Gladiator,https://www.imdb.com/title/tt0172495/?ref_=sr_t_4,2000,2h 35m,R,8.5,1.7M,103000000.0,465516248.0,187705427.0,34819017.0,['Ridley Scott'],"['David Franzoni', 'John Logan', 'William Nicholson']","['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen']","['Action Epic', 'Adventure Epic', 'Epic', 'Period Drama', 'Sword & Sandal', 'Action', 'Adventure', 'Drama']","['United States', 'United Kingdom', 'Malta', 'Morocco']","['Ouarzazate, Morocco']","['Dreamworks Pictures', 'Universal Pictures', 'Scott Free Productions']",['English'],0,104,0,2000
5. What Women Want,https://www.imdb.com/title/tt0207201/?ref_=sr_t_5,2000,2h 7m,PG-13,6.5,228K,70000000.0,374111707.0,182811707.0,33614543.0,['Nancy Meyers'],"['Josh Goldsmith', 'Cathy Yuspa', 'Diane Drake']","['Mel Gibson', 'Helen Hunt', 'Marisa Tomei']","['High-Concept Comedy', 'Romantic Comedy', 'Comedy', 'Fantasy', 'Romance']",['United States'],"['Dresden Room Restaurant - 1760 N. Vermont Avenue, Los Feliz, Los Angeles, California, USA']","['Paramount Pictures', 'Icon Entertainment International', 'Wind Dancer Productions']",['English'],0,9,0,2000
6. The Perfect Storm,https://www.imdb.com/title/tt0177971/?ref_=sr_t_6,2000,2h 10m,PG-13,6.5,182K,140000000.0,328718434.0,182618434.0,41325042.0,['Wolfgang Petersen'],"['Sebastian Junger', 'William D. Wittliff']","['George Clooney', 'Mark Wahlberg', 'John C. Reilly']","['Disaster', 'Docudrama', 'Sea Adventure', 'Survival', 'Action', 'Adventure', 'Drama', 'Thriller']",['United States'],"['Gloucester, Massachusetts, USA']","['Warner Bros.', 'Baltimore Spring Creek Productions', 'Radiant Productions']",['English'],0,28,2,2000
7. Meet the Parents,https://www.imdb.com/title/tt0212338/?ref_=sr_t_7,2000,1h 48m,PG-13,7.0,364K,55000000.0,330444045.0,166244045.0,28623300.0,['Jay Roach'],"['Greg Glienna', 'Mary Ruth Clarke', 'Jim Herzfeld']","['Ben Stiller', 'Robert De Niro', 'Teri Polo']","['Romantic Comedy', 'Slapstick', 'Comedy', 'Romance']",['United States'],"['Chicago, Illinois, USA']","['Universal Pictures', 'Dreamworks Pictures', 'Nancy Tenenbaum Films']","['English', 'Thai', 'Spanish', 'Hebrew', 'French']",0,15,1,2000
8. X-Men,https://www.imdb.com/title/tt0120903/?ref_=sr_t_8,2000,1h 44m,PG-13,7.3,666K,75000000.0,296339528.0,157299718.0,54471475.0,['Bryan Singer'],"['Tom DeSanto', 'Bryan Singer', 'David Hayter']","['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen']","['Superhero', 'Action', 'Adventure', 'Sci-Fi']","['United States', 'Canada']","['Casa Loma - 1 Austin Terrace, Casa Loma, Toronto, Ontario, Canada']","['Twentieth Century Fox', 'Marvel Enterprises', 'Marvel Entertainment Group']",['English'],0,26,0,2000
9. Scary Movie,https://www.imdb.com/title/tt0175142/?ref_=sr_t_9,2000,1h 28m,R,6.3,298K,19000000.0,278019771.0,157019771.0,42346669.0,['Keenen Ivory Wayans'],"['Shawn Wayans', 'Marlon Wayans', 'Buddy Johnson']","['Anna Faris', 'Jon Abrahams', 'Marlon Wayans']","['Parody', 'Raunchy Comedy', 'Slapstick', 'Stoner Comedy', 'Teen Comedy', 'Comedy']",['United States'],"['Steveston, Richmond, British Columbia, Canada']","['Dimension Films', 'Wayans Bros. Entertainment', 'Gold/Miller Productions']",['English'],0,6,0,2000
10. What Lies Beneath,https://www.imdb.com/title/tt0161081/?ref_=sr_t_10,2000,2h 10m,PG-13,6.6,139K,100000000.0,291420351.0,155464351.0,29702959.0,['Robert Zemeckis'],"['Clark Gregg', 'Sarah Kernochan']","['Harrison Ford', 'Michelle Pfeiffer', 'Katharine Towne']","['Drama', 'Horror', 'Mystery', 'Thriller']",['United States'],"['Lake Champlain, New York, USA']","['Dreamworks Pictures', 'Twentieth Century Fox', 'ImageMovers']",['English'],0,7,0,2000
11. Dinosaur,https://www.imdb.com/title/tt0130623/?ref_=sr_t_11,2000,1h 22m,PG,6.4,69K,127500000.0,349822765.0,137748063.0,38854851.0,"['Eric Leighton', 'Ralph Zondag']","['John Harrison', 'Robert Nelson Jacobs', 'Walon Green']","['D.B. Sweeney', 'Julianna Margulies', 'Samuel E. Wright']","['Adventure Epic', 'Animal Adventure', 'Computer Animation', 'Dinosaur Adventure', 'Jungle Adventure', 'Survival', 'Adventure', 'Animation', 'Drama', 'Family']",['United States'],"['Canyon de Chelly National Monument, Arizona, USA']","['Walt Disney Pictures', 'The Secret Lab (TSL)', 'Walt Disney Animation Studios']",['English'],0,22,0,2000
"12. Crouching Tiger, Hidden Dragon",https://www.imdb.com/title/tt0190332/?ref_=sr_t_12,2000,2h,PG-13,7.9,286K,17000000.0,213978518.0,128530421.0,663205.0,['Ang Lee'],"['Hui-Ling Wang', 'James Schamus', 'Kuo Jung Tsai']","['Chow Yun-Fat', 'Michelle Yeoh', 'Ziyi Zhang']","['Action Epic', 'Adventure Epic', 'Epic', 'Fantasy Epic', 'Martial Arts', 'Period Drama', 'Quest', 'Romantic Epic', 'Sword & Sorcery', 'Wuxia']","['China', 'Taiwan', 'Hong Kong', 'United States']","['Huangshan region, Anhui Province, China']","['Sony Pictures Classics', 'Columbia Pictures Film Production Asia', 'Good Machine']","['Mandarin', 'Chinese']",0,132,0,2000
13. Erin Brockovich,https://www.imdb.com/title/tt0195685/?ref_=sr_t_13,2000,2h 11m,R,7.5,229K,52000000.0,256271286.0,125595205.0,28138465.0,['Steven Soderbergh'],['Susannah Grant'],"['Julia Roberts', 'Albert Finney', 'David Brisbin']","['Docudrama', 'Legal Drama', 'Workplace Drama', 'Biography', 'Drama']",['United States'],"['Hinkley, California, USA']","['Universal Pictures', 'Columbia Pictures', 'Jersey Films']",['English'],0,59,0,2000
14. Charlie's Angels,https://www.imdb.com/title/tt0160127/?ref_=sr_t_14,2000,1h 38m,PG-13,5.6,200K,93000000.0,264105545.0,125305545.0,40128550.0,['McG'],"['Ryan Rowe', 'Ed Solomon', 'John August']","['Cameron Diaz', 'Drew Barrymore', 'Lucy Liu']","['Spy', 'Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","['Germany', 'United States']","['Auto Club Speedway, 9300 Cherry Avenue, Fontana, California, USA']","['Columbia Pictures', 'Flower Films (II)', 'Tall Trees Productions']","['English', 'German']",0,33,0,2000
15. Traffic,https://www.imdb.com/title/tt0181865/?ref_=sr_t_15,2000,2h 27m,R,7.6,223K,48000000.0,207515725.0,124115725.0,184725.0,['Steven Soderbergh'],"['Simon Moore', 'Stephen Gaghan']","['Michael Douglas', 'Benicio Del Toro', 'Catherine Zeta-Jones']","['Cop Drama', 'Drug Crime', 'Crime', 'Drama', 'Thriller']","['Germany', 'United States']","['Cincinnati, Ohio, USA']","['The Bedford Falls Company', 'Initial Entertainment Group (IEG)', 'USA Films']","['English', 'Spanish']",0,86,0,2000
16. Nutty Professor II: The Klumps,https://www.imdb.com/title/tt0144528/?ref_=sr_t_16,2000,1h 46m,PG-13,4.5,54K,84000000.0,166339890.0,123309890.0,42518830.0,['Peter Segal'],"['Jerry Lewis', 'Steve Oedekerk', 'Barry W. Blaustein']","['Eddie Murphy', 'Janet Jackson', 'Larry Miller']","['Dark Comedy', 'Slapstick', 'Comedy', 'Romance', 'Sci-Fi']",['United States'],"['Glendale, California, USA']","['Universal Pictures', 'Imagine Entertainment', 'Shady Acres Entertainment']",['English'],0,15,0,2000
17. Big Momma's House,https://www.imdb.com/title/tt0208003/?ref_=sr_t_17,2000,1h 39m,PG-13,5.2,92K,30000000.0,173959438.0,117559438.0,25661041.0,['Raja Gosnell'],"['Darryl Quarles', 'Don Rhymer']","['Martin Lawrence', 'Nia Long', 'Paul Giamatti']","['Action', 'Comedy', 'Crime']","['Germany', 'United States']","['192 North Shaffer Street, Orange, California, USA']","['Twentieth Century Fox', 'Regency Enterprises', 'New Regency Productions']",['English'],0,9,0,2000
18. Remember the Titans,https://www.imdb.com/title/tt0210945/?ref_=sr_t_18,2000,1h 53m,PG,7.8,238K,30000000.0,136771683.0,115719751.0,20905831.0,['Boaz Yakin'],['Gregory Allen Howard'],"['Denzel Washington', 'Will Patton', 'Wood Harris']","['Docudrama', 'Football', 'Biography', 'Comedy', 'Drama', 'Sport']",['United States'],"['Covington, Georgia, USA']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Run It Up Productions Inc.']",['English'],0,17,0,2000
19. The Patriot,https://www.imdb.com/title/tt0187393/?ref_=sr_t_19,2000,2h 45m,R,7.2,301K,110000000.0,215294342.0,113330342.0,22413710.0,['Roland Emmerich'],['Robert Rodat'],"['Mel Gibson', 'Heath Ledger', 'Joely Richardson']","['Epic', 'Period Drama', 'War Epic', 'Action', 'Drama', 'History', 'War']","['Germany', 'United States']","['Rock Hill, South Carolina, USA']","['Columbia Pictures', 'Centropolis Entertainment', 'Mutual Film Company']","['English', 'French']",0,23,3,2000
20. Chicken Run,https://www.imdb.com/title/tt0120630/?ref_=sr_t_20,2000,1h 24m,G,7.1,217K,45000000.0,224888359.0,106834564.0,17506162.0,"['Peter Lord', 'Nick Park']","['Peter Lord', 'Nick Park', 'Karey Kirkpatrick']","['Mel Gibson', 'Julia Sawalha', 'Phil Daniels']","['Animal Adventure', 'Prison Drama', 'Slapstick', 'Stop Motion Animation', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family']","['United Kingdom', 'France', 'United States']","['Bristol, England, UK']","['Aardman Animations', 'DreamWorks Animation', 'Dreamworks Pictures']",['English'],0,27,2,2000
21. Miss Congeniality,https://www.imdb.com/title/tt0212346/?ref_=sr_t_21,2000,1h 49m,PG-13,6.3,237K,45000000.0,212742720.0,106807667.0,10046534.0,['Donald Petrie'],"['Marc Lawrence', 'Katie Ford', 'Caryn Lucas']","['Sandra Bullock', 'Michael Caine', 'Benjamin Bratt']","['High-Concept Comedy', 'Action', 'Comedy', 'Crime', 'Romance']",['United States'],"['Arneson River Theater, San Antonio, Texas, USA']","['Castle Rock Entertainment', 'Village Roadshow Pictures', 'NPV Entertainment']","['English', 'Russian', 'Hawaiian']",0,8,0,2000
22. Gone in 60 Seconds,https://www.imdb.com/title/tt0187078/?ref_=sr_t_22,2000,1h 58m,PG-13,6.5,300K,90000000.0,237202299.0,101648571.0,25336048.0,['Dominic Sena'],"['H.B. Halicki', 'Scott Rosenberg']","['Nicolas Cage', 'Angelina Jolie', 'Giovanni Ribisi']","['Car Action', 'Action', 'Crime', 'Thriller']",['United States'],"['Long Beach Naval Shipyard - Ocean Boulevard & Navy Way, Long Beach, California, USA']","['Touchstone Pictures', 'Jerry Bruckheimer Films']",['English'],0,6,0,2000
23. Unbreakable,https://www.imdb.com/title/tt0217869/?ref_=sr_t_23,2000,1h 46m,PG-13,7.3,452K,75000000.0,248118121.0,95011339.0,30330771.0,['M. Night Shyamalan'],['M. Night Shyamalan'],"['Bruce Willis', 'Samuel L. Jackson', 'Robin Wright']","['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",['United States'],"['Manayunk, Philadelphia, Pennsylvania, USA']","['Touchstone Pictures', 'Blinding Edge Pictures', 'Barry Mendel Productions']",['English'],0,16,0,2000
"24. Me, Myself & Irene",https://www.imdb.com/title/tt0183505/?ref_=sr_t_24,2000,1h 56m,R,6.6,256K,51000000.0,149270999.0,90570999.0,24209385.0,"['Bobby Farrelly', 'Peter Farrelly']","['Peter Farrelly', 'Mike Cerrone', 'Bobby Farrelly']","['Jim Carrey', 'Renée Zellweger', 'Anthony Anderson']","['Dark Comedy', 'Slapstick', 'Comedy']",['United States'],"['Burlington, Vermont, USA']","['Twentieth Century Fox', 'Conundrum Entertainment']","['English', 'German']",0,4,0,2000
25. Space Cowboys,https://www.imdb.com/title/tt0186566/?ref_=sr_t_25,2000,2h 10m,PG-13,6.5,88K,65000000.0,128884132.0,90464773.0,18093776.0,['Clint Eastwood'],"['Ken Kaufman', 'Howard Klausner']","['Clint Eastwood', 'Tommy Lee Jones', 'Donald Sutherland']","['Action', 'Adventure', 'Thriller']",['United States'],"['Six Flags Magic Mountain - 26101 Magic Mountain Parkway, Valencia, California, USA']","['Clipsal Films', 'Mad Chance', 'Malpaso Productions']",['English'],0,9,1,2000
26. The Emperor's New Groove,https://www.imdb.com/title/tt0120917/?ref_=sr_t_26,2000,1h 18m,G,7.4,233K,100000000.0,169707314.0,89636687.0,9812302.0,['Mark Dindal'],"['Chris Williams', 'Mark Dindal', 'David Reynolds']","['David Spade', 'John Goodman', 'Eartha Kitt']","['Animal Adventure', 'Body Swap Comedy', 'Buddy Comedy', 'Hand-Drawn Animation', 'Slapstick', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['United States', 'Japan', 'France']","['Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA']","['Walt Disney Pictures', 'Walt Disney Animation Studios', 'Walt Disney Feature Animation']",['English'],0,27,1,2000
