Movie Link,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
https://www.imdb.com/title/tt0086190/?ref_=sr_t_1,32500000.0,482466382.0,316566101.0,23019618.0,['Richard Marquand'],"['Lawrence Kasdan', 'George Lucas']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']","['Action Epic', 'Adventure Epic', 'Dark Fantasy', 'Fantasy Epic', 'Globetrotting Adventure', 'Quest', 'Sci-Fi Epic', 'Space Sci-Fi', 'Sword & Sorcery', 'Action']",['United States'],"['Miller-Rellim Redwood Company Property, Morrison Creek Road, Smith River, California, USA']",['Lucasfilm'],"['English', 'Kikuyu', 'Tagalog', 'Kalmyk-Oirat', 'Quechua', 'Polish']",0,23,4,1983
https://www.imdb.com/title/tt0086425/?ref_=sr_t_2,8000000.0,108423749.0,108423489.0,3498813.0,['James L. Brooks'],"['Larry McMurtry', 'James L. Brooks']","['Shirley MacLaine', 'Debra Winger', 'Jack Nicholson']","['Comedy', 'Drama']",['United States'],"['3060 Locke Lane, Houston, Texas, USA']",['Paramount Pictures'],['English'],0,22,0,1983
https://www.imdb.com/title/tt0085549/?ref_=sr_t_3,7500000.0,92921203.0,92921203.0,4076124.0,['Adrian Lyne'],"['Thomas Hedley Jr.', 'Joe Eszterhas']","['Jennifer Beals', 'Michael Nouri', 'Lilia Skala']","['Feel-Good Romance', 'Drama', 'Music', 'Romance']",['United States'],"['Keystone Commons former Westinghouse Turbine Factory, East Pittsburgh, Pennsylvania, USA']","['Paramount Pictures', 'PolyGram Filmed Entertainment', 'Don Simpson/Jerry Bruckheimer Films']",['English'],0,16,0,1983
https://www.imdb.com/title/tt0086465/?ref_=sr_t_4,15000000.0,90404800.0,90404800.0,7348200.0,['John Landis'],"['Timothy Harris', 'Herschel Weingrod']","['Eddie Murphy', 'Dan Aykroyd', 'Ralph Bellamy']","['Satire', 'Comedy']",['United States'],"['St. Croix, U.S. Virgin Islands']","['Paramount Pictures', 'Cinema Group Ventures']",['English'],0,8,1,1983
https://www.imdb.com/title/tt0086567/?ref_=sr_t_5,12000000.0,79567667.0,79567667.0,6227804.0,['John Badham'],"['Lawrence Lasker', 'Walter F. Parkes']","['Matthew Broderick', 'Ally Sheedy', 'John Wood']","['Cyber Thriller', 'Political Drama', 'Political Thriller', 'Teen Drama', 'Action', 'Drama', 'Sci-Fi', 'Thriller']",['United States'],"['Anderson Island, Washington, USA']","['United Artists', 'Sherwood Productions']",['English'],0,14,3,1983
https://www.imdb.com/title/tt0086034/?ref_=sr_t_6,27500000.0,67917359.0,67893619.0,8902564.0,['John Glen'],"['George MacDonald Fraser', 'Richard Maibaum', 'Michael G. Wilson']","['Roger Moore', 'Maud Adams', 'Louis Jourdan']","['Action', 'Adventure', 'Thriller']",['United Kingdom'],"['Monsoon Palace, Udaipur, Rajasthan, India']","['United Artists', 'Eon Productions', 'Danjaq']","['English', 'Russian', 'German', 'Spanish', 'Hindi']",0,4,0,1983
https://www.imdb.com/title/tt0086383/?ref_=sr_t_7,22000000.0,67642693.0,67642693.0,9688561.0,['Clint Eastwood'],"['Harry Julian Fink', 'Rita M. Fink', 'Joseph Stinson']","['Clint Eastwood', 'Sondra Locke', 'Pat Hingle']","['Action', 'Crime', 'Thriller']",['United States'],"['Santa Cruz Beach, Santa Cruz, California, USA']","['Warner Bros.', 'The Malpaso Company']",['English'],0,0,0,1983
https://www.imdb.com/title/tt0086361/?ref_=sr_t_8,22000000.0,64893329.0,64892670.0,12146143.0,['Sylvester Stallone'],"['Nik Cohn', 'Sylvester Stallone', 'Norman Wexler']","['John Travolta', 'Cynthia Rhodes', 'Finola Hughes']","['Drama', 'Music', 'Romance']",['United States'],"['Philharmonic Auditorium - 427 West 5th Street and South Olive Street, Downtown, Los Angeles, California, USA']","['Paramount Pictures', 'Cinema Group Ventures']",['English'],0,0,0,1983
https://www.imdb.com/title/tt0085970/?ref_=sr_t_9,,64783827.0,64783827.0,947197.0,['Stan Dragoti'],['John Hughes'],"['Michael Keaton', 'Teri Garr', 'Frederick Koehler']","['Comedy', 'Drama']",['United States'],"['152 Greenfield Avenue, Los Angeles, California, USA']",['Sherwood Productions'],['English'],0,0,0,1983
https://www.imdb.com/title/tt0086200/?ref_=sr_t_10,6200000.0,63542350.0,63541777.0,4275327.0,['Paul Brickman'],['Paul Brickman'],"['Tom Cruise', 'Rebecca De Mornay', 'Joe Pantoliano']","['Raunchy Comedy', 'Teen Comedy', 'Comedy', 'Crime', 'Drama', 'Romance']",['United States'],"['Niles East High School - 7700 Lincoln Avenue, Skokie, Illinois, USA']",['The Geffen Company'],"['English', 'German']",0,0,0,1983
https://www.imdb.com/title/tt0085995/?ref_=sr_t_11,15000000.0,61418362.0,61418063.0,8333358.0,['Harold Ramis'],['John Hughes'],"['Chevy Chase', ""Beverly D'Angelo"", 'Imogene Coca']","['Road Trip', 'Slapstick', 'Adventure', 'Comedy']",['United States'],"['Six Flags Magic Mountain - 26101 Magic Mountain Parkway, Valencia, California, USA']","['National Lampoon', 'Warner Bros.']",['English'],0,0,0,1983
https://www.imdb.com/title/tt0086393/?ref_=sr_t_12,39000000.0,80250623.0,59950623.0,13352357.0,['Richard Lester'],"['Jerry Siegel', 'Joe Shuster', 'David Newman']","['Christopher Reeve', 'Richard Pryor', 'Margot Kidder']","['High-Concept Comedy', 'Quest', 'Superhero', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']","['United Kingdom', 'United States']","['Calgary, Alberta, Canada']","['Dovemead Films', 'Cantharus Productions', 'Major Studio Partners']","['English', 'Italian', 'Spanish']",0,7,0,1983
https://www.imdb.com/title/tt0085244/?ref_=sr_t_13,8000000.0,56399735.0,56399659.0,3662152.0,['Lawrence Kasdan'],"['Lawrence Kasdan', 'Barbara Benedek']","['Tom Berenger', 'Glenn Close', 'Jeff Goldblum']","['Comedy', 'Drama']",['United States'],"['Tidalholm Mansion - 1 Laurens Street, Beaufort, South Carolina, USA']","['Columbia Pictures', 'Carson Productions', 'Delphi Films']",['English'],0,8,3,1983
https://www.imdb.com/title/tt0086006/?ref_=sr_t_14,36000000.0,55433185.0,55432841.0,10958157.0,['Irvin Kershner'],"['Kevin McClory', 'Jack Whittingham', 'Ian Fleming']","['Sean Connery', 'Kim Basinger', 'Klaus Maria Brandauer']","['Action', 'Adventure', 'Thriller']","['United Kingdom', 'United States', 'West Germany']",['Malta'],"['TaliaFilm II Productions', 'Woodcote', 'Producers Sales Organization (PSO)']","['English', 'French', 'Spanish', 'Arabic']",0,4,0,1983
https://www.imdb.com/title/tt0086250/?ref_=sr_t_15,50000000.0,66443303.0,45967303.0,4597536.0,['Brian De Palma'],"['Oliver Stone', 'Howard Hawks', 'Ben Hecht']","['Al Pacino', 'Michelle Pfeiffer', 'Steven Bauer']","['Drug Crime', 'Epic', 'Gangster', 'Tragedy', 'Crime', 'Drama']",['United States'],"['656 Park Ln, Santa Barbara, California, USA']","['Universal Pictures', 'Martin Bregman Productions']","['English', 'Spanish']",0,0,0,1983
https://www.imdb.com/title/tt0085750/?ref_=sr_t_16,20500000.0,87987055.0,45517055.0,13422500.0,['Joe Alves'],"['Peter Benchley', 'Richard Matheson', 'Carl Gottlieb']","['Dennis Quaid', 'Bess Armstrong', 'Simon MacCorkindale']","['Monster Horror', 'Sea Adventure', 'Adventure', 'Horror', 'Thriller']",['United States'],"['Universal Owned Property, Orlando, Florida, USA']","['Universal Pictures', 'Alan Landsburg Productions', 'MCA Theatricals']",['English'],0,0,0,1983
https://www.imdb.com/title/tt0085255/?ref_=sr_t_17,22000000.0,42313354.0,42313354.0,8258149.0,['John Badham'],"[""Dan O'Bannon"", 'Don Jakoby']","['Roy Scheider', 'Warren Oates', 'Candy Clark']","['Action', 'Crime', 'Drama', 'Thriller']",['United States'],"['City of Los Angeles Piper Technical Center - 555 Ramirez Street, Downtown, Los Angeles, California, USA']","['Columbia Pictures', 'Rastar Pictures']",['English'],0,4,1,1983
https://www.imdb.com/title/tt0086619/?ref_=sr_t_18,12000000.0,40219251.0,40218899.0,,['Barbra Streisand'],"['Jack Rosenthal', 'Barbra Streisand', 'Isaac Bashevis Singer']","['Barbra Streisand', 'Amy Irving', 'Mandy Patinkin']","['Drama', 'Musical', 'Romance']","['United Kingdom', 'United States']","['Zatec, Czech Republic']","['Ladbroke', 'Barwood Films', 'United Artists']","['English', 'Hebrew']",0,17,0,1983
https://www.imdb.com/title/tt0086312/?ref_=sr_t_19,10000000.0,35616970.0,35615609.0,1218322.0,['Mike Nichols'],"['Nora Ephron', 'Alice Arlen']","['Meryl Streep', 'Kurt Russell', 'Cher']","['Biography', 'Drama', 'History', 'Thriller']",['United States'],"['Dallas, Texas, USA']","['ABC Motion Pictures', 'ABC Motion Pictures']",['English'],0,19,5,1983
https://www.imdb.com/title/tt0086154/?ref_=sr_t_20,5000000.0,34725000.0,34725000.0,8310244.0,['Richard Franklin'],"['Tom Holland', 'Robert Bloch']","['Anthony Perkins', 'Vera Miles', 'Meg Tilly']","['Psychological Horror', 'Psychological Thriller', 'Serial Killer', 'Slasher Horror', 'Crime', 'Horror', 'Mystery', 'Thriller']",['United States'],"['Black Lagoon, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA']","['Universal Pictures', 'Oak', 'Oak Media Development']",['English'],0,0,0,1983
https://www.imdb.com/title/tt0086129/?ref_=sr_t_21,6500000.0,33759266.0,33759266.0,7054988.0,['Bob Clark'],"['Roger Swaybill', 'Alan Ormsby', 'Bob Clark']","['Dan Monahan', 'Wyatt Knight', 'Mark Herrier']","['Raunchy Comedy', 'Satire', 'Teen Comedy', 'Comedy']","['Canada', 'United States']","['Great Southern Sound Stage - 15221 NE 21st Street, Miami, Florida, USA']","['Astral Bellevue Pathé', 'Simon / Reeves / Landsburg Productions', 'Simon/Reeves/Landsburg Productions']",['English'],0,0,0,1983
https://www.imdb.com/title/tt0086508/?ref_=sr_t_22,14500000.0,30503151.0,30503151.0,3144367.0,['Ted Kotcheff'],"['Joe Gayton', 'Wings Hauser']","['Gene Hackman', 'Patrick Swayze', 'Robert Stack']","['Dark Comedy', 'Action', 'Drama', 'Thriller', 'War']",['United States'],"[""Hanalei, Kaua'i, Hawaii, USA""]","['Paramount Pictures', 'Milius-Feitshans']",['English'],0,0,0,1983
https://www.imdb.com/title/tt0086005/?ref_=sr_t_23,,29600000.0,29600000.0,,['Carroll Ballard'],"['Farley Mowat', 'Curtis Hanson', 'Sam Hamm']","['Charles Martin Smith', 'Brian Dennehy', 'Zachary Ittimangnaq']","['Adventure', 'Drama']",['United States'],"['Nome, Alaska, USA']","['Walt Disney Pictures', 'Amarok Productions Ltd.']","['English', 'Inuktitut']",0,3,1,1983
