Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Star Wars: Episode VI - Return of the Jedi,https://www.imdb.com/title/tt0086190/?ref_=sr_t_1,1983,2h 11m,PG,8.3,1.1M,32500000.0,482466382.0,316566101.0,23019618.0,['Richard Marquand'],"['Lawrence Kasdan', 'George Lucas']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']","['Action Epic', 'Adventure Epic', 'Dark Fantasy', 'Fantasy Epic', 'Globetrotting Adventure', 'Quest', 'Sci-Fi Epic', 'Space Sci-Fi', 'Sword & Sorcery', 'Action']",['United States'],"['Miller-Rellim Redwood Company Property, Morrison Creek Road, Smith River, California, USA']",['Lucasfilm'],"['English', 'Kikuyu', 'Tagalog', 'Kalmyk-Oirat', 'Quechua', 'Polish']",0,23,4,1983
2. Terms of Endearment,https://www.imdb.com/title/tt0086425/?ref_=sr_t_2,1983,2h 12m,PG,7.4,67K,8000000.0,108423749.0,108423489.0,3498813.0,['James L. Brooks'],"['Larry McMurtry', 'James L. Brooks']","['Shirley MacLaine', 'Debra Winger', 'Jack Nicholson']","['Comedy', 'Drama']",['United States'],"['3060 Locke Lane, Houston, Texas, USA']",['Paramount Pictures'],['English'],0,22,0,1983
3. Flashdance,https://www.imdb.com/title/tt0085549/?ref_=sr_t_3,1983,1h 35m,R,6.2,61K,7500000.0,92921203.0,92921203.0,4076124.0,['Adrian Lyne'],"['Thomas Hedley Jr.', 'Joe Eszterhas']","['Jennifer Beals', 'Michael Nouri', 'Lilia Skala']","['Feel-Good Romance', 'Drama', 'Music', 'Romance']",['United States'],"['Keystone Commons former Westinghouse Turbine Factory, East Pittsburgh, Pennsylvania, USA']","['Paramount Pictures', 'PolyGram Filmed Entertainment', 'Don Simpson/Jerry Bruckheimer Films']",['English'],0,16,0,1983
4. Trading Places,https://www.imdb.com/title/tt0086465/?ref_=sr_t_4,1983,1h 56m,R,7.5,172K,15000000.0,90404800.0,90404800.0,7348200.0,['John Landis'],"['Timothy Harris', 'Herschel Weingrod']","['Eddie Murphy', 'Dan Aykroyd', 'Ralph Bellamy']","['Satire', 'Comedy']",['United States'],"['St. Croix, U.S. Virgin Islands']","['Paramount Pictures', 'Cinema Group Ventures']",['English'],0,8,1,1983
5. WarGames,https://www.imdb.com/title/tt0086567/?ref_=sr_t_5,1983,1h 54m,PG,7.1,114K,12000000.0,79567667.0,79567667.0,6227804.0,['John Badham'],"['Lawrence Lasker', 'Walter F. Parkes']","['Matthew Broderick', 'Ally Sheedy', 'John Wood']","['Cyber Thriller', 'Political Drama', 'Political Thriller', 'Teen Drama', 'Action', 'Drama', 'Sci-Fi', 'Thriller']",['United States'],"['Anderson Island, Washington, USA']","['United Artists', 'Sherwood Productions']",['English'],0,14,3,1983
6. Octopussy,https://www.imdb.com/title/tt0086034/?ref_=sr_t_6,1983,2h 11m,PG,6.5,116K,27500000.0,67917359.0,67893619.0,8902564.0,['John Glen'],"['George MacDonald Fraser', 'Richard Maibaum', 'Michael G. Wilson']","['Roger Moore', 'Maud Adams', 'Louis Jourdan']","['Action', 'Adventure', 'Thriller']",['United Kingdom'],"['Monsoon Palace, Udaipur, Rajasthan, India']","['United Artists', 'Eon Productions', 'Danjaq']","['English', 'Russian', 'German', 'Spanish', 'Hindi']",0,4,0,1983
7. Sudden Impact,https://www.imdb.com/title/tt0086383/?ref_=sr_t_7,1983,1h 57m,R,6.6,50K,22000000.0,67642693.0,67642693.0,9688561.0,['Clint Eastwood'],"['Harry Julian Fink', 'Rita M. Fink', 'Joseph Stinson']","['Clint Eastwood', 'Sondra Locke', 'Pat Hingle']","['Action', 'Crime', 'Thriller']",['United States'],"['Santa Cruz Beach, Santa Cruz, California, USA']","['Warner Bros.', 'The Malpaso Company']",['English'],0,0,0,1983
8. Staying Alive,https://www.imdb.com/title/tt0086361/?ref_=sr_t_8,1983,1h 33m,PG,4.8,18K,22000000.0,64893329.0,64892670.0,12146143.0,['Sylvester Stallone'],"['Nik Cohn', 'Sylvester Stallone', 'Norman Wexler']","['John Travolta', 'Cynthia Rhodes', 'Finola Hughes']","['Drama', 'Music', 'Romance']",['United States'],"['Philharmonic Auditorium - 427 West 5th Street and South Olive Street, Downtown, Los Angeles, California, USA']","['Paramount Pictures', 'Cinema Group Ventures']",['English'],0,0,0,1983
9. Mr. Mom,https://www.imdb.com/title/tt0085970/?ref_=sr_t_9,1983,1h 31m,PG,6.6,29K,,64783827.0,64783827.0,947197.0,['Stan Dragoti'],['John Hughes'],"['Michael Keaton', 'Teri Garr', 'Frederick Koehler']","['Comedy', 'Drama']",['United States'],"['152 Greenfield Avenue, Los Angeles, California, USA']",['Sherwood Productions'],['English'],0,0,0,1983
10. Risky Business,https://www.imdb.com/title/tt0086200/?ref_=sr_t_10,1983,1h 39m,R,6.8,103K,6200000.0,63542350.0,63541777.0,4275327.0,['Paul Brickman'],['Paul Brickman'],"['Tom Cruise', 'Rebecca De Mornay', 'Joe Pantoliano']","['Raunchy Comedy', 'Teen Comedy', 'Comedy', 'Crime', 'Drama', 'Romance']",['United States'],"['Niles East High School - 7700 Lincoln Avenue, Skokie, Illinois, USA']",['The Geffen Company'],"['English', 'German']",0,0,0,1983
11. Vacation,https://www.imdb.com/title/tt0085995/?ref_=sr_t_11,1983,1h 38m,R,7.3,123K,15000000.0,61418362.0,61418063.0,8333358.0,['Harold Ramis'],['John Hughes'],"['Chevy Chase', ""Beverly D'Angelo"", 'Imogene Coca']","['Road Trip', 'Slapstick', 'Adventure', 'Comedy']",['United States'],"['Six Flags Magic Mountain - 26101 Magic Mountain Parkway, Valencia, California, USA']","['National Lampoon', 'Warner Bros.']",['English'],0,0,0,1983
12. Superman III,https://www.imdb.com/title/tt0086393/?ref_=sr_t_12,1983,2h 5m,PG,5.0,77K,39000000.0,80250623.0,59950623.0,13352357.0,['Richard Lester'],"['Jerry Siegel', 'Joe Shuster', 'David Newman']","['Christopher Reeve', 'Richard Pryor', 'Margot Kidder']","['High-Concept Comedy', 'Quest', 'Superhero', 'Action', 'Adventure', 'Comedy', 'Sci-Fi']","['United Kingdom', 'United States']","['Calgary, Alberta, Canada']","['Dovemead Films', 'Cantharus Productions', 'Major Studio Partners']","['English', 'Italian', 'Spanish']",0,7,0,1983
13. The Big Chill,https://www.imdb.com/title/tt0085244/?ref_=sr_t_13,1983,1h 45m,R,7.1,43K,8000000.0,56399735.0,56399659.0,3662152.0,['Lawrence Kasdan'],"['Lawrence Kasdan', 'Barbara Benedek']","['Tom Berenger', 'Glenn Close', 'Jeff Goldblum']","['Comedy', 'Drama']",['United States'],"['Tidalholm Mansion - 1 Laurens Street, Beaufort, South Carolina, USA']","['Columbia Pictures', 'Carson Productions', 'Delphi Films']",['English'],0,8,3,1983
14. Never Say Never Again,https://www.imdb.com/title/tt0086006/?ref_=sr_t_14,1983,2h 14m,PG,6.1,75K,36000000.0,55433185.0,55432841.0,10958157.0,['Irvin Kershner'],"['Kevin McClory', 'Jack Whittingham', 'Ian Fleming']","['Sean Connery', 'Kim Basinger', 'Klaus Maria Brandauer']","['Action', 'Adventure', 'Thriller']","['United Kingdom', 'United States', 'West Germany']",['Malta'],"['TaliaFilm II Productions', 'Woodcote', 'Producers Sales Organization (PSO)']","['English', 'French', 'Spanish', 'Arabic']",0,4,0,1983
15. Scarface,https://www.imdb.com/title/tt0086250/?ref_=sr_t_15,1983,2h 50m,R,8.3,947K,50000000.0,66443303.0,45967303.0,4597536.0,['Brian De Palma'],"['Oliver Stone', 'Howard Hawks', 'Ben Hecht']","['Al Pacino', 'Michelle Pfeiffer', 'Steven Bauer']","['Drug Crime', 'Epic', 'Gangster', 'Tragedy', 'Crime', 'Drama']",['United States'],"['656 Park Ln, Santa Barbara, California, USA']","['Universal Pictures', 'Martin Bregman Productions']","['English', 'Spanish']",0,0,0,1983
16. Jaws 3-D,https://www.imdb.com/title/tt0085750/?ref_=sr_t_16,1983,1h 39m,PG,3.7,50K,20500000.0,87987055.0,45517055.0,13422500.0,['Joe Alves'],"['Peter Benchley', 'Richard Matheson', 'Carl Gottlieb']","['Dennis Quaid', 'Bess Armstrong', 'Simon MacCorkindale']","['Monster Horror', 'Sea Adventure', 'Adventure', 'Horror', 'Thriller']",['United States'],"['Universal Owned Property, Orlando, Florida, USA']","['Universal Pictures', 'Alan Landsburg Productions', 'MCA Theatricals']",['English'],0,0,0,1983
17. Blue Thunder,https://www.imdb.com/title/tt0085255/?ref_=sr_t_17,1983,1h 49m,R,6.4,24K,22000000.0,42313354.0,42313354.0,8258149.0,['John Badham'],"[""Dan O'Bannon"", 'Don Jakoby']","['Roy Scheider', 'Warren Oates', 'Candy Clark']","['Action', 'Crime', 'Drama', 'Thriller']",['United States'],"['City of Los Angeles Piper Technical Center - 555 Ramirez Street, Downtown, Los Angeles, California, USA']","['Columbia Pictures', 'Rastar Pictures']",['English'],0,4,1,1983
18. Yentl,https://www.imdb.com/title/tt0086619/?ref_=sr_t_18,1983,2h 13m,PG,6.6,16K,12000000.0,40219251.0,40218899.0,,['Barbra Streisand'],"['Jack Rosenthal', 'Barbra Streisand', 'Isaac Bashevis Singer']","['Barbra Streisand', 'Amy Irving', 'Mandy Patinkin']","['Drama', 'Musical', 'Romance']","['United Kingdom', 'United States']","['Zatec, Czech Republic']","['Ladbroke', 'Barwood Films', 'United Artists']","['English', 'Hebrew']",0,17,0,1983
