Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. American Sniper,https://www.imdb.com/title/tt2179136/?ref_=sr_t_1,2014,2h 13m,R,7.3,543K
2. The Hunger Games: Mockingjay - Part 1,https://www.imdb.com/title/tt1951265/?ref_=sr_t_2,2014,2h 3m,PG-13,6.6,517K
3. Guardians of the Galaxy,https://www.imdb.com/title/tt2015381/?ref_=sr_t_3,2014,2h 1m,PG-13,8.0,1.3M
4. Captain America: The Winter Soldier,https://www.imdb.com/title/tt1843866/?ref_=sr_t_4,2014,2h 16m,PG-13,7.7,920K
5. The Lego Movie,https://www.imdb.com/title/tt1490017/?ref_=sr_t_5,2014,1h 40m,PG,7.7,397K
6. The Hobbit: The Battle of the Five Armies,https://www.imdb.com/title/tt2310332/?ref_=sr_t_6,2014,2h 24m,R,7.4,589K
7. Transformers: Age of Extinction,https://www.imdb.com/title/tt2109248/?ref_=sr_t_7,2014,2h 45m,PG-13,5.6,338K
8. Maleficent,https://www.imdb.com/title/tt1587310/?ref_=sr_t_8,2014,1h 37m,PG,6.9,408K
9. X-Men: Days of Future Past,https://www.imdb.com/title/tt1877832/?ref_=sr_t_9,2014,2h 12m,PG-13,7.9,763K
10. Big Hero 6,https://www.imdb.com/title/tt2245084/?ref_=sr_t_10,2014,1h 42m,PG,7.8,520K
11. Dawn of the Planet of the Apes,https://www.imdb.com/title/tt2103281/?ref_=sr_t_11,2014,2h 10m,PG-13,7.6,495K
12. The Amazing Spider-Man 2,https://www.imdb.com/title/tt1872181/?ref_=sr_t_12,2014,2h 22m,PG-13,6.6,555K
13. Interstellar,https://www.imdb.com/title/tt0816692/?ref_=sr_t_13,2014,2h 49m,PG-13,8.7,2.2M
14. Godzilla,https://www.imdb.com/title/tt0831387/?ref_=sr_t_14,2014,2h 3m,PG-13,6.4,450K
15. 22 Jump Street,https://www.imdb.com/title/tt2294449/?ref_=sr_t_15,2014,1h 52m,R,7.0,417K
16. Teenage Mutant Ninja Turtles,https://www.imdb.com/title/tt1291150/?ref_=sr_t_16,2014,1h 41m,PG-13,5.8,224K
17. How to Train Your Dragon 2,https://www.imdb.com/title/tt1646971/?ref_=sr_t_17,2014,1h 42m,PG,7.8,375K
18. Gone Girl,https://www.imdb.com/title/tt2267998/?ref_=sr_t_18,2014,2h 29m,R,8.1,1.1M
19. Divergent,https://www.imdb.com/title/tt1840309/?ref_=sr_t_19,2014,2h 19m,PG-13,6.6,500K
20. Neighbors,https://www.imdb.com/title/tt2004420/?ref_=sr_t_20,2014,1h 37m,R,6.3,336K
21. Ride Along,https://www.imdb.com/title/tt1408253/?ref_=sr_t_21,2014,1h 39m,PG-13,6.1,125K
22. Rio 2,https://www.imdb.com/title/tt2357291/?ref_=sr_t_22,2014,1h 41m,G,6.3,104K
23. Kingsman: The Secret Service,https://www.imdb.com/title/tt2802144/?ref_=sr_t_23,2014,2h 9m,R,7.7,740K
24. Into the Woods,https://www.imdb.com/title/tt2180411/?ref_=sr_t_24,2014,2h 5m,PG,5.9,150K
25. Lucy,https://www.imdb.com/title/tt2872732/?ref_=sr_t_25,2014,1h 29m,R,6.4,549K
26. The Fault in Our Stars,https://www.imdb.com/title/tt2582846/?ref_=sr_t_26,2014,2h 6m,PG-13,7.7,411K
27. Unbroken,https://www.imdb.com/title/tt1809398/?ref_=sr_t_27,2014,2h 17m,PG-13,7.2,188K
28. Night at the Museum: Secret of the Tomb,https://www.imdb.com/title/tt2692250/?ref_=sr_t_28,2014,1h 38m,PG,6.2,140K
29. Mr. Peabody & Sherman,https://www.imdb.com/title/tt0864835/?ref_=sr_t_29,2014,1h 32m,PG,6.8,80K
30. 300: Rise of an Empire,https://www.imdb.com/title/tt1253863/?ref_=sr_t_30,2014,1h 42m,R,6.2,321K
31. The Maze Runner,https://www.imdb.com/title/tt1790864/?ref_=sr_t_31,2014,1h 53m,PG-13,6.8,527K
32. The Equalizer,https://www.imdb.com/title/tt0455944/?ref_=sr_t_32,2014,2h 12m,R,7.3,437K
33. Noah,https://www.imdb.com/title/tt1959490/?ref_=sr_t_33,2014,2h 18m,PG-13,5.8,270K
34. Edge of Tomorrow,https://www.imdb.com/title/tt1631867/?ref_=sr_t_34,2014,1h 53m,PG-13,7.9,761K
35. Non-Stop,https://www.imdb.com/title/tt2024469/?ref_=sr_t_35,2014,1h 46m,PG-13,6.9,280K
36. Heaven Is for Real,https://www.imdb.com/title/tt1929263/?ref_=sr_t_36,2014,1h 39m,PG,5.9,29K
37. The Imitation Game,https://www.imdb.com/title/tt2084970/?ref_=sr_t_37,2014,1h 54m,PG-13,8.0,843K
38. Taken 3,https://www.imdb.com/title/tt2446042/?ref_=sr_t_38,2014,1h 48m,PG-13,6.0,208K
39. Dumb and Dumber To,https://www.imdb.com/title/tt2096672/?ref_=sr_t_39,2014,1h 49m,PG-13,5.6,148K
40. Annie,https://www.imdb.com/title/tt1823664/?ref_=sr_t_40,2014,1h 58m,PG,5.4,42K
41. Fury,https://www.imdb.com/title/tt2713180/?ref_=sr_t_41,2014,2h 14m,R,7.6,567K
42. Tammy,https://www.imdb.com/title/tt2103254/?ref_=sr_t_42,2014,1h 37m,R,4.9,56K
43. Annabelle,https://www.imdb.com/title/tt3322940/?ref_=sr_t_43,2014,1h 39m,R,5.5,181K
44. The Other Woman,https://www.imdb.com/title/tt2203939/?ref_=sr_t_44,2014,1h 49m,PG-13,6.0,155K
45. Penguins of Madagascar,https://www.imdb.com/title/tt1911658/?ref_=sr_t_45,2014,1h 32m,PG,6.6,107K
46. Let's Be Cops,https://www.imdb.com/title/tt1924435/?ref_=sr_t_46,2014,1h 44m,R,6.4,141K
47. The Monuments Men,https://www.imdb.com/title/tt2177771/?ref_=sr_t_47,2014,1h 58m,PG-13,6.1,145K
48. Paddington,https://www.imdb.com/title/tt1109624/?ref_=sr_t_48,2014,1h 35m,PG,7.3,141K
49. Hercules,https://www.imdb.com/title/tt1267297/?ref_=sr_t_49,2014,1h 38m,PG-13,6.0,167K
50. The Purge: Anarchy,https://www.imdb.com/title/tt2975578/?ref_=sr_t_50,2014,1h 43m,R,6.4,166K
"51. Alexander and the Terrible, Horrible, No Good, Very Bad Day",https://www.imdb.com/title/tt1698641/?ref_=sr_t_51,2014,1h 21m,PG,6.2,47K
52. Think Like a Man Too,https://www.imdb.com/title/tt2239832/?ref_=sr_t_52,2014,1h 46m,PG-13,5.7,23K
53. Exodus: Gods and Kings,https://www.imdb.com/title/tt1528100/?ref_=sr_t_53,2014,2h 30m,PG-13,6.0,182K
54. The Nut Job,https://www.imdb.com/title/tt1821658/?ref_=sr_t_54,2014,1h 25m,PG,5.7,31K
