Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Ghostbusters,https://www.imdb.com/title/tt0087332/?ref_=sr_t_1,1984,1h 45m,PG,7.8,465K
2. Beverly Hills Cop,https://www.imdb.com/title/tt0086960/?ref_=sr_t_2,1984,1h 45m,R,7.4,221K
3. Indiana Jones and the Temple of Doom,https://www.imdb.com/title/tt0087469/?ref_=sr_t_3,1984,1h 58m,PG,7.5,546K
4. Gremlins,https://www.imdb.com/title/tt0087363/?ref_=sr_t_4,1984,1h 46m,PG,7.3,258K
5. The Karate Kid,https://www.imdb.com/title/tt0087538/?ref_=sr_t_5,1984,2h 6m,PG,7.3,254K
6. Police Academy,https://www.imdb.com/title/tt0087928/?ref_=sr_t_6,1984,1h 36m,R,6.7,142K
7. Footloose,https://www.imdb.com/title/tt0087277/?ref_=sr_t_7,1984,1h 47m,PG,6.6,96K
8. Romancing the Stone,https://www.imdb.com/title/tt0088011/?ref_=sr_t_8,1984,1h 46m,PG,6.9,106K
9. Star Trek III: The Search for Spock,https://www.imdb.com/title/tt0088170/?ref_=sr_t_9,1984,1h 45m,PG,6.6,88K
10. Purple Rain,https://www.imdb.com/title/tt0087957/?ref_=sr_t_10,1984,1h 51m,R,6.5,25K
11. Splash,https://www.imdb.com/title/tt0088161/?ref_=sr_t_11,1984,1h 51m,PG,6.3,85K
12. Amadeus,https://www.imdb.com/title/tt0086879/?ref_=sr_t_12,1984,2h 40m,PG,8.4,442K
13. Tightrope,https://www.imdb.com/title/tt0088272/?ref_=sr_t_13,1984,1h 54m,R,6.3,20K
14. The Natural,https://www.imdb.com/title/tt0087781/?ref_=sr_t_14,1984,2h 18m,PG,7.4,54K
"15. Greystoke: The Legend of Tarzan, Lord of the Apes",https://www.imdb.com/title/tt0087365/?ref_=sr_t_15,1984,2h 23m,PG,6.4,22K
16. Revenge of the Nerds,https://www.imdb.com/title/tt0088000/?ref_=sr_t_16,1984,1h 30m,R,6.6,60K
17. 2010: The Year We Make Contact,https://www.imdb.com/title/tt0086837/?ref_=sr_t_17,1984,1h 56m,PG,6.7,59K
18. Breakin',https://www.imdb.com/title/tt0086998/?ref_=sr_t_18,1984,1h 27m,PG,5.9,7.5K
19. Bachelor Party,https://www.imdb.com/title/tt0086927/?ref_=sr_t_19,1984,1h 45m,R,6.3,43K
20. Red Dawn,https://www.imdb.com/title/tt0087985/?ref_=sr_t_20,1984,1h 54m,PG-13,6.3,65K
21. The Terminator,https://www.imdb.com/title/tt0088247/?ref_=sr_t_21,1984,1h 47m,R,8.1,951K
22. City Heat,https://www.imdb.com/title/tt0087062/?ref_=sr_t_22,1984,1h 37m,PG,5.5,11K
23. All of Me,https://www.imdb.com/title/tt0086873/?ref_=sr_t_23,1984,1h 33m,PG,6.7,20K
24. Places in the Heart,https://www.imdb.com/title/tt0087921/?ref_=sr_t_24,1984,1h 51m,PG,7.4,14K
25. The Killing Fields,https://www.imdb.com/title/tt0087553/?ref_=sr_t_25,1984,2h 21m,R,7.8,61K
26. Friday the 13th: The Final Chapter,https://www.imdb.com/title/tt0087298/?ref_=sr_t_26,1984,1h 31m,R,6.0,62K
27. Conan the Destroyer,https://www.imdb.com/title/tt0087078/?ref_=sr_t_27,1984,1h 43m,PG,5.9,87K
28. Dune,https://www.imdb.com/title/tt0087182/?ref_=sr_t_28,1984,2h 17m,PG-13,6.3,185K
29. Starman,https://www.imdb.com/title/tt0088172/?ref_=sr_t_29,1984,1h 55m,PG,7.0,54K
30. The Last Starfighter,https://www.imdb.com/title/tt0087597/?ref_=sr_t_30,1984,1h 40m,PG,6.7,47K
31. Cannonball Run II,https://www.imdb.com/title/tt0087032/?ref_=sr_t_31,1984,1h 48m,PG,5.1,18K
32. Teachers,https://www.imdb.com/title/tt0088242/?ref_=sr_t_32,1984,1h 47m,R,6.1,4.8K
33. A Passage to India,https://www.imdb.com/title/tt0087892/?ref_=sr_t_33,1984,2h 44m,PG,7.3,22K
34. Protocol,https://www.imdb.com/title/tt0087951/?ref_=sr_t_34,1984,1h 36m,PG,5.5,5.4K
35. Micki + Maude,https://www.imdb.com/title/tt0087718/?ref_=sr_t_35,1984,1h 58m,PG-13,6.0,3.4K
