Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Ghostbusters,https://www.imdb.com/title/tt0087332/?ref_=sr_t_1,1984,1h 45m,PG,7.8,465K,30000000.0,296640120.0,243640120.0,13578151.0,['Ivan Reitman'],"['Dan Aykroyd', 'Harold Ramis', 'Rick Moranis']","['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver']","['High-Concept Comedy', 'Quirky Comedy', 'Supernatural Fantasy', 'Action', 'Comedy', 'Fantasy', 'Sci-Fi']",['United States'],"['Fire Station 23 - 225 E. 5th Street, Los Angeles, California, USA']","['Columbia Pictures', 'Delphi Films', 'Black Rhino Productions']",['English'],0,9,2,1984
2. Beverly Hills Cop,https://www.imdb.com/title/tt0086960/?ref_=sr_t_2,1984,1h 45m,R,7.4,221K,13000000.0,316360478.0,234760478.0,15214805.0,['Martin Brest'],"['Daniel Petrie Jr.', 'Danilo Bach']","['Eddie Murphy', 'Judge Reinhold', 'John Ashton']","['Buddy Cop', 'Police Procedural', 'Action', 'Comedy', 'Crime', 'Thriller']",['United States'],"['609 E Channel Rd, Santa Monica, California, USA']","['Paramount Pictures', 'Don Simpson/Jerry Bruckheimer Films', 'Eddie Murphy Productions']",['English'],0,7,1,1984
3. Indiana Jones and the Temple of Doom,https://www.imdb.com/title/tt0087469/?ref_=sr_t_3,1984,1h 58m,PG,7.5,546K,28000000.0,333107271.0,179870271.0,25337110.0,['Steven Spielberg'],"['Willard Huyck', 'Gloria Katz', 'George Lucas']","['Harrison Ford', 'Kate Capshaw', 'Ke Huy Quan']","['Adventure Epic', 'Globetrotting Adventure', 'Jungle Adventure', 'Action', 'Adventure']",['United States'],['Sri Lanka'],"['Paramount Pictures', 'Lucasfilm']","['English', 'Sinhala', 'Hindi']",0,22,0,1984
4. Gremlins,https://www.imdb.com/title/tt0087363/?ref_=sr_t_4,1984,1h 46m,PG,7.3,258K,11000000.0,165433533.0,153642180.0,12511634.0,['Joe Dante'],['Chris Columbus'],"['Zach Galligan', 'Phoebe Cates', 'Hoyt Axton']","['Dark Comedy', 'Dark Fantasy', 'Holiday Comedy', 'Monster Horror', 'Quirky Comedy', 'Supernatural Fantasy', 'Supernatural Horror', 'Comedy', 'Fantasy', 'Holiday']",['United States'],"['Courthouse Square, Backlot, Universal Studios - 100 Universal City Plaza, Universal City, California, USA']","['Warner Bros.', 'Amblin Entertainment']","['English', 'Spanish']",0,7,0,1984
5. The Karate Kid,https://www.imdb.com/title/tt0087538/?ref_=sr_t_5,1984,2h 6m,PG,7.3,254K,8000000.0,91133062.0,91077276.0,5031753.0,['John G. Avildsen'],['Robert Mark Kamen'],"['Ralph Macchio', 'Pat Morita', 'Elisabeth Shue']","['Coming-of-Age', 'Martial Arts', 'Teen Drama', 'Action', 'Drama', 'Family', 'Sport']",['United States'],"[""Golf 'N' Stuff - 10555 Firestone Blvd., Norwalk, California, USA""]","['Columbia Pictures', 'Delphi II Productions', 'Jerry Weintraub Productions']","['English', 'Japanese']",0,4,1,1984
6. Police Academy,https://www.imdb.com/title/tt0087928/?ref_=sr_t_6,1984,1h 36m,R,6.7,142K,4800000.0,81198894.0,81198894.0,8570007.0,['Hugh Wilson'],"['Neal Israel', 'Pat Proft', 'Hugh Wilson']","['Steve Guttenberg', 'G.W. Bailey', 'Kim Cattrall']","['Farce', 'Raunchy Comedy', 'Slapstick', 'Comedy']",['United States'],"['Humber College - 3199 Lake Shore Blvd, Toronto, Ontario, Canada']","['The Ladd Company', 'Warner Bros.']",['English'],0,0,0,1984
7. Footloose,https://www.imdb.com/title/tt0087277/?ref_=sr_t_7,1984,1h 47m,PG,6.6,96K,8200000.0,80047589.0,80035402.0,8556935.0,['Herbert Ross'],['Dean Pitchford'],"['Kevin Bacon', 'Lori Singer', 'John Lithgow']","['Coming-of-Age', 'Teen Drama', 'Teen Romance', 'Drama', 'Music', 'Romance']",['United States'],"['Provo, Utah, USA']","['Paramount Pictures', 'Phoenix Pictures', 'IndieProd Company Productions']",['English'],0,6,2,1984
8. Romancing the Stone,https://www.imdb.com/title/tt0088011/?ref_=sr_t_8,1984,1h 46m,PG,6.9,106K,10000000.0,86572238.0,76572238.0,5105741.0,['Robert Zemeckis'],['Diane Thomas'],"['Michael Douglas', 'Kathleen Turner', 'Danny DeVito']","['Feel-Good Romance', 'Jungle Adventure', 'Quest', 'Action', 'Adventure', 'Comedy', 'Romance']","['United States', 'Mexico']","['Huasca de Ocampo, Hidalgo, Mexico']","['Twentieth Century Fox', 'El Corazon Producciones S.A.', 'Nina Saxon Film Design']","['English', 'Spanish', 'French']",0,7,1,1984
9. Star Trek III: The Search for Spock,https://www.imdb.com/title/tt0088170/?ref_=sr_t_9,1984,1h 45m,PG,6.6,88K,17000000.0,76551989.0,76471046.0,16673295.0,['Leonard Nimoy'],"['Gene Roddenberry', 'Harve Bennett']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']","['Space Sci-Fi', 'Action', 'Adventure', 'Sci-Fi']",['United States'],"['Occidental College - 1600 Campus Road, Eagle Rock, Los Angeles, California, USA']","['Paramount Pictures', 'Cinema Group Ventures']","['English', 'Klingon', 'Russian', 'French']",0,7,0,1984
10. Purple Rain,https://www.imdb.com/title/tt0087957/?ref_=sr_t_10,1984,1h 51m,R,6.5,25K,7000000.0,70273498.0,70261052.0,7766201.0,['Albert Magnoli'],"['Albert Magnoli', 'William Blinn']","['Prince', 'Apollonia Kotero', 'Morris Day']","['Drama', 'Music', 'Romance']",['United States'],"['First Avenue Club - 29 N. 7th Street, Minneapolis, Minnesota, USA']","['Warner Bros.', 'Purple Films', 'Water']",['English'],0,4,0,1984
11. Splash,https://www.imdb.com/title/tt0088161/?ref_=sr_t_11,1984,1h 51m,PG,6.3,85K,11000000.0,69821334.0,69821334.0,6174059.0,['Ron Howard'],"['Brian Grazer', 'Bruce Jay Friedman', 'Lowell Ganz']","['Tom Hanks', 'Daryl Hannah', 'Eugene Levy']","['Quirky Comedy', 'Romantic Comedy', 'Supernatural Fantasy', 'Comedy', 'Fantasy', 'Romance']",['United States'],"['Biltmore Hotel - 506 S. Grand Avenue, Downtown, Los Angeles, California, USA']","['Touchstone Films', 'Touchstone Pictures']","['English', 'Swedish']",0,10,1,1984
12. Amadeus,https://www.imdb.com/title/tt0086879/?ref_=sr_t_12,1984,2h 40m,PG,8.4,442K,18000000.0,52097536.0,51973029.0,505276.0,['Milos Forman'],"['Peter Shaffer', 'Zdenek Mahler']","['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge']","['Costume Drama', 'Epic', 'Period Drama', 'Tragedy', 'Biography', 'Drama', 'Music']","['United States', 'France']","['Barrandov Studios, Prague, Czech Republic']","['The Saul Zaentz Company', 'AMLF']","['English', 'Italian', 'Latin', 'German', 'French']",0,15,0,1984
13. Tightrope,https://www.imdb.com/title/tt0088272/?ref_=sr_t_13,1984,1h 54m,R,6.3,20K,,48143579.0,48143579.0,9156545.0,['Richard Tuggle'],['Richard Tuggle'],"['Clint Eastwood', 'Geneviève Bujold', 'Dan Hedaya']","['Serial Killer', 'Crime', 'Mystery', 'Thriller']",['United States'],"['Bourbon Street, French Quarter, New Orleans, Louisiana, USA']","['The Malpaso Company', 'Warner Bros.']",['English'],0,0,0,1984
14. The Natural,https://www.imdb.com/title/tt0087781/?ref_=sr_t_14,1984,2h 18m,PG,7.4,54K,28000000.0,47951979.0,47951979.0,5088381.0,['Barry Levinson'],"['Bernard Malamud', 'Roger Towne', 'Phil Dusenberry']","['Robert Redford', 'Robert Duvall', 'Glenn Close']","['Baseball', 'Drama', 'Sport']",['United States'],"['All-High Stadium - 50 Mercer Avenue, Buffalo, New York, USA']","['TriStar Pictures', 'Delphi II Productions']",['English'],0,8,4,1984
