Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Star Wars: Episode IV - A New Hope,https://www.imdb.com/title/tt0076759/?ref_=sr_t_1,1977,2h 1m,PG,8.6,1.5M
2. Close Encounters of the Third Kind,https://www.imdb.com/title/tt0075860/?ref_=sr_t_2,1977,2h 18m,PG,7.6,223K
3. Smokey and the Bandit,https://www.imdb.com/title/tt0076729/?ref_=sr_t_3,1977,1h 36m,PG,7.0,59K
4. Saturday Night Fever,https://www.imdb.com/title/tt0076666/?ref_=sr_t_4,1977,1h 58m,R,6.8,90K
5. The Rescuers,https://www.imdb.com/title/tt0076618/?ref_=sr_t_5,1977,1h 17m,G,6.9,72K
6. A Bridge Too Far,https://www.imdb.com/title/tt0075784/?ref_=sr_t_6,1977,2h 55m,PG,7.4,63K
7. The Deep,https://www.imdb.com/title/tt0075925/?ref_=sr_t_7,1977,2h 3m,PG,6.2,14K
8. The Spy Who Loved Me,https://www.imdb.com/title/tt0076752/?ref_=sr_t_8,1977,2h 5m,PG,7.0,119K
"9. Oh, God!",https://www.imdb.com/title/tt0076489/?ref_=sr_t_9,1977,1h 38m,PG,6.6,11K
10. Pete's Dragon,https://www.imdb.com/title/tt0076538/?ref_=sr_t_10,1977,2h 8m,G,6.3,27K
11. Annie Hall,https://www.imdb.com/title/tt0075686/?ref_=sr_t_11,1977,1h 33m,PG,7.9,282K
12. Semi-Tough,https://www.imdb.com/title/tt0078227/?ref_=sr_t_12,1977,1h 48m,R,5.9,3.6K
13. Heroes,https://www.imdb.com/title/tt0076138/?ref_=sr_t_13,1977,1h 52m,PG,6.0,2.2K
14. High Anxiety,https://www.imdb.com/title/tt0076141/?ref_=sr_t_14,1977,1h 34m,PG,6.6,24K
15. Exorcist II: The Heretic,https://www.imdb.com/title/tt0076009/?ref_=sr_t_15,1977,1h 57m,R,3.8,29K
16. Herbie Goes to Monte Carlo,https://www.imdb.com/title/tt0076137/?ref_=sr_t_16,1977,1h 45m,G,5.6,8.3K
17. Slap Shot,https://www.imdb.com/title/tt0076723/?ref_=sr_t_17,1977,2h 3m,R,7.2,43K
18. The Gauntlet,https://www.imdb.com/title/tt0076070/?ref_=sr_t_18,1977,1h 49m,R,6.4,26K
19. The Turning Point,https://www.imdb.com/title/tt0076843/?ref_=sr_t_19,1977,1h 59m,PG,6.8,5.3K
20. The Other Side of Midnight,https://www.imdb.com/title/tt0076507/?ref_=sr_t_20,1977,2h 45m,R,6.0,2K
21. Looking for Mr. Goodbar,https://www.imdb.com/title/tt0076327/?ref_=sr_t_21,1977,2h 16m,R,6.7,8.9K
22. Julia,https://www.imdb.com/title/tt0076245/?ref_=sr_t_22,1977,1h 57m,PG,7.1,11K
23. The Bad News Bears in Breaking Training,https://www.imdb.com/title/tt0075718/?ref_=sr_t_23,1977,1h 40m,PG,5.6,3.8K
24. For the Love of Benji,https://www.imdb.com/title/tt0076044/?ref_=sr_t_24,1977,1h 25m,G,5.9,1.3K
"25. New York, New York",https://www.imdb.com/title/tt0076451/?ref_=sr_t_25,1977,2h 35m,PG,6.6,22K
26. Black Sunday,https://www.imdb.com/title/tt0075765/?ref_=sr_t_26,1977,2h 23m,R,6.8,9.3K
27. Orca,https://www.imdb.com/title/tt0076504/?ref_=sr_t_27,1977,1h 32m,PG,5.8,14K
28. Bobby Deerfield,https://www.imdb.com/title/tt0075774/?ref_=sr_t_28,1977,2h 4m,PG,5.8,4.8K
29. Islands in the Stream,https://www.imdb.com/title/tt0076211/?ref_=sr_t_29,1977,1h 44m,PG,6.5,1.7K
"30. Race for Your Life, Charlie Brown",https://www.imdb.com/title/tt0076591/?ref_=sr_t_30,1977,1h 16m,G,7.2,4.1K
31. March or Die,https://www.imdb.com/title/tt0076175/?ref_=sr_t_31,1977,1h 47m,PG,6.3,4.1K
32. Joseph Andrews,https://www.imdb.com/title/tt0076234/?ref_=sr_t_32,1977,1h 39m,R,5.6,692
33. Citizens Band,https://www.imdb.com/title/tt0076123/?ref_=sr_t_33,1977,1h 38m,PG,6.4,939
34. Fraternity Row,https://www.imdb.com/title/tt0076052/?ref_=sr_t_34,1977,1h 40m,PG,6.3,230
35. House,https://www.imdb.com/title/tt0076162/?ref_=sr_t_35,1977,1h 28m,Not Rated,7.3,36K
36. A Grin Without A Cat,https://www.imdb.com/title/tt0076042/?ref_=sr_t_36,1977,4h,,7.9,1.1K
"37. The Devil, Probably",https://www.imdb.com/title/tt0075938/?ref_=sr_t_37,1977,1h 35m,Not Rated,7.1,5K
38. Opening Night,https://www.imdb.com/title/tt0079672/?ref_=sr_t_38,1977,2h 24m,PG-13,7.9,13K
"39. One Sings, the Other Doesn't",https://www.imdb.com/title/tt0076855/?ref_=sr_t_39,1977,2h,Not Rated,7.4,2.8K
40. Goliathon,https://www.imdb.com/title/tt0076164/?ref_=sr_t_40,1977,1h 30m,PG-13,5.4,2.3K
41. Between the Lines,https://www.imdb.com/title/tt0075744/?ref_=sr_t_41,1977,1h 41m,R,6.6,1.5K
42. Short Eyes,https://www.imdb.com/title/tt0076706/?ref_=sr_t_42,1977,1h 40m,R,7.0,1.6K
43. The Last Wave,https://www.imdb.com/title/tt0076299/?ref_=sr_t_43,1977,1h 46m,PG,6.9,11K
44. 3 Women,https://www.imdb.com/title/tt0075612/?ref_=sr_t_44,1977,2h 4m,PG,7.7,18K
45. Suspiria,https://www.imdb.com/title/tt0076786/?ref_=sr_t_45,1977,1h 32m,R,7.3,110K
46. Soldier of Orange,https://www.imdb.com/title/tt0076734/?ref_=sr_t_46,1977,2h 45m,R,7.6,14K
47. Sexy Sisters,https://www.imdb.com/title/tt0075322/?ref_=sr_t_47,1977,1h 25m,Not Rated,4.4,894
48. Eraserhead,https://www.imdb.com/title/tt0074486/?ref_=sr_t_48,1977,1h 29m,Not Rated,7.3,132K
49. The Sentinel,https://www.imdb.com/title/tt0076683/?ref_=sr_t_49,1977,1h 32m,R,6.3,13K
50. Sorcerer,https://www.imdb.com/title/tt0076740/?ref_=sr_t_50,1977,2h 1m,PG,7.7,30K
51. Twilight's Last Gleaming,https://www.imdb.com/title/tt0076845/?ref_=sr_t_51,1977,2h 26m,R,6.7,3.9K
52. Bilitis,https://www.imdb.com/title/tt0075753/?ref_=sr_t_52,1977,1h 35m,R,5.3,2.6K
53. The Duellists,https://www.imdb.com/title/tt0075968/?ref_=sr_t_53,1977,1h 40m,PG,7.4,28K
54. Maladolescenza,https://www.imdb.com/title/tt0076749/?ref_=sr_t_54,1977,1h 34m,TV-MA,5.6,2.6K
55. Confessions from a Holiday Camp,https://www.imdb.com/title/tt0075875/?ref_=sr_t_55,1977,1h 28m,,4.3,1.2K
56. Wizards,https://www.imdb.com/title/tt0076929/?ref_=sr_t_56,1977,1h 20m,PG,6.3,13K
57. Come Play with Me,https://www.imdb.com/title/tt0075868/?ref_=sr_t_57,1977,1h 34m,,3.7,554
58. The Kentucky Fried Movie,https://www.imdb.com/title/tt0076257/?ref_=sr_t_58,1977,1h 23m,R,6.4,21K
59. That Obscure Object of Desire,https://www.imdb.com/title/tt0075824/?ref_=sr_t_59,1977,1h 43m,R,7.8,25K
60. The Hills Have Eyes,https://www.imdb.com/title/tt0077681/?ref_=sr_t_60,1977,1h 30m,R,6.3,41K
61. One on One,https://www.imdb.com/title/tt0076500/?ref_=sr_t_61,1977,1h 38m,PG,6.5,2.1K
62. Capricorn One,https://www.imdb.com/title/tt0077294/?ref_=sr_t_62,1977,2h 3m,PG,6.8,26K
63. Rabid,https://www.imdb.com/title/tt0076590/?ref_=sr_t_63,1977,1h 31m,R,6.3,22K
64. Airport '77,https://www.imdb.com/title/tt0075648/?ref_=sr_t_64,1977,1h 54m,PG,5.8,13K
65. The Many Adventures of Winnie the Pooh,https://www.imdb.com/title/tt0076363/?ref_=sr_t_65,1977,1h 14m,G,7.5,41K
66. Rolling Thunder,https://www.imdb.com/title/tt0076637/?ref_=sr_t_66,1977,1h 40m,R,6.9,13K
67. The Car,https://www.imdb.com/title/tt0075809/?ref_=sr_t_67,1977,1h 36m,PG,6.2,12K
68. Cross of Iron,https://www.imdb.com/title/tt0074695/?ref_=sr_t_68,1977,1h 59m,R,7.4,30K
69. Last Cannibal World,https://www.imdb.com/title/tt0078437/?ref_=sr_t_69,1977,1h 28m,R,5.9,4.3K
70. The Island of Dr. Moreau,https://www.imdb.com/title/tt0076210/?ref_=sr_t_70,1977,1h 39m,PG,5.9,7.4K
71. Death Game,https://www.imdb.com/title/tt0075921/?ref_=sr_t_71,1977,1h 31m,R,5.8,1.9K
72. Valentino,https://www.imdb.com/title/tt0076868/?ref_=sr_t_72,1977,2h 8m,R,6.1,2.3K
73. The Goodbye Girl,https://www.imdb.com/title/tt0076095/?ref_=sr_t_73,1977,1h 51m,PG,7.4,17K
74. Crime Busters,https://www.imdb.com/title/tt0074442/?ref_=sr_t_74,1977,1h 38m,PG,7.1,13K
75. The People That Time Forgot,https://www.imdb.com/title/tt0076535/?ref_=sr_t_75,1977,1h 31m,PG,5.4,3.7K
76. Alice or The Last Escapade,https://www.imdb.com/title/tt0074114/?ref_=sr_t_76,1977,1h 33m,,6.7,1.3K
77. Cinderella,https://www.imdb.com/title/tt0075849/?ref_=sr_t_77,1977,1h 34m,R,5.6,1K
78. Jabberwocky,https://www.imdb.com/title/tt0076221/?ref_=sr_t_78,1977,1h 45m,PG,6.1,16K
79. The White Buffalo,https://www.imdb.com/title/tt0076915/?ref_=sr_t_79,1977,1h 37m,PG,6.1,5.5K
80. The American Friend,https://www.imdb.com/title/tt0075675/?ref_=sr_t_80,1977,2h 8m,Not Rated,7.4,20K
81. Voodoo Passion,https://www.imdb.com/title/tt0076645/?ref_=sr_t_81,1977,1h 29m,Not Rated,4.4,822
82. Emanuelle Around the World,https://www.imdb.com/title/tt0075987/?ref_=sr_t_82,1977,1h 37m,R,4.8,1.2K
83. Equus,https://www.imdb.com/title/tt0075995/?ref_=sr_t_83,1977,2h 17m,R,7.1,8.9K
84. Demon Seed,https://www.imdb.com/title/tt0075931/?ref_=sr_t_84,1977,1h 34m,R,6.3,11K
85. Reel Savages,https://www.imdb.com/title/tt0241967/?ref_=sr_t_85,1977,1h 49m,,6.0,111
86. Sinbad and the Eye of the Tiger,https://www.imdb.com/title/tt0076716/?ref_=sr_t_86,1977,1h 53m,G,6.4,8.9K
87. ABBA: The Movie,https://www.imdb.com/title/tt0075617/?ref_=sr_t_87,1977,1h 35m,G,6.5,4K
88. Desperate Living,https://www.imdb.com/title/tt0075936/?ref_=sr_t_88,1977,1h 30m,X,7.0,6.1K
89. Madame Claude,https://www.imdb.com/title/tt0076347/?ref_=sr_t_89,1977,1h 49m,R,4.8,724
90. MacArthur,https://www.imdb.com/title/tt0076342/?ref_=sr_t_90,1977,2h 10m,PG,6.5,5.4K
91. First Love,https://www.imdb.com/title/tt0076033/?ref_=sr_t_91,1977,1h 32m,R,5.9,722
92. Sister Emanuelle,https://www.imdb.com/title/tt0078344/?ref_=sr_t_92,1977,1h 30m,16+,5.2,859
93. The Brothers Lionheart,https://www.imdb.com/title/tt0075790/?ref_=sr_t_93,1977,1h 46m,,7.1,7.2K
94. Nasty Diver,https://www.imdb.com/title/tt0227848/?ref_=sr_t_94,1977,1h 9m,,4.2,153
"95. Ilsa, the Wicked Warden",https://www.imdb.com/title/tt0076112/?ref_=sr_t_95,1977,1h 30m,X,4.5,2.8K
96. The Choirboys,https://www.imdb.com/title/tt0075845/?ref_=sr_t_96,1977,1h 59m,R,5.6,2K
97. Martin,https://www.imdb.com/title/tt0077914/?ref_=sr_t_97,1977,1h 35m,R,7.0,13K
98. The Bishop's Bedroom,https://www.imdb.com/title/tt0146289/?ref_=sr_t_98,1977,1h 50m,,6.4,1.1K
99. Adventures of a Private Eye,https://www.imdb.com/title/tt0075638/?ref_=sr_t_99,1977,1h 36m,R,4.3,675
100. Emanuelle in America,https://www.imdb.com/title/tt0074473/?ref_=sr_t_100,1977,1h 40m,Not Rated,5.2,2K
101. Grand Theft Auto,https://www.imdb.com/title/tt0076100/?ref_=sr_t_101,1977,1h 24m,PG,5.4,3K
102. A Special Day,https://www.imdb.com/title/tt0076085/?ref_=sr_t_102,1977,1h 46m,Approved,8.1,17K
103. The Ascent,https://www.imdb.com/title/tt0075404/?ref_=sr_t_103,1977,1h 51m,,8.2,11K
104. The Brute,https://www.imdb.com/title/tt0246469/?ref_=sr_t_104,1977,1h 30m,R,6.2,266
105. Emanuelle and the Last Cannibals,https://www.imdb.com/title/tt0075984/?ref_=sr_t_105,1977,1h 34m,R,5.0,3.4K
106. Pumping Iron,https://www.imdb.com/title/tt0076578/?ref_=sr_t_106,1977,1h 26m,PG,7.3,26K
107. The Debut,https://www.imdb.com/title/tt0075924/?ref_=sr_t_107,1977,1h 34m,,5.8,555
108. The Psychic,https://www.imdb.com/title/tt0075614/?ref_=sr_t_108,1977,1h 30m,R,6.8,6.9K
109. Stroszek,https://www.imdb.com/title/tt0075276/?ref_=sr_t_109,1977,1h 55m,Not Rated,7.7,16K
110. Shock,https://www.imdb.com/title/tt0075651/?ref_=sr_t_110,1977,1h 33m,R,6.3,4.9K
111. Emmanuelle 3,https://www.imdb.com/title/tt0077497/?ref_=sr_t_111,1977,1h 38m,R,4.0,2.1K
112. Casa privata per le SS,https://www.imdb.com/title/tt0083017/?ref_=sr_t_112,1977,1h 22m,Not Rated,4.2,765
113. The Beast in Heat,https://www.imdb.com/title/tt0076649/?ref_=sr_t_113,1977,1h 28m,Not Rated,3.7,2K
114. Nine Guests for a Crime,https://www.imdb.com/title/tt0074979/?ref_=sr_t_114,1977,1h 31m,,5.9,827
115. Tentacles,https://www.imdb.com/title/tt0076809/?ref_=sr_t_115,1977,1h 42m,PG,3.7,4.7K
116. Rollercoaster,https://www.imdb.com/title/tt0076636/?ref_=sr_t_116,1977,1h 59m,PG,6.3,7.1K
117. Damnation Alley,https://www.imdb.com/title/tt0075909/?ref_=sr_t_117,1977,1h 31m,PG,5.3,6K
118. The Incredible Melting Man,https://www.imdb.com/title/tt0076191/?ref_=sr_t_118,1977,1h 26m,R,4.3,5.4K
119. The Gestapo's Last Orgy,https://www.imdb.com/title/tt0074569/?ref_=sr_t_119,1977,1h 36m,Not Rated,4.4,1.7K
120. Fun with Dick and Jane,https://www.imdb.com/title/tt0076059/?ref_=sr_t_120,1977,1h 35m,PG,6.4,5K
121. Alucarda,https://www.imdb.com/title/tt0075666/?ref_=sr_t_121,1977,1h 18m,R,6.3,4.4K
122. Crazy Desires of a Murderer,https://www.imdb.com/title/tt0155360/?ref_=sr_t_122,1977,1h 29m,Not Rated,5.1,593
123. Candleshoe,https://www.imdb.com/title/tt0075807/?ref_=sr_t_123,1977,1h 41m,G,6.7,5.1K
"124. The Virgo, the Taurus and the Capricorn",https://www.imdb.com/title/tt0076873/?ref_=sr_t_124,1977,1h 32m,,5.3,359
125. Marquis de Sade's Justine,https://www.imdb.com/title/tt0075893/?ref_=sr_t_125,1977,1h 39m,Unrated,4.4,595
126. Kingdom of the Spiders,https://www.imdb.com/title/tt0076271/?ref_=sr_t_126,1977,1h 37m,PG,5.7,6.4K
127. Fantasm Comes Again,https://www.imdb.com/title/tt0076015/?ref_=sr_t_127,1977,1h 39m,X,4.4,430
128. Nurse Sherri,https://www.imdb.com/title/tt0076478/?ref_=sr_t_128,1977,1h 28m,R,3.8,924
129. Iphigenia,https://www.imdb.com/title/tt0076208/?ref_=sr_t_129,1977,2h 7m,Not Rated,7.7,2.2K
130. Tintorera: Killer Shark,https://www.imdb.com/title/tt0076825/?ref_=sr_t_130,1977,2h 6m,R,4.1,1.6K
131. That Strange Desire to Love,https://www.imdb.com/title/tt0076585/?ref_=sr_t_131,1977,1h 30m,,5.7,89
132. Fairy in a Cage,https://www.imdb.com/title/tt0226267/?ref_=sr_t_132,1977,1h 10m,,5.3,415
133. Death of a Corrupt Man,https://www.imdb.com/title/tt0076410/?ref_=sr_t_133,1977,2h 3m,Not Rated,6.8,2.8K
134. Telefon,https://www.imdb.com/title/tt0076804/?ref_=sr_t_134,1977,1h 42m,PG,6.5,6.5K
135. Crossed Swords,https://www.imdb.com/title/tt0077381/?ref_=sr_t_135,1977,1h 48m,PG,6.3,2.2K
136. Ilsa the Tigress of Siberia,https://www.imdb.com/title/tt0078398/?ref_=sr_t_136,1977,1h 25m,R,4.8,2K
137. Hidden Pleasures,https://www.imdb.com/title/tt0075069/?ref_=sr_t_137,1977,1h 35m,,6.7,426
138. Empire of the Ants,https://www.imdb.com/title/tt0075989/?ref_=sr_t_138,1977,1h 29m,PG,4.3,5.7K
139. The Haunting of Julia,https://www.imdb.com/title/tt0074611/?ref_=sr_t_139,1977,1h 38m,R,6.2,3.2K
140. Are You Being Served?,https://www.imdb.com/title/tt0075696/?ref_=sr_t_140,1977,1h 35m,Not Rated,6.1,3.1K
141. The Man Who Loved Women,https://www.imdb.com/title/tt0076155/?ref_=sr_t_141,1977,2h,Not Rated,7.4,7.5K
