Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Mary Poppins,https://www.imdb.com/title/tt0058331/?ref_=sr_t_1,1964,2h 19m,G,7.8,191K
2. My Fair Lady,https://www.imdb.com/title/tt0058385/?ref_=sr_t_2,1964,2h 50m,G,7.7,104K
3. Goldfinger,https://www.imdb.com/title/tt0058150/?ref_=sr_t_3,1964,1h 50m,Approved,7.7,207K
4. A Fistful of Dollars,https://www.imdb.com/title/tt0058461/?ref_=sr_t_4,1964,1h 39m,R,7.9,240K
5. A Shot in the Dark,https://www.imdb.com/title/tt0058586/?ref_=sr_t_5,1964,1h 42m,Approved,7.3,32K
6. Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,https://www.imdb.com/title/tt0057012/?ref_=sr_t_6,1964,1h 35m,PG,8.3,532K
"7. Hey There, It's Yogi Bear",https://www.imdb.com/title/tt0154587/?ref_=sr_t_7,1964,1h 29m,G,6.5,1.2K
8. A Hard Day's Night,https://www.imdb.com/title/tt0058182/?ref_=sr_t_8,1964,1h 27m,G,7.5,49K
9. I Am Cuba,https://www.imdb.com/title/tt0058604/?ref_=sr_t_9,1964,2h 21m,Not Rated,8.2,11K
10. Becket,https://www.imdb.com/title/tt0057877/?ref_=sr_t_10,1964,2h 28m,PG-13,7.8,16K
11. The Umbrellas of Cherbourg,https://www.imdb.com/title/tt0058450/?ref_=sr_t_11,1964,1h 31m,Not Rated,7.8,33K
12. Band of Outsiders,https://www.imdb.com/title/tt0057869/?ref_=sr_t_12,1964,1h 35m,Not Rated,7.6,28K
13. That Man from Rio,https://www.imdb.com/title/tt0058203/?ref_=sr_t_13,1964,1h 52m,Not Rated,7.0,6.5K
14. Nothing But a Man,https://www.imdb.com/title/tt0058414/?ref_=sr_t_14,1964,1h 35m,Not Rated,7.9,2.1K
15. Marriage Italian Style,https://www.imdb.com/title/tt0058335/?ref_=sr_t_15,1964,1h 42m,Not Rated,7.4,12K
