Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Harry Potter and the Deathly Hallows: Part 2,https://www.imdb.com/title/tt1201607/?ref_=sr_t_1,2011,2h 10m,PG-13,8.1,980K,125000000.0,1342499744.0,381447587.0,169189427.0,['David Yates'],"['Steve Kloves', 'J.K. Rowling']","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint']","['Dark Fantasy', 'Teen Adventure', 'Teen Fantasy', 'Adventure', 'Family', 'Fantasy', 'Mystery']","['United Kingdom', 'United States']","['Freshwater West Beach, Castlemartin, Pembroke, Pembrokeshire, Wales, UK']","['Warner Bros.', 'Heyday Films']","['English', 'Latin']",0,95,3,2011
2. Transformers: Dark of the Moon,https://www.imdb.com/title/tt1399103/?ref_=sr_t_2,2011,2h 34m,PG-13,6.2,440K,195000000.0,1123794079.0,352390543.0,97852865.0,['Michael Bay'],['Ehren Kruger'],"['Shia LaBeouf', 'Rosie Huntington-Whiteley', 'Tyrese Gibson']","['Alien Invasion', 'Car Action', 'Space Sci-Fi', 'Action', 'Adventure', 'Sci-Fi']","['United States', 'Hong Kong', 'Cambodia', 'United Kingdom']","['Milwaukee, Wisconsin, USA']","['Paramount Pictures', 'Hasbro', 'Di Bonaventura Pictures']","['English', 'Russian']",0,42,3,2011
3. The Twilight Saga: Breaking Dawn - Part 1,https://www.imdb.com/title/tt1324999/?ref_=sr_t_3,2011,1h 57m,PG-13,4.9,260K,110000000.0,712205856.0,281287133.0,138122261.0,['Bill Condon'],"['Melissa Rosenberg', 'Stephenie Meyer']","['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']","['Adventure', 'Drama', 'Fantasy', 'Romance', 'Thriller']",['United States'],"['Baton Rouge, Louisiana, USA']","['Summit Entertainment', 'Sunswept Entertainment', 'TSBD Canada Productions']","['English', 'Portuguese']",0,22,0,2011
4. The Hangover Part II,https://www.imdb.com/title/tt1411697/?ref_=sr_t_4,2011,1h 42m,R,6.5,549K,80000000.0,586764305.0,254464305.0,85946294.0,['Todd Phillips'],"['Craig Mazin', 'Scot Armstrong', 'Todd Phillips']","['Bradley Cooper', 'Zach Galifianakis', 'Ed Helms']","['Raunchy Comedy', 'Comedy']",['United States'],"['Phulay Bay, Krabi, Thailand']","['Warner Bros.', 'Legendary Entertainment', 'Green Hat Films']","['English', 'Thai']",0,18,0,2011
5. Pirates of the Caribbean: On Stranger Tides,https://www.imdb.com/title/tt1298650/?ref_=sr_t_5,2011,2h 16m,PG-13,6.6,578K,250000000.0,1046721266.0,241071802.0,90151958.0,['Rob Marshall'],"['Ted Elliott', 'Terry Rossio', 'Stuart Beattie']","['Johnny Depp', 'Penélope Cruz', 'Ian McShane']","['Fantasy Epic', 'Quest', 'Sea Adventure', 'Swashbuckler', 'Action', 'Adventure', 'Fantasy']","['United States', 'United Kingdom']","[""Kilauea Falls, Kilauea, Kaua'i, Hawaii, USA""]","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Moving Picture Company (MPC)']","['English', 'Spanish']",0,31,0,2011
6. Fast Five,https://www.imdb.com/title/tt1596343/?ref_=sr_t_6,2011,2h 10m,PG-13,7.3,416K,125000000.0,626140012.0,209837675.0,86198765.0,['Justin Lin'],"['Chris Morgan', 'Gary Scott Thompson']","['Vin Diesel', 'Paul Walker', 'Dwayne Johnson']","['Action Epic', 'Caper', 'Car Action', 'Action', 'Crime', 'Thriller']","['United States', 'Japan', 'Brazil']",['Puerto Rico'],"['Universal Pictures', 'Original Film', 'One Race Productions']","['English', 'Portuguese', 'Spanish', 'Italian', 'French']",0,21,0,2011
7. Mission: Impossible - Ghost Protocol,https://www.imdb.com/title/tt1229238/?ref_=sr_t_7,2011,2h 12m,PG-13,7.4,538K,145000000.0,694713380.0,209397903.0,12785204.0,['Brad Bird'],"['Bruce Geller', 'Josh Appelbaum', 'André Nemec']","['Tom Cruise', 'Jeremy Renner', 'Simon Pegg']","['Globetrotting Adventure', 'Action', 'Adventure', 'Thriller']","['United States', 'United Arab Emirates', 'Russia', 'Canada', 'Czech Republic', 'India']","['Burj Khalifa, Dubai, United Arab Emirates']","['Paramount Pictures', 'Skydance Media', 'TC Productions']","['English', 'Russian', 'French', 'Arabic', 'Swedish']",0,30,0,2011
8. Cars 2,https://www.imdb.com/title/tt1216475/?ref_=sr_t_8,2011,1h 46m,G,6.2,230K,200000000.0,559853036.0,191452396.0,66135507.0,"['John Lasseter', 'Bradford Lewis']","['John Lasseter', 'Bradford Lewis', 'Dan Fogelman']","['Owen Wilson', 'Larry the Cable Guy', 'Michael Caine']","['Car Action', 'Computer Animation', 'Motorsport', 'Spy', 'Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Sci-Fi']","['United States', 'Japan']","['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']","['Walt Disney Pictures', 'Pixar Animation Studios']","['English', 'Japanese', 'Italian', 'French']",0,19,0,2011
9. Sherlock Holmes: A Game of Shadows,https://www.imdb.com/title/tt1515091/?ref_=sr_t_9,2011,2h 9m,PG-13,7.4,489K,125000000.0,543848418.0,186848418.0,39637079.0,['Guy Ritchie'],"['Michele Mulroney', 'Kieran Mulroney', 'Arthur Conan Doyle']","['Robert Downey Jr.', 'Jude Law', 'Jared Harris']","['Whodunnit', 'Action', 'Adventure', 'Mystery']",['United States'],"['Triengen, Kanton Luzern, Switzerland']","['Warner Bros.', 'Village Roadshow Pictures', 'Silver Pictures']","['English', 'French', 'Italian', 'German', 'Romany']",0,10,0,2011
10. Thor,https://www.imdb.com/title/tt0800369/?ref_=sr_t_10,2011,1h 55m,PG-13,7.0,921K,150000000.0,449326618.0,181030624.0,65723338.0,['Kenneth Branagh'],"['Ashley E. Miller', 'Zack Stentz', 'Don Payne']","['Chris Hemsworth', 'Anthony Hopkins', 'Natalie Portman']","['Superhero', 'Supernatural Fantasy', 'Action', 'Fantasy']",['United States'],"['Cerro Pelon Movie Ranch - 5547 Highway 41, Galisteo, New Mexico, USA']","['Paramount Pictures', 'Marvel Entertainment', 'Marvel Studios']",['English'],0,30,0,2011
