Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Star Wars: Episode I - The Phantom Menace,https://www.imdb.com/title/tt0120915/?ref_=sr_t_1,1999,2h 16m,PG,6.5,879K
2. The Sixth Sense,https://www.imdb.com/title/tt0167404/?ref_=sr_t_2,1999,1h 47m,PG-13,8.2,1.1M
3. Toy Story 2,https://www.imdb.com/title/tt0120363/?ref_=sr_t_3,1999,1h 32m,G,7.9,636K
4. Austin Powers: The Spy Who Shagged Me,https://www.imdb.com/title/tt0145660/?ref_=sr_t_4,1999,1h 35m,PG-13,6.7,254K
5. The Matrix,https://www.imdb.com/title/tt0133093/?ref_=sr_t_5,1999,2h 16m,R,8.7,2.1M
6. Tarzan,https://www.imdb.com/title/tt0120855/?ref_=sr_t_6,1999,1h 28m,G,7.3,255K
7. Big Daddy,https://www.imdb.com/title/tt0142342/?ref_=sr_t_7,1999,1h 33m,PG-13,6.4,240K
8. The Mummy,https://www.imdb.com/title/tt0120616/?ref_=sr_t_8,1999,2h 4m,PG-13,7.1,475K
9. Runaway Bride,https://www.imdb.com/title/tt0163187/?ref_=sr_t_9,1999,1h 56m,PG,5.6,107K
10. The Blair Witch Project,https://www.imdb.com/title/tt0185937/?ref_=sr_t_10,1999,1h 21m,R,6.5,298K
11. Stuart Little,https://www.imdb.com/title/tt0164912/?ref_=sr_t_11,1999,1h 24m,PG,6.0,153K
12. The Green Mile,https://www.imdb.com/title/tt0120689/?ref_=sr_t_12,1999,3h 9m,R,8.6,1.5M
13. American Beauty,https://www.imdb.com/title/tt0169547/?ref_=sr_t_13,1999,2h 2m,R,8.3,1.2M
14. The World Is Not Enough,https://www.imdb.com/title/tt0143145/?ref_=sr_t_14,1999,2h 8m,PG-13,6.4,213K
15. Double Jeopardy,https://www.imdb.com/title/tt0150377/?ref_=sr_t_15,1999,1h 45m,R,6.5,99K
16. Notting Hill,https://www.imdb.com/title/tt0125439/?ref_=sr_t_16,1999,2h 4m,PG-13,7.2,357K
17. Wild Wild West,https://www.imdb.com/title/tt0120891/?ref_=sr_t_17,1999,1h 46m,PG-13,4.9,169K
18. Analyze This,https://www.imdb.com/title/tt0122933/?ref_=sr_t_18,1999,1h 43m,R,6.7,164K
19. The General's Daughter,https://www.imdb.com/title/tt0144214/?ref_=sr_t_19,1999,1h 56m,R,6.4,65K
20. American Pie,https://www.imdb.com/title/tt0163651/?ref_=sr_t_20,1999,1h 35m,R,7.0,445K
21. Sleepy Hollow,https://www.imdb.com/title/tt0162661/?ref_=sr_t_21,1999,1h 45m,R,7.3,395K
22. Inspector Gadget,https://www.imdb.com/title/tt0141369/?ref_=sr_t_22,1999,1h 18m,PG,4.2,52K
23. The Haunting,https://www.imdb.com/title/tt0171363/?ref_=sr_t_23,1999,1h 53m,PG-13,5.0,82K
24. Entrapment,https://www.imdb.com/title/tt0137494/?ref_=sr_t_24,1999,1h 53m,PG-13,6.3,126K
25. Payback,https://www.imdb.com/title/tt0120784/?ref_=sr_t_25,1999,1h 40m,R,7.1,149K
26. The Talented Mr. Ripley,https://www.imdb.com/title/tt0134119/?ref_=sr_t_26,1999,2h 19m,R,7.4,258K
27. Any Given Sunday,https://www.imdb.com/title/tt0146838/?ref_=sr_t_27,1999,2h 42m,R,6.9,128K
28. Deep Blue Sea,https://www.imdb.com/title/tt0149261/?ref_=sr_t_28,1999,1h 45m,R,5.9,146K
29. Galaxy Quest,https://www.imdb.com/title/tt0177789/?ref_=sr_t_29,1999,1h 42m,PG,7.4,183K
30. The Thomas Crown Affair,https://www.imdb.com/title/tt0155267/?ref_=sr_t_30,1999,1h 53m,R,6.9,103K
31. Blue Streak,https://www.imdb.com/title/tt0181316/?ref_=sr_t_31,1999,1h 33m,PG-13,6.4,91K
32. End of Days,https://www.imdb.com/title/tt0146675/?ref_=sr_t_32,1999,2h 2m,R,5.8,118K
33. The Bone Collector,https://www.imdb.com/title/tt0145681/?ref_=sr_t_33,1999,1h 58m,R,6.7,191K
34. Bowfinger,https://www.imdb.com/title/tt0131325/?ref_=sr_t_34,1999,1h 37m,PG-13,6.5,75K
35. Deuce Bigalow: Male Gigolo,https://www.imdb.com/title/tt0205000/?ref_=sr_t_35,1999,1h 28m,R,5.7,82K
36. Life,https://www.imdb.com/title/tt0123964/?ref_=sr_t_36,1999,1h 48m,R,6.8,57K
37. She's All That,https://www.imdb.com/title/tt0160862/?ref_=sr_t_37,1999,1h 35m,PG-13,5.9,106K
38. Fantasia 2000,https://www.imdb.com/title/tt0120910/?ref_=sr_t_38,1999,1h 15m,G,7.1,42K
39. Three Kings,https://www.imdb.com/title/tt0120188/?ref_=sr_t_39,1999,1h 54m,R,7.1,183K
40. Bicentennial Man,https://www.imdb.com/title/tt0182789/?ref_=sr_t_40,1999,2h 12m,PG,6.9,127K
41. The Cider House Rules,https://www.imdb.com/title/tt0124315/?ref_=sr_t_41,1999,2h 6m,PG-13,7.4,106K
42. Eyes Wide Shut,https://www.imdb.com/title/tt0120663/?ref_=sr_t_42,1999,2h 39m,TV-MA,7.5,391K
43. Never Been Kissed,https://www.imdb.com/title/tt0151738/?ref_=sr_t_43,1999,1h 47m,PG-13,6.0,100K
44. Forces of Nature,https://www.imdb.com/title/tt0141098/?ref_=sr_t_44,1999,1h 45m,PG-13,5.5,36K
45. Varsity Blues,https://www.imdb.com/title/tt0139699/?ref_=sr_t_45,1999,1h 46m,R,6.5,50K
46. Message in a Bottle,https://www.imdb.com/title/tt0139462/?ref_=sr_t_46,1999,2h 6m,PG-13,6.2,41K
"47. South Park: Bigger, Longer & Uncut",https://www.imdb.com/title/tt0158983/?ref_=sr_t_47,1999,1h 21m,R,7.7,219K
48. The Hurricane,https://www.imdb.com/title/tt0174856/?ref_=sr_t_48,1999,2h 26m,R,7.6,104K
49. Stigmata,https://www.imdb.com/title/tt0145531/?ref_=sr_t_49,1999,1h 43m,R,6.2,74K
50. Pokémon the Movie 2000,https://www.imdb.com/title/tt0210234/?ref_=sr_t_50,1999,1h 39m,G,6.1,24K
51. House on Haunted Hill,https://www.imdb.com/title/tt0185371/?ref_=sr_t_51,1999,1h 33m,R,5.6,61K
52. Anna and the King,https://www.imdb.com/title/tt0166485/?ref_=sr_t_52,1999,2h 28m,PG-13,6.7,40K
53. Cruel Intentions,https://www.imdb.com/title/tt0139134/?ref_=sr_t_53,1999,1h 37m,R,6.8,211K
54. 10 Things I Hate About You,https://www.imdb.com/title/tt0147800/?ref_=sr_t_54,1999,1h 37m,PG-13,7.3,407K
55. Fight Club,https://www.imdb.com/title/tt0137523/?ref_=sr_t_55,1999,2h 19m,R,8.8,2.4M
56. My Favorite Martian,https://www.imdb.com/title/tt0120764/?ref_=sr_t_56,1999,1h 34m,PG,5.1,15K
57. 8MM,https://www.imdb.com/title/tt0134273/?ref_=sr_t_57,1999,2h 3m,R,6.6,146K
58. For Love of the Game,https://www.imdb.com/title/tt0126916/?ref_=sr_t_58,1999,2h 17m,PG-13,6.6,38K
59. Man on the Moon,https://www.imdb.com/title/tt0125664/?ref_=sr_t_59,1999,1h 58m,R,7.4,140K
60. Instinct,https://www.imdb.com/title/tt0128278/?ref_=sr_t_60,1999,2h 6m,R,6.5,35K
61. The Best Man,https://www.imdb.com/title/tt0168501/?ref_=sr_t_61,1999,2h,R,6.7,12K
62. Mickey Blue Eyes,https://www.imdb.com/title/tt0130121/?ref_=sr_t_62,1999,1h 42m,PG-13,5.9,39K
63. The 13th Warrior,https://www.imdb.com/title/tt0120657/?ref_=sr_t_63,1999,1h 42m,R,6.6,135K
64. October Sky,https://www.imdb.com/title/tt0132477/?ref_=sr_t_64,1999,1h 48m,PG,7.8,100K
65. Lake Placid,https://www.imdb.com/title/tt0139414/?ref_=sr_t_65,1999,1h 22m,R,5.8,67K
