Movie Link,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
https://www.imdb.com/title/tt0120915/?ref_=sr_t_1,115000000.0,1046515409.0,487576624.0,64820970.0,['George Lucas'],['George Lucas'],"['Ewan McGregor', 'Liam Neeson', 'Natalie Portman']","['Action Epic', 'Adventure Epic', 'Fantasy Epic', 'Quest', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['United States', 'United Kingdom']","['Sidi Bouhlel, Bouhlel Sdada, Tunisia']",['Lucasfilm'],"['English', 'Sanskrit']",0,71,3,1999
https://www.imdb.com/title/tt0167404/?ref_=sr_t_2,40000000.0,672806432.0,293506292.0,26681262.0,['M. Night Shyamalan'],['M. Night Shyamalan'],"['Bruce Willis', 'Haley Joel Osment', 'Toni Collette']","['Psychological Drama', 'Psychological Thriller', 'Suspense Mystery', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Striped Bass - 1500 Walnut Street, Philadelphia, Pennsylvania, USA']","['Hollywood Pictures', 'Spyglass Entertainment', 'The Kennedy/Marshall Company']","['English', 'Latin', 'Spanish']",0,56,6,1999
https://www.imdb.com/title/tt0120363/?ref_=sr_t_3,90000000.0,497375381.0,245852179.0,300163.0,"['John Lasseter', 'Ash Brannon', 'Lee Unkrich']","['John Lasseter', 'Pete Docter', 'Ash Brannon']","['Tom Hanks', 'Tim Allen', 'Joan Cusack']","['Computer Animation', 'Quest', 'Supernatural Fantasy', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['United States'],"['Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA']","['Walt Disney Pictures', 'Pixar Animation Studios']",['English'],0,27,1,1999
https://www.imdb.com/title/tt0145660/?ref_=sr_t_4,33000000.0,313701294.0,206040086.0,54917604.0,['Jay Roach'],"['Mike Myers', 'Michael McCullers']","['Mike Myers', 'Heather Graham', 'Michael York']","['Parody', 'Slapstick', 'Action', 'Adventure', 'Comedy', 'Crime']",['United States'],"['Space Needle - 400 Broad Street, Seattle Center, Seattle, Washington, USA']","['New Line Cinema', 'Gratitude', 'Moving Pictures (I)']","['English', 'German']",0,31,1,1999
https://www.imdb.com/title/tt0133093/?ref_=sr_t_5,63000000.0,467841735.0,172076928.0,27788331.0,"['Lana Wachowski', 'Lilly Wachowski']","['Lilly Wachowski', 'Lana Wachowski']","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']","['Action Epic', 'Artificial Intelligence', 'Cyberpunk', 'Dystopian Sci-Fi', 'Gun Fu', 'Martial Arts', 'Sci-Fi Epic', 'Action', 'Sci-Fi']","['United States', 'Australia']","['Nashville, Tennessee, USA']","['Warner Bros.', 'Village Roadshow Pictures', 'Groucho Film Partnership']",['English'],0,52,0,1999
https://www.imdb.com/title/tt0120855/?ref_=sr_t_6,130000000.0,448191819.0,171091819.0,34221968.0,"['Chris Buck', 'Kevin Lima']","['Edgar Rice Burroughs', 'Tab Murphy', 'Bob Tzudiker']","['Tony Goldwyn', 'Minnie Driver', 'Brian Blessed']","['Hand-Drawn Animation', 'Jungle Adventure', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Music']","['United States', 'Japan']","['Walt Disney Animation Studios - 2100 Riverside Drive, Burbank, California, USA']","['Walt Disney Pictures', 'Walt Disney Animation Studios', 'Walt Disney Feature Animation']",['English'],0,23,0,1999
https://www.imdb.com/title/tt0142342/?ref_=sr_t_7,34200000.0,234801895.0,163479795.0,41536370.0,['Dennis Dugan'],"['Steve Franks', 'Tim Herlihy', 'Adam Sandler']","['Adam Sandler', 'Joey Lauren Adams', 'Jon Stewart']","['Comedy', 'Drama']",['United States'],"['Staten Island, New York City, New York, USA']","['Jack Giarraputo Productions', 'Out of the Blue... Entertainment']","['English', 'Italian']",0,14,0,1999
https://www.imdb.com/title/tt0120616/?ref_=sr_t_8,80000000.0,417643286.0,157095368.0,43369635.0,['Stephen Sommers'],"['Stephen Sommers', 'Lloyd Fonvielle', 'Kevin Jarre']","['Brendan Fraser', 'Rachel Weisz', 'John Hannah']","['Desert Adventure', 'Globetrotting Adventure', 'Quest', 'Supernatural Fantasy', 'Action', 'Adventure', 'Fantasy']",['United States'],"['Djemaa el Fna, Marrakech, Morocco']","['Alphaville Films', 'Universal Studios']","['English', 'Egyptian (Ancient)', 'Arabic', 'Chinese', 'Hebrew', 'Hungarian']",0,24,1,1999
https://www.imdb.com/title/tt0163187/?ref_=sr_t_9,70000000.0,309460292.0,152257509.0,35055556.0,['Garry Marshall'],"['Josann McGibbon', 'Sara Parriott']","['Julia Roberts', 'Richard Gere', 'Joan Cusack']","['Romantic Comedy', 'Comedy', 'Romance']",['United States'],"['Berlin, Maryland, USA']","['Paramount Pictures', 'Touchstone Pictures', 'Interscope Communications']",['English'],0,11,0,1999
https://www.imdb.com/title/tt0185937/?ref_=sr_t_10,60000.0,248639099.0,140539099.0,1512054.0,"['Daniel Myrick', 'Eduardo Sánchez']","['Daniel Myrick', 'Eduardo Sánchez', 'Heather Donahue']","['Heather Donahue', 'Michael C. Williams', 'Joshua Leonard']","['B-Horror', 'Folk Horror', 'Found Footage Horror', 'Psychological Horror', 'Supernatural Horror', 'Witch Horror', 'Horror', 'Mystery']",['United States'],"['Patapsco Valley State Park - 8020 Baltimore National Pike, Ellicott City, Maryland, USA']",['Haxan Films'],['English'],0,26,0,1999
https://www.imdb.com/title/tt0164912/?ref_=sr_t_11,133000000.0,300135367.0,140035367.0,15018223.0,['Rob Minkoff'],"['E.B. White', 'M. Night Shyamalan', 'Greg Brooker']","['Michael J. Fox', 'Geena Davis', 'Hugh Laurie']","['Animal Adventure', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['Germany', 'United States']","['Jacqueline Kennedy Onassis Reservoir, Central Park, Manhattan, New York City, New York, USA']","['Columbia Pictures', 'Franklin/Waterman Productions', 'Global Medien KG']","['English', 'Dutch']",0,14,1,1999
https://www.imdb.com/title/tt0120689/?ref_=sr_t_12,60000000.0,286801374.0,136801374.0,18017152.0,['Frank Darabont'],"['Stephen King', 'Frank Darabont']","['Tom Hanks', 'Michael Clarke Duncan', 'David Morse']","['Period Drama', 'Prison Drama', 'Supernatural Fantasy', 'Tragedy', 'Crime', 'Drama', 'Fantasy', 'Mystery']",['United States'],"['Tennessee State Penitentiary, Nashville, Tennessee, USA']","['Castle Rock Entertainment', 'Darkwoods Productions', 'Warner Bros.']","['English', 'French']",0,37,4,1999
https://www.imdb.com/title/tt0169547/?ref_=sr_t_13,15000000.0,356296601.0,130096601.0,861531.0,['Sam Mendes'],['Alan Ball'],"['Kevin Spacey', 'Annette Bening', 'Thora Birch']","['Psychological Drama', 'Tragedy', 'Drama']",['United States'],"['Sacramento, California, USA']","['Dreamworks Pictures', 'Jinks/Cohen Company']",['English'],0,102,0,1999
https://www.imdb.com/title/tt0143145/?ref_=sr_t_14,135000000.0,361832400.0,126943684.0,35519007.0,['Michael Apted'],"['Neal Purvis', 'Robert Wade', 'Bruce Feirstein']","['Pierce Brosnan', 'Sophie Marceau', 'Robert Carlyle']","['Spy', 'Action', 'Adventure', 'Thriller']","['United Kingdom', 'United States', 'Spain']","['Bosphorus River, Istanbul, Turkey']","['Danjaq', 'Eon Productions', 'Metro-Goldwyn-Mayer (MGM)']","['English', 'Russian', 'Spanish']",0,12,0,1999
https://www.imdb.com/title/tt0150377/?ref_=sr_t_15,70000000.0,177841558.0,116741558.0,23162542.0,['Bruce Beresford'],"['David Weisberg', 'Douglas Cook']","['Ashley Judd', 'Tommy Lee Jones', 'Bruce Greenwood']","['Conspiracy Thriller', 'Dark Comedy', 'Legal Thriller', 'Suspense Mystery', 'Crime', 'Drama', 'Mystery', 'Thriller']","['United States', 'Germany', 'Canada']","['Whidbey Island, Washington, USA']","['Paramount Pictures', 'MFP Munich Film Partners GmbH & Company I. Produktions KG', 'Province of British Columbia Production Services Tax Credit']",['English'],0,3,0,1999
https://www.imdb.com/title/tt0125439/?ref_=sr_t_16,42000000.0,363994265.0,116089678.0,21811180.0,['Roger Michell'],['Richard Curtis'],"['Hugh Grant', 'Julia Roberts', 'Richard McCabe']","['Feel-Good Romance', 'Romantic Comedy', 'Satire', 'Showbiz Drama', 'Comedy', 'Drama', 'Romance']","['United Kingdom', 'United States']","['142 Portobello Road, Notting Hill, London, England, UK']","['Polygram Filmed Entertainment', 'Working Title Films', 'Notting Hill Pictures']","['English', 'Spanish', 'French']",0,17,0,1999
https://www.imdb.com/title/tt0120891/?ref_=sr_t_17,170000000.0,222104681.0,113804681.0,27687484.0,['Barry Sonnenfeld'],"['Jim Thomas', 'John Thomas', 'S.S. Wilson']","['Will Smith', 'Kevin Kline', 'Kenneth Branagh']","['Buddy Cop', 'Steampunk', 'Action', 'Comedy', 'Sci-Fi', 'Western']",['United States'],"['Old Tucson - 201 S. Kinney Road, Tucson, Arizona, USA']","['Peters Entertainment', 'Sonnenfeld Josephson Worldwide Entertainment', 'Todman, Simon, LeMasters Productions']",['English'],0,17,0,1999
