Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Shrek 2,https://www.imdb.com/title/tt0298148/?ref_=sr_t_1,2004,1h 33m,PG,7.4,521K,150000000.0,932406549.0,444854717.0,108037878.0,"['Andrew Adamson', 'Kelly Asbury', 'Conrad Vernon']","['William Steig', 'Andrew Adamson', 'Joe Stillman']","['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']","['Computer Animation', 'Fairy Tale', 'Parody', 'Satire', 'Slapstick', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['United States'],[],"['Dreamworks Pictures', 'DreamWorks Animation', 'Pacific Data Images (PDI)']",['English'],0,52,2,2004
2. Spider-Man 2,https://www.imdb.com/title/tt0316654/?ref_=sr_t_2,2004,2h 7m,PG-13,7.5,733K,200000000.0,784543400.0,374337514.0,88156227.0,['Sam Raimi'],"['Stan Lee', 'Steve Ditko', 'Alfred Gough']","['Tobey Maguire', 'Kirsten Dunst', 'Alfred Molina']","['Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']",['United States'],"['Spring Street Towers - 650 S. Spring Street, Downtown, Los Angeles, California, USA']","['Columbia Pictures', 'Marvel Enterprises', 'Laura Ziskin Productions']","['English', 'Russian', 'Chinese']",0,60,0,2004
3. The Passion of the Christ,https://www.imdb.com/title/tt0335345/?ref_=sr_t_3,2004,2h 7m,R,7.2,255K,30000000.0,612060372.0,370782930.0,83848082.0,['Mel Gibson'],"['Benedict Fitzgerald', 'Mel Gibson']","['Jim Caviezel', 'Monica Bellucci', 'Maia Morgenstern']","['Epic', 'Period Drama', 'Drama']",['United States'],"['Craco, Matera, Basilicata, Italy']",['Icon Productions'],"['Aramaic', 'Latin', 'Hebrew', 'English']",0,24,3,2004
4. Meet the Fockers,https://www.imdb.com/title/tt0290002/?ref_=sr_t_4,2004,1h 55m,PG-13,6.3,292K,80000000.0,522657936.0,279261160.0,46120980.0,['Jay Roach'],"['Jim Herzfeld', 'Marc Hyman', 'John Hamburg']","['Ben Stiller', 'Robert De Niro', 'Blythe Danner']","['Romantic Comedy', 'Slapstick', 'Comedy', 'Romance']",['United States'],"['Los Angeles County Arboretum & Botanic Garden - 301 N. Baldwin Avenue, Arcadia, California, USA']","['Universal Pictures', 'Dreamworks Pictures', 'Tribeca Productions']","['English', 'Spanish', 'Hebrew']",0,7,0,2004
5. The Incredibles,https://www.imdb.com/title/tt0317705/?ref_=sr_t_5,2004,1h 55m,PG,8.0,839K,92000000.0,631688498.0,261441092.0,70467623.0,['Brad Bird'],['Brad Bird'],"['Craig T. Nelson', 'Samuel L. Jackson', 'Holly Hunter']","['Computer Animation', 'Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Animation', 'Family']",['United States'],"['Walt Disney Feature Animation - 500 S. Buena Vista Street, Burbank, California, USA']","['Walt Disney Pictures', 'Pixar Animation Studios']","['English', 'French', 'German', 'Italian', 'Portuguese', 'Russian']",0,56,0,2004
6. Harry Potter and the Prisoner of Azkaban,https://www.imdb.com/title/tt0304141/?ref_=sr_t_6,2004,2h 22m,PG,7.9,716K,130000000.0,808485409.0,250105651.0,93687367.0,['Alfonso Cuarón'],"['J.K. Rowling', 'Steve Kloves']","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint']","['Sword & Sorcery', 'Teen Adventure', 'Teen Fantasy', 'Adventure', 'Family', 'Fantasy', 'Mystery']","['United Kingdom', 'United States']","['Glenfinnan, Highland, Scotland, UK']","['Warner Bros.', 'Heyday Films', '1492 Pictures']","['English', 'Latin', 'Old English']",0,56,2,2004
7. The Polar Express,https://www.imdb.com/title/tt0338348/?ref_=sr_t_7,2004,1h 40m,G,6.6,254K,165000000.0,318910211.0,189528738.0,23323463.0,['Robert Zemeckis'],"['Chris Van Allsburg', 'Robert Zemeckis', 'William Broyles Jr.']","['Tom Hanks', 'Chris Coppola', 'Michael Jeter']","['Computer Animation', 'Holiday Animation', 'Holiday Comedy', 'Holiday Family', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Holiday']","['United States', 'Australia']",['Arctic Ocean'],"['Castle Rock Entertainment', 'Shangri-La Entertainment', 'Playtone']",['English'],0,26,3,2004
8. The Day After Tomorrow,https://www.imdb.com/title/tt0319262/?ref_=sr_t_8,2004,2h 4m,PG-13,6.5,491K,125000000.0,552639571.0,186740799.0,68743584.0,['Roland Emmerich'],"['Roland Emmerich', 'Jeffrey Nachmanoff']","['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Rossum']","['Disaster', 'Survival', 'Action', 'Adventure', 'Sci-Fi', 'Thriller']",['United States'],"['Montréal, Québec, Canada']","['Twentieth Century Fox', 'Centropolis Entertainment', 'Lionsgate']","['English', 'Japanese', 'French', 'Arabic']",0,12,0,2004
9. The Bourne Supremacy,https://www.imdb.com/title/tt0372183/?ref_=sr_t_9,2004,1h 48m,PG-13,7.7,496K,75000000.0,292542992.0,176241941.0,52521865.0,['Paul Greengrass'],"['Robert Ludlum', 'Tony Gilroy']","['Matt Damon', 'Franka Potente', 'Joan Allen']","['One-Person Army Action', 'Spy', 'Action', 'Thriller']","['United States', 'Germany', 'India', 'Russia']","['Goa, India']","['Universal Pictures', 'Motion Picture THETA Produktionsgesellschaft', 'The Kennedy/Marshall Company']","['English', 'Russian', 'German', 'Italian']",0,22,0,2004
10. National Treasure,https://www.imdb.com/title/tt0368891/?ref_=sr_t_10,2004,2h 11m,PG,6.9,364K,100000000.0,347512530.0,173008894.0,35142554.0,['Jon Turteltaub'],"['Jim Kouf', 'Cormac Wibberley', 'Marianne Wibberley']","['Nicolas Cage', 'Diane Kruger', 'Justin Bartha']","['Quest', 'Action', 'Adventure', 'Mystery', 'Thriller']",['United States'],"['Utah, USA']","['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Junction Entertainment']","['English', 'Spanish', 'German']",0,9,0,2004
11. Shark Tale,https://www.imdb.com/title/tt0307453/?ref_=sr_t_11,2004,1h 30m,PG,6.0,204K,75000000.0,374583879.0,160861908.0,47604606.0,"['Bibo Bergeron', 'Vicky Jenson', 'Rob Letterman']","['Michael J. Wilson', 'Rob Letterman', 'Scott Aukerman']","['Will Smith', 'Robert De Niro', 'Renée Zellweger']","['Animal Adventure', 'Buddy Comedy', 'Computer Animation', 'Sea Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Thriller']","['United States', 'France']","['Los Angeles, California, USA']",['DreamWorks Animation'],['English'],0,16,1,2004
"12. I, Robot",https://www.imdb.com/title/tt0343818/?ref_=sr_t_12,2004,1h 55m,PG-13,7.1,589K,120000000.0,353133898.0,144801023.0,52179887.0,['Alex Proyas'],"['Jeff Vintar', 'Akiva Goldsman', 'Isaac Asimov']","['Will Smith', 'Bridget Moynahan', 'Bruce Greenwood']","['Artificial Intelligence', 'Cyber Thriller', 'Cyberpunk', 'Action', 'Mystery', 'Sci-Fi', 'Thriller']","['United States', 'Germany']","['Vancouver, British Columbia, Canada']","['Twentieth Century Fox', 'Mediastream Vierte Film GmbH & Co. Vermarktungs KG', 'Davis Entertainment']",['English'],0,15,1,2004
13. Troy,https://www.imdb.com/title/tt0332452/?ref_=sr_t_13,2004,2h 43m,R,7.3,585K,175000000.0,497409852.0,133378256.0,46865412.0,['Wolfgang Petersen'],"['Homer', 'David Benioff']","['Brad Pitt', 'Eric Bana', 'Orlando Bloom']","['Epic', 'Sword & Sandal', 'Tragedy', 'Adventure', 'Drama']","['United States', 'Bulgaria', 'United Kingdom']","['Cabo San Lucas, Baja California Sur, Mexico']","['Warner Bros.', 'Helena Productions', 'Radiant Productions']",['English'],0,23,1,2004
14. Ocean's Twelve,https://www.imdb.com/title/tt0349903/?ref_=sr_t_14,2004,2h 5m,PG-13,6.5,422K,110000000.0,362744280.0,125544280.0,39153380.0,['Steven Soderbergh'],"['George Nolfi', 'George Clayton Johnson', 'Jack Golden Russell']","['George Clooney', 'Brad Pitt', 'Julia Roberts']","['Caper', 'Crime', 'Thriller']",['United States'],"['Haarlem, Noord-Holland, Netherlands']","['Warner Bros.', 'Village Roadshow Pictures', 'Jerry Weintraub Productions']","['English', 'Dutch', 'French', 'Italian', 'Mandarin']",0,10,0,2004
15. 50 First Dates,https://www.imdb.com/title/tt0343660/?ref_=sr_t_15,2004,1h 39m,PG-13,6.8,392K,75000000.0,198520934.0,120908074.0,39852237.0,['Peter Segal'],['George Wing'],"['Adam Sandler', 'Drew Barrymore', 'Rob Schneider']","['High-Concept Comedy', 'Comedy', 'Drama', 'Romance']",['United States'],"[""Sea Life Park - 41202 Kalanianaole Highway, Waimänalo, O'ahu, Hawaii, USA""]","['Columbia Pictures', 'Happy Madison Productions', 'Anonymous Content']","['English', 'Hawaiian', 'Mandarin']",0,10,0,2004
16. Van Helsing,https://www.imdb.com/title/tt0338526/?ref_=sr_t_16,2004,2h 11m,PG-13,6.1,294K,160000000.0,300157638.0,120177084.0,51748040.0,['Stephen Sommers'],['Stephen Sommers'],"['Hugh Jackman', 'Kate Beckinsale', 'Richard Roxburgh']","['Superhero', 'Supernatural Fantasy', 'Action', 'Adventure', 'Fantasy', 'Thriller']","['United States', 'Czech Republic']","['Prague, Czech Republic']","['Universal Pictures', 'The Sommers Company', 'Stillking Films']","['English', 'Latin', 'French']",0,21,0,2004
17. Fahrenheit 9/11,https://www.imdb.com/title/tt0361596/?ref_=sr_t_17,2004,2h 2m,R,7.5,133K,6000000.0,222446882.0,119194771.0,23920637.0,['Michael Moore'],['Michael Moore'],"['Michael Moore', 'George W. Bush', 'Ben Affleck']","['Dark Comedy', 'Military Documentary', 'Political Documentary', 'Documentary', 'Drama', 'War']",['United States'],"['Baghdad, Iraq']","['Lions Gate Films', 'IFC Films', 'Fellowship Adventure Group']","['English', 'Arabic']",0,17,0,2004
18. A Series of Unfortunate Events,https://www.imdb.com/title/tt0339291/?ref_=sr_t_18,2004,1h 48m,PG,6.8,225K,140000000.0,211468235.0,118634549.0,30061756.0,['Brad Silberling'],"['Robert Gordon', 'Daniel Handler']","['Jim Carrey', 'Jude Law', 'Meryl Streep']","['Dark Comedy', 'Fantasy Epic', 'Psychological Drama', 'Quirky Comedy', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['Germany', 'United States']","['Stage 1, Downey Studios - 12214 Lakewood Boulevard, Downey, California, USA']","['Paramount Pictures', 'Dreamworks Pictures', 'Nickelodeon Movies']",['English'],0,28,0,2004
19. Dodgeball: A True Underdog Story,https://www.imdb.com/title/tt0364725/?ref_=sr_t_19,2004,1h 32m,PG-13,6.7,273K,20000000.0,168423227.0,114326736.0,30070196.0,['Rawson Marshall Thurber'],['Rawson Marshall Thurber'],"['Ben Stiller', 'Christine Taylor', 'Vince Vaughn']","['Parody', 'Slapstick', 'Comedy', 'Sport']","['Germany', 'United States']","['1201 Santa Fe Avenue, Long Beach, California, USA']","['Twentieth Century Fox', 'Mediastream Vierte Film GmbH & Co. Vermarktungs KG', 'Red Hour Films']","['English', 'German']",0,9,0,2004
20. The Village,https://www.imdb.com/title/tt0368447/?ref_=sr_t_20,2004,1h 48m,PG-13,6.6,285K,60000000.0,256697520.0,114197520.0,50746142.0,['M. Night Shyamalan'],['M. Night Shyamalan'],"['Sigourney Weaver', 'William Hurt', 'Joaquin Phoenix']","['Psychological Drama', 'Psychological Thriller', 'Suspense Mystery', 'Drama', 'Mystery', 'Thriller']",['United States'],"['Cossart Rd, Chadds Ford, Pennsylvania, USA']","['Touchstone Pictures', 'Blinding Edge Pictures', 'Scott Rudin Productions']",['English'],0,24,1,2004
21. The Grudge,https://www.imdb.com/title/tt0391198/?ref_=sr_t_21,2004,1h 31m,PG-13,5.9,153K,10000000.0,187281115.0,110359362.0,39128715.0,['Takashi Shimizu'],"['Stephen Susco', 'Takashi Shimizu']","['Sarah Michelle Gellar', 'Jason Behr', 'Clea DuVall']","['Supernatural Horror', 'Horror', 'Mystery', 'Thriller']","['United States', 'Japan']","['Aoyama, Tokyo, Japan']","['Columbia Pictures', 'Ghost House Pictures', 'Fellah Pictures']","['English', 'Japanese']",0,10,0,2004
22. The Aviator,https://www.imdb.com/title/tt0338751/?ref_=sr_t_22,2004,2h 50m,PG-13,7.5,391K,110000000.0,213719942.0,102610330.0,858021.0,['Martin Scorsese'],['John Logan'],"['Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale']","['Docudrama', 'Epic', 'Period Drama', 'Biography', 'Drama']","['United States', 'Germany']","['RMS Queen Mary - 1126 Queens Highway, Long Beach, California, USA']","['Forward Pass', 'Appian Way', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG']","['English', 'Persian']",0,131,0,2004
23. Collateral,https://www.imdb.com/title/tt0369339/?ref_=sr_t_23,2004,2h,R,7.5,443K,65000000.0,220240655.0,101005703.0,24701458.0,['Michael Mann'],['Stuart Beattie'],"['Tom Cruise', 'Jamie Foxx', 'Jada Pinkett Smith']","['Action', 'Crime', 'Drama', 'Thriller']",['United States'],"['El Rodeo Restaurant, 8825 E Washington Blvd, Pico Rivera, California, USA']","['Paramount Pictures', 'Dreamworks Pictures', 'Parkes/MacDonald Image Nation']","['English', 'Spanish', 'French', 'Korean']",0,73,2,2004
24. Million Dollar Baby,https://www.imdb.com/title/tt0405159/?ref_=sr_t_24,2004,2h 12m,PG-13,8.1,737K,30000000.0,216763646.0,100492203.0,179953.0,['Clint Eastwood'],"['Paul Haggis', 'F.X. Toole']","['Hilary Swank', 'Clint Eastwood', 'Morgan Freeman']","['Boxing', 'Tragedy', 'Drama', 'Sport']",['United States'],"['Hollywood Athletic Club - 6525 W. Sunset Blvd., Hollywood, Los Angeles, California, USA']","['Warner Bros.', 'Lakeshore Entertainment', 'Malpaso Productions']","['English', 'Irish Gaelic', 'German']",0,86,0,2004
25. The Princess Diaries 2: Royal Engagement,https://www.imdb.com/title/tt0368933/?ref_=sr_t_25,2004,1h 53m,G,5.8,92K,40000000.0,134734481.0,95170481.0,22956453.0,['Garry Marshall'],"['Meg Cabot', 'Gina Wendkos', 'Shonda Rhimes']","['Anne Hathaway', 'Callum Blue', 'Julie Andrews']","['Romantic Comedy', 'Teen Comedy', 'Comedy', 'Family', 'Romance']",['United States'],"['Longford Castle, England, UK']","['Walt Disney Pictures', 'BrownHouse Productions']","['English', 'Greek', 'French', 'Spanish']",0,2,0,2004
