Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Rocky,https://www.imdb.com/title/tt0075148/?ref_=sr_t_1,1976,2h,PG,8.1,649K
2. A Star Is Born,https://www.imdb.com/title/tt0075265/?ref_=sr_t_2,1976,2h 19m,R,6.1,14K
3. All the President's Men,https://www.imdb.com/title/tt0074119/?ref_=sr_t_3,1976,2h 18m,PG,7.9,129K
4. The Omen,https://www.imdb.com/title/tt0075005/?ref_=sr_t_4,1976,1h 51m,R,7.5,140K
5. King Kong,https://www.imdb.com/title/tt0074751/?ref_=sr_t_5,1976,2h 14m,PG,6.0,37K
6. Silver Streak,https://www.imdb.com/title/tt0075223/?ref_=sr_t_6,1976,1h 54m,PG,6.9,22K
7. The Enforcer,https://www.imdb.com/title/tt0074483/?ref_=sr_t_7,1976,1h 36m,R,6.7,51K
8. Silent Movie,https://www.imdb.com/title/tt0075222/?ref_=sr_t_8,1976,1h 27m,PG,6.7,19K
9. The Pink Panther Strikes Again,https://www.imdb.com/title/tt0075066/?ref_=sr_t_9,1976,1h 43m,PG,7.1,33K
10. Carrie,https://www.imdb.com/title/tt0074285/?ref_=sr_t_10,1976,1h 38m,R,7.4,215K
11. The Bad News Bears,https://www.imdb.com/title/tt0074174/?ref_=sr_t_11,1976,1h 42m,PG,7.3,26K
12. The Outlaw Josey Wales,https://www.imdb.com/title/tt0075029/?ref_=sr_t_12,1976,2h 15m,PG,7.8,82K
13. Taxi Driver,https://www.imdb.com/title/tt0075314/?ref_=sr_t_13,1976,1h 54m,R,8.2,958K
14. Freaky Friday,https://www.imdb.com/title/tt0076054/?ref_=sr_t_14,1976,1h 38m,G,6.3,15K
15. Network,https://www.imdb.com/title/tt0074958/?ref_=sr_t_15,1976,2h 1m,R,8.1,175K
16. Gus,https://www.imdb.com/title/tt0074599/?ref_=sr_t_16,1976,1h 36m,G,5.7,2.2K
17. Marathon Man,https://www.imdb.com/title/tt0074860/?ref_=sr_t_17,1976,2h 5m,R,7.4,72K
18. The Smurfs and the Magic Flute,https://www.imdb.com/title/tt0074539/?ref_=sr_t_18,1976,1h 29m,G,5.9,1.5K
19. Lipstick,https://www.imdb.com/title/tt0074802/?ref_=sr_t_19,1976,1h 29m,R,5.6,2.8K
20. The Shootist,https://www.imdb.com/title/tt0075213/?ref_=sr_t_20,1976,1h 40m,PG,7.6,28K
21. Lifeguard,https://www.imdb.com/title/tt0074798/?ref_=sr_t_21,1976,1h 36m,PG,6.6,1.9K
"22. That's Entertainment, Part II",https://www.imdb.com/title/tt0075323/?ref_=sr_t_22,1976,2h 13m,G,7.3,2.5K
23. The Big Bus,https://www.imdb.com/title/tt0074205/?ref_=sr_t_23,1976,1h 28m,PG,5.6,3.8K
24. Bugsy Malone,https://www.imdb.com/title/tt0074256/?ref_=sr_t_24,1976,1h 33m,G,6.8,20K
25. The Tenant,https://www.imdb.com/title/tt0074811/?ref_=sr_t_25,1976,2h 6m,R,7.5,49K
26. The Last Tycoon,https://www.imdb.com/title/tt0074777/?ref_=sr_t_26,1976,2h 3m,PG,6.2,9.8K
27. Mr. Klein,https://www.imdb.com/title/tt0074916/?ref_=sr_t_27,1976,2h 3m,PG,7.5,9.8K
28. The Man Who Fell to Earth,https://www.imdb.com/title/tt0074851/?ref_=sr_t_28,1976,2h 19m,R,6.6,30K
