Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Toy Story,https://www.imdb.com/title/tt0114709/?ref_=sr_t_1,1995,1h 21m,G,8.3,1.1M
2. Batman Forever,https://www.imdb.com/title/tt0112462/?ref_=sr_t_2,1995,2h 1m,PG-13,5.4,272K
3. Apollo 13,https://www.imdb.com/title/tt0112384/?ref_=sr_t_3,1995,2h 20m,PG,7.7,323K
4. Pocahontas,https://www.imdb.com/title/tt0114148/?ref_=sr_t_4,1995,1h 21m,G,6.7,208K
5. Ace Ventura: When Nature Calls,https://www.imdb.com/title/tt0112281/?ref_=sr_t_5,1995,1h 30m,PG-13,6.4,239K
6. GoldenEye,https://www.imdb.com/title/tt0113189/?ref_=sr_t_6,1995,2h 10m,PG-13,7.2,275K
7. Jumanji,https://www.imdb.com/title/tt0113497/?ref_=sr_t_7,1995,1h 44m,PG,7.1,389K
8. Casper,https://www.imdb.com/title/tt0112642/?ref_=sr_t_8,1995,1h 40m,PG,6.2,151K
9. Se7en,https://www.imdb.com/title/tt0114369/?ref_=sr_t_9,1995,2h 7m,R,8.6,1.9M
10. Die Hard with a Vengeance,https://www.imdb.com/title/tt0112864/?ref_=sr_t_10,1995,2h 8m,R,7.6,417K
11. Crimson Tide,https://www.imdb.com/title/tt0112740/?ref_=sr_t_11,1995,1h 56m,R,7.4,127K
12. Waterworld,https://www.imdb.com/title/tt0114898/?ref_=sr_t_12,1995,2h 15m,PG-13,6.3,215K
13. Dangerous Minds,https://www.imdb.com/title/tt0112792/?ref_=sr_t_13,1995,1h 39m,R,6.5,58K
14. Mr. Holland's Opus,https://www.imdb.com/title/tt0113862/?ref_=sr_t_14,1995,2h 24m,PG,7.3,42K
15. While You Were Sleeping,https://www.imdb.com/title/tt0114924/?ref_=sr_t_15,1995,1h 43m,PG,6.8,119K
16. Congo,https://www.imdb.com/title/tt0112715/?ref_=sr_t_16,1995,1h 49m,PG-13,5.3,50K
17. Father of the Bride Part II,https://www.imdb.com/title/tt0113041/?ref_=sr_t_17,1995,1h 46m,PG,6.1,43K
18. Braveheart,https://www.imdb.com/title/tt0112573/?ref_=sr_t_18,1995,2h 58m,R,8.3,1.1M
19. Get Shorty,https://www.imdb.com/title/tt0113161/?ref_=sr_t_19,1995,1h 45m,R,6.9,92K
20. Grumpier Old Men,https://www.imdb.com/title/tt0113228/?ref_=sr_t_20,1995,1h 41m,PG-13,6.7,30K
21. The Bridges of Madison County,https://www.imdb.com/title/tt0112579/?ref_=sr_t_21,1995,2h 15m,PG-13,7.6,92K
22. Mortal Kombat,https://www.imdb.com/title/tt0113855/?ref_=sr_t_22,1995,1h 41m,PG-13,5.8,127K
23. Nine Months,https://www.imdb.com/title/tt0113986/?ref_=sr_t_23,1995,1h 43m,PG-13,5.5,39K
24. Outbreak,https://www.imdb.com/title/tt0114069/?ref_=sr_t_24,1995,2h 7m,R,6.6,141K
25. Heat,https://www.imdb.com/title/tt0113277/?ref_=sr_t_25,1995,2h 50m,R,8.3,741K
26. Waiting to Exhale,https://www.imdb.com/title/tt0114885/?ref_=sr_t_26,1995,2h 4m,R,6.0,13K
27. Bad Boys,https://www.imdb.com/title/tt0112442/?ref_=sr_t_27,1995,1h 59m,R,6.8,301K
28. Babe,https://www.imdb.com/title/tt0112431/?ref_=sr_t_28,1995,1h 31m,G,6.9,137K
29. The American President,https://www.imdb.com/title/tt0112346/?ref_=sr_t_29,1995,1h 54m,PG-13,6.8,62K
30. Species,https://www.imdb.com/title/tt0114508/?ref_=sr_t_30,1995,1h 48m,R,5.9,88K
31. 12 Monkeys,https://www.imdb.com/title/tt0114746/?ref_=sr_t_31,1995,2h 9m,R,8.0,658K
32. Clueless,https://www.imdb.com/title/tt0112697/?ref_=sr_t_32,1995,1h 37m,PG-13,6.9,257K
33. Sabrina,https://www.imdb.com/title/tt0114319/?ref_=sr_t_33,1995,2h 7m,PG,6.3,45K
34. Something to Talk About,https://www.imdb.com/title/tt0114496/?ref_=sr_t_34,1995,1h 46m,R,5.7,16K
35. The Net,https://www.imdb.com/title/tt0113957/?ref_=sr_t_35,1995,1h 54m,PG-13,6.0,76K
36. Under Siege 2: Dark Territory,https://www.imdb.com/title/tt0114781/?ref_=sr_t_36,1995,1h 40m,R,5.6,51K
37. A Walk in the Clouds,https://www.imdb.com/title/tt0114887/?ref_=sr_t_37,1995,1h 42m,PG-13,6.7,37K
38. The Brady Bunch Movie,https://www.imdb.com/title/tt0112572/?ref_=sr_t_38,1995,1h 30m,PG-13,6.2,25K
39. Sense and Sensibility,https://www.imdb.com/title/tt0114388/?ref_=sr_t_39,1995,2h 16m,PG,7.7,129K
40. Casino,https://www.imdb.com/title/tt0112641/?ref_=sr_t_40,1995,2h 58m,R,8.2,582K
41. Man of the House,https://www.imdb.com/title/tt0113755/?ref_=sr_t_41,1995,1h 36m,PG,5.3,11K
42. Dead Man Walking,https://www.imdb.com/title/tt0112818/?ref_=sr_t_42,1995,2h 2m,R,7.5,104K
43. French Kiss,https://www.imdb.com/title/tt0113117/?ref_=sr_t_43,1995,1h 51m,PG-13,6.6,54K
44. Higher Learning,https://www.imdb.com/title/tt0113305/?ref_=sr_t_44,1995,2h 8m,R,6.5,22K
45. Mighty Morphin Power Rangers,https://www.imdb.com/title/tt0113820/?ref_=sr_t_45,1995,1h 35m,PG,5.3,31K
46. First Knight,https://www.imdb.com/title/tt0113071/?ref_=sr_t_46,1995,2h 14m,PG-13,6.0,80K
47. Just Cause,https://www.imdb.com/title/tt0113501/?ref_=sr_t_47,1995,1h 42m,R,6.4,30K
"48. To Wong Foo, Thanks for Everything! Julie Newmar",https://www.imdb.com/title/tt0114682/?ref_=sr_t_48,1995,1h 49m,PG-13,6.8,38K
49. The Indian in the Cupboard,https://www.imdb.com/title/tt0113419/?ref_=sr_t_49,1995,1h 36m,PG,6.0,32K
50. Money Train,https://www.imdb.com/title/tt0113845/?ref_=sr_t_50,1995,1h 50m,R,5.7,44K
51. A Goofy Movie,https://www.imdb.com/title/tt0113198/?ref_=sr_t_51,1995,1h 18m,G,6.9,65K
52. Judge Dredd,https://www.imdb.com/title/tt0113492/?ref_=sr_t_52,1995,1h 36m,R,5.6,127K
53. Forget Paris,https://www.imdb.com/title/tt0113097/?ref_=sr_t_53,1995,1h 41m,PG-13,6.5,13K
54. Tommy Boy,https://www.imdb.com/title/tt0114694/?ref_=sr_t_54,1995,1h 37m,PG-13,7.1,100K
55. Rumble in the Bronx,https://www.imdb.com/title/tt0113326/?ref_=sr_t_55,1995,1h 27m,R,6.8,47K
56. Copycat,https://www.imdb.com/title/tt0112722/?ref_=sr_t_56,1995,2h 3m,R,6.6,69K
57. Leaving Las Vegas,https://www.imdb.com/title/tt0113627/?ref_=sr_t_57,1995,1h 51m,R,7.5,139K
58. Rob Roy,https://www.imdb.com/title/tt0114287/?ref_=sr_t_58,1995,2h 19m,R,6.9,47K
59. Powder,https://www.imdb.com/title/tt0114168/?ref_=sr_t_59,1995,1h 51m,PG-13,6.6,33K
60. Assassins,https://www.imdb.com/title/tt0112401/?ref_=sr_t_60,1995,2h 13m,R,6.3,90K
61. Free Willy 2: The Adventure Home,https://www.imdb.com/title/tt0113114/?ref_=sr_t_61,1995,1h 35m,PG,5.1,20K
62. Major Payne,https://www.imdb.com/title/tt0110443/?ref_=sr_t_62,1995,1h 35m,PG-13,6.3,40K
63. Friday,https://www.imdb.com/title/tt0113118/?ref_=sr_t_63,1995,1h 31m,R,7.2,128K
64. Now and Then,https://www.imdb.com/title/tt0114011/?ref_=sr_t_64,1995,1h 42m,PG-13,6.8,33K
65. Houseguest,https://www.imdb.com/title/tt0110066/?ref_=sr_t_65,1995,1h 53m,PG,5.9,7.7K
66. Billy Madison,https://www.imdb.com/title/tt0112508/?ref_=sr_t_66,1995,1h 29m,PG-13,6.4,160K
67. Desperado,https://www.imdb.com/title/tt0112851/?ref_=sr_t_67,1995,1h 44m,R,7.1,201K
68. Operation Dumbo Drop,https://www.imdb.com/title/tt0114048/?ref_=sr_t_68,1995,1h 47m,PG,5.2,9.9K
69. Dolores Claiborne,https://www.imdb.com/title/tt0109642/?ref_=sr_t_69,1995,2h 12m,R,7.4,50K
70. Dead Presidents,https://www.imdb.com/title/tt0112819/?ref_=sr_t_70,1995,1h 59m,R,6.9,25K
71. Virtuosity,https://www.imdb.com/title/tt0114857/?ref_=sr_t_71,1995,1h 46m,R,5.5,33K
72. Tom and Huck,https://www.imdb.com/title/tt0112302/?ref_=sr_t_72,1995,1h 37m,PG,5.5,12K
73. How to Make an American Quilt,https://www.imdb.com/title/tt0113347/?ref_=sr_t_73,1995,1h 57m,PG-13,6.3,13K
74. Boys on the Side,https://www.imdb.com/title/tt0112571/?ref_=sr_t_74,1995,1h 55m,R,6.5,14K
75. Circle of Friends,https://www.imdb.com/title/tt0112679/?ref_=sr_t_75,1995,1h 43m,PG-13,6.6,9.4K
76. The Usual Suspects,https://www.imdb.com/title/tt0114814/?ref_=sr_t_76,1995,1h 46m,R,8.5,1.2M
77. To Die For,https://www.imdb.com/title/tt0114681/?ref_=sr_t_77,1995,1h 46m,R,6.8,55K
78. Tales from the Crypt: Demon Knight,https://www.imdb.com/title/tt0114608/?ref_=sr_t_78,1995,1h 32m,R,6.7,27K
79. Showgirls,https://www.imdb.com/title/tt0114436/?ref_=sr_t_79,1995,2h 8m,NC-17,5.1,77K
80. Sudden Death,https://www.imdb.com/title/tt0114576/?ref_=sr_t_80,1995,1h 51m,R,5.8,38K
81. Vampire in Brooklyn,https://www.imdb.com/title/tt0114825/?ref_=sr_t_81,1995,1h 40m,R,4.7,26K
82. It Takes Two,https://www.imdb.com/title/tt0113442/?ref_=sr_t_82,1995,1h 41m,PG,6.0,26K
83. Johnny Mnemonic,https://www.imdb.com/title/tt0113481/?ref_=sr_t_83,1995,1h 36m,R,5.6,78K
84. The Quick and the Dead,https://www.imdb.com/title/tt0114214/?ref_=sr_t_84,1995,1h 48m,R,6.5,106K
85. The Big Green,https://www.imdb.com/title/tt0112499/?ref_=sr_t_85,1995,1h 40m,PG,5.5,11K
86. Heavyweights,https://www.imdb.com/title/tt0110006/?ref_=sr_t_86,1995,1h 37m,PG,6.6,31K
87. Home for the Holidays,https://www.imdb.com/title/tt0113321/?ref_=sr_t_87,1995,1h 43m,PG-13,6.6,15K
88. Murder in the First,https://www.imdb.com/title/tt0113870/?ref_=sr_t_88,1995,2h 2m,R,7.3,31K
89. Jury Duty,https://www.imdb.com/title/tt0113500/?ref_=sr_t_89,1995,1h 28m,PG-13,4.3,8.9K
