Title,Movie Link,Year,Duration,MPA,Rating,Votes
1. Spider-Man,https://www.imdb.com/title/tt0145487/?ref_=sr_t_1,2002,2h 1m,PG-13,7.4,907K
2. The Lord of the Rings: The Two Towers,https://www.imdb.com/title/tt0167261/?ref_=sr_t_2,2002,2h 59m,PG-13,8.8,1.8M
3. Star Wars: Episode II - Attack of the Clones,https://www.imdb.com/title/tt0121765/?ref_=sr_t_3,2002,2h 22m,PG,6.6,778K
4. Harry Potter and the Chamber of Secrets,https://www.imdb.com/title/tt0295297/?ref_=sr_t_4,2002,2h 41m,PG,7.4,716K
5. My Big Fat Greek Wedding,https://www.imdb.com/title/tt0259446/?ref_=sr_t_5,2002,1h 35m,PG,6.6,147K
6. Signs,https://www.imdb.com/title/tt0286106/?ref_=sr_t_6,2002,1h 46m,PG-13,6.8,397K
7. Austin Powers in Goldmember,https://www.imdb.com/title/tt0295178/?ref_=sr_t_7,2002,1h 34m,PG-13,6.2,227K
8. Men in Black II,https://www.imdb.com/title/tt0120912/?ref_=sr_t_8,2002,1h 28m,PG-13,6.2,414K
9. Ice Age,https://www.imdb.com/title/tt0268380/?ref_=sr_t_9,2002,1h 21m,PG,7.5,535K
10. Chicago,https://www.imdb.com/title/tt0299658/?ref_=sr_t_10,2002,1h 53m,PG-13,7.2,248K
11. Catch Me If You Can,https://www.imdb.com/title/tt0264464/?ref_=sr_t_11,2002,2h 21m,PG-13,8.1,1.1M
12. Die Another Day,https://www.imdb.com/title/tt0246460/?ref_=sr_t_12,2002,2h 13m,PG-13,6.1,233K
13. Scooby-Doo,https://www.imdb.com/title/tt0267913/?ref_=sr_t_13,2002,1h 26m,PG,5.3,130K
14. Lilo & Stitch,https://www.imdb.com/title/tt0275847/?ref_=sr_t_14,2002,1h 25m,PG,7.3,220K
15. xXx,https://www.imdb.com/title/tt0295701/?ref_=sr_t_15,2002,2h 4m,PG-13,5.8,189K
16. The Santa Clause 2,https://www.imdb.com/title/tt0304669/?ref_=sr_t_16,2002,1h 44m,G,5.7,66K
17. Minority Report,https://www.imdb.com/title/tt0181689/?ref_=sr_t_17,2002,2h 25m,PG-13,7.6,596K
18. The Ring,https://www.imdb.com/title/tt0298130/?ref_=sr_t_18,2002,1h 55m,PG-13,7.1,385K
19. Sweet Home Alabama,https://www.imdb.com/title/tt0256415/?ref_=sr_t_19,2002,1h 48m,PG-13,6.2,127K
20. Mr. Deeds,https://www.imdb.com/title/tt0280590/?ref_=sr_t_20,2002,1h 36m,PG-13,5.8,156K
21. The Bourne Identity,https://www.imdb.com/title/tt0258463/?ref_=sr_t_21,2002,1h 59m,PG-13,7.8,589K
22. The Sum of All Fears,https://www.imdb.com/title/tt0164184/?ref_=sr_t_22,2002,2h 4m,PG-13,6.5,127K
23. 8 Mile,https://www.imdb.com/title/tt0298203/?ref_=sr_t_23,2002,1h 50m,R,7.2,333K
24. Road to Perdition,https://www.imdb.com/title/tt0257044/?ref_=sr_t_24,2002,1h 57m,R,7.7,290K
25. Panic Room,https://www.imdb.com/title/tt0258000/?ref_=sr_t_25,2002,1h 52m,R,6.8,304K
26. Maid in Manhattan,https://www.imdb.com/title/tt0252076/?ref_=sr_t_26,2002,1h 45m,PG-13,5.4,98K
27. Space Station 3D,https://www.imdb.com/title/tt0290296/?ref_=sr_t_27,2002,47m,Not Rated,7.4,1.8K
28. Two Weeks Notice,https://www.imdb.com/title/tt0313737/?ref_=sr_t_28,2002,1h 41m,PG-13,6.2,129K
29. Red Dragon,https://www.imdb.com/title/tt0289765/?ref_=sr_t_29,2002,2h 4m,R,7.2,299K
30. The Scorpion King,https://www.imdb.com/title/tt0277296/?ref_=sr_t_30,2002,1h 32m,PG-13,5.5,148K
