Title,Movie Link,Year,Duration,MPA,Rating,Votes,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
1. Spider-Man,https://www.imdb.com/title/tt0145487/?ref_=sr_t_1,2002,2h 1m,PG-13,7.4,907K,139000000.0,825802095.0,407774549.0,114844116.0,['Sam Raimi'],"['Stan Lee', 'Steve Ditko', 'David Koepp']","['Tobey Maguire', 'Kirsten Dunst', 'Willem Dafoe']","['Superhero', 'Urban Adventure', 'Action', 'Adventure', 'Sci-Fi']",['United States'],"['Queensboro Bridge, Manhattan, New York City, New York, USA']","['Columbia Pictures', 'Marvel Enterprises', 'Laura Ziskin Productions']",['English'],0,65,2,2002
2. The Lord of the Rings: The Two Towers,https://www.imdb.com/title/tt0167261/?ref_=sr_t_2,2002,2h 59m,PG-13,8.8,1.8M,94000000.0,938242927.0,345518923.0,62007528.0,['Peter Jackson'],"['J.R.R. Tolkien', 'Fran Walsh', 'Philippa Boyens']","['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen']","['Adventure Epic', 'Dark Fantasy', 'Epic', 'Fantasy Epic', 'Quest', 'Sword & Sorcery', 'Adventure', 'Drama', 'Fantasy']","['New Zealand', 'United States']","['Hinuera Valley, Matamata, Waikato, New Zealand']","['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']","['English', 'Sindarin', 'Old English']",0,138,0,2002
3. Star Wars: Episode II - Attack of the Clones,https://www.imdb.com/title/tt0121765/?ref_=sr_t_3,2002,2h 22m,PG,6.6,778K,115000000.0,653780724.0,310676740.0,80027814.0,['George Lucas'],"['George Lucas', 'Jonathan Hales']","['Hayden Christensen', 'Natalie Portman', 'Ewan McGregor']","['Action Epic', 'Adventure Epic', 'Fantasy Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['United States', 'United Kingdom']","['Villa del Balbianello, Lenno, Lake Como, Lombardia, Italy']","['Lucasfilm', 'Recce & Production Services', 'Mestiere Cinema']",['English'],0,71,1,2002
4. Harry Potter and the Chamber of Secrets,https://www.imdb.com/title/tt0295297/?ref_=sr_t_4,2002,2h 41m,PG,7.4,716K,100000000.0,882740355.0,262641637.0,88357488.0,['Chris Columbus'],"['J.K. Rowling', 'Steve Kloves']","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']","['Sword & Sorcery', 'Teen Adventure', 'Teen Fantasy', 'Adventure', 'Family', 'Fantasy', 'Mystery']","['United Kingdom', 'United States']","['Glenfinnan Viaduct, Fort William, Highland, Scotland, UK']","['Warner Bros.', 'Heyday Films', '1492 Pictures']","['English', 'Latin']",0,50,0,2002
5. My Big Fat Greek Wedding,https://www.imdb.com/title/tt0259446/?ref_=sr_t_5,2002,1h 35m,PG,6.6,147K,5000000.0,368744044.0,241438208.0,597362.0,['Joel Zwick'],['Nia Vardalos'],"['Nia Vardalos', 'John Corbett', 'Michael Constantine']","['Feel-Good Romance', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance']","['Canada', 'United States']","['Ryerson Polytechnic University, Toronto, Ontario, Canada']","['Alliance Cinema', 'Gold Circle Films', 'Home Box Office (HBO)']","['English', 'Greek']",0,29,1,2002
6. Signs,https://www.imdb.com/title/tt0286106/?ref_=sr_t_6,2002,1h 46m,PG-13,6.8,397K,72000000.0,408247917.0,227966634.0,60117080.0,['M. Night Shyamalan'],['M. Night Shyamalan'],"['Mel Gibson', 'Joaquin Phoenix', 'Rory Culkin']","['Alien Invasion', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",['United States'],"['Bucks County, Pennsylvania, USA']","['Touchstone Pictures', 'Blinding Edge Pictures', 'The Kennedy/Marshall Company']","['English', 'Portuguese']",0,34,0,2002
7. Austin Powers in Goldmember,https://www.imdb.com/title/tt0295178/?ref_=sr_t_7,2002,1h 34m,PG-13,6.2,227K,63000000.0,296939148.0,213307889.0,73071188.0,['Jay Roach'],"['Mike Myers', 'Michael McCullers']","['Mike Myers', 'Beyoncé', 'Seth Green']","['Parody', 'Slapstick', 'Action', 'Adventure', 'Comedy', 'Crime']",['United States'],"['Moab, Utah, USA']","['New Line Cinema', 'Gratitude International', 'Team Todd']","['English', 'Japanese', 'German', 'French']",0,23,0,2002
8. Men in Black II,https://www.imdb.com/title/tt0120912/?ref_=sr_t_8,2002,1h 28m,PG-13,6.2,414K,140000000.0,445135288.0,193735288.0,52148751.0,['Barry Sonnenfeld'],"['Lowell Cunningham', 'Robert Gordon', 'Barry Fanaro']","['Tommy Lee Jones', 'Will Smith', 'Rip Torn']","['Buddy Comedy', 'Buddy Cop', 'Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",['United States'],"['210 10th Avenue, Manhattan, New York City, New York, USA']","['Columbia Pictures', 'Amblin Entertainment', 'Parkes/MacDonald Image Nation']",['English'],0,16,0,2002
9. Ice Age,https://www.imdb.com/title/tt0268380/?ref_=sr_t_9,2002,1h 21m,PG,7.5,535K,59000000.0,383257136.0,176387405.0,46312454.0,"['Chris Wedge', 'Carlos Saldanha']","['Michael J. Wilson', 'Michael Berg', 'Peter Ackerman']","['Denis Leary', 'John Leguizamo', 'Ray Romano']","['Animal Adventure', 'Computer Animation', 'Dinosaur Adventure', 'Quest', 'Survival', 'Adventure', 'Animation', 'Comedy', 'Family']",['United States'],[],"['Twentieth Century Fox', 'Blue Sky Studios', 'Twentieth Century Fox Animation']",['English'],0,30,1,2002
10. Chicago,https://www.imdb.com/title/tt0299658/?ref_=sr_t_10,2002,1h 53m,PG-13,7.2,248K,45000000.0,306777366.0,170687518.0,2074929.0,['Rob Marshall'],"['Bill Condon', 'Bob Fosse', 'Fred Ebb']","['Renée Zellweger', 'Catherine Zeta-Jones', 'Richard Gere']","['True Crime', 'Comedy', 'Crime', 'Musical']","['United States', 'Germany']","[""Ontario Legislature Building, Queen's Park, Toronto, Ontario, Canada""]","['Miramax', 'Producers Circle', 'Storyline Entertainment']","['English', 'Hungarian']",0,129,0,2002
